wordform	frequency	dispersion
overnight	2	0.9133877604205821
cool	42	0.7326156575604035
bb	2	0.9682909593901762
shoot	6	0.8860789944520454
informed	1	0.9682909593901762
filter	1	0.9682909593901762
pump	2	0.958648444117013
swimming	7	0.8640926563525833
dairy	4	0.9620012729723904
missed	7	0.8835631198849311
barn	11	0.9427463126400143
quarter	6	0.9086366666165495
miles	35	0.7471796645166464
000	7	0.9269544386141638
grab	6	0.9329484345947786
stainless	2	0.9682909593901762
steel	2	0.9682909593901762
kettle	2	0.9682909593901762
lid	2	0.9682909593901762
handle	7	0.9219126660752858
walk	66	0.6463145991344335
dollar	3	0.9002370535199689
hand	29	0.8144316980148646
mid-seventies	1	0.9682909593901762
store	36	0.7859873638278712
vat	2	0.9682909593901762
hold	13	0.8111289861827368
pull	30	0.6791748733292233
lower	1	0.9682909593901762
cream	8	0.9388873018498192
shake	2	0.9548946790756414
whipping	5	0.9423553998586699
rinse	1	0.9682909593901762
glass	10	0.8730786386211804
drinking	13	0.8822049485548757
scrape	1	0.9682909593901762
drink	16	0.8425623831646891
non-pasteurized	1	0.9682909593901762
hey	18	0.7683390717324952
quite	44	0.6785626255488381
13	11	0.8870763232147063
builder	2	0.9614750442282732
uh-hum	4	0.9614750442282732
trade	5	0.9302621621486171
girlfriend	18	0.8489472919266486
6	4	0.9352137240456465
o'clock	16	0.8259886835761502
siding	5	0.9344569569945824
beat	18	0.8548059719444906
summertime	7	0.9150867275087329
sleeping	11	0.8624638530969815
00	18	0.8623185137295585
pin	2	0.9539875609548293
bend	6	0.9342865591155347
metal	6	0.8568407230884113
relationship	9	0.9414683285471576
seat	10	0.9020312429522935
closest	4	0.9451268712443556
dumping	1	0.9682909593901762
fuss	4	0.9509705161552222
unlocked	2	0.9682909593901762
cruising	4	0.9016252950639743
upstairs	9	0.9225291054612519
screamed	6	0.8650649266036192
laughed	7	0.9199731372755382
jobs	11	0.8592313050974023
wednesdays	1	0.9682909593901762
local	6	0.9325926037297086
barber	1	0.9682909593901762
bucks	3	0.9623220219211858
wednesday	1	0.9682909593901762
kavalo	2	0.9682909593901762
measure	2	0.9453123042303779
forty	1	0.9682909593901762
prove	6	0.9275608545954803
excuse	8	0.8660973372825547
callgrove	2	0.9682909593901762
feelings	9	0.9227596437681987
pop	8	0.8910405797537246
summers	3	0.9484897235043827
built	33	0.7790941849217923
following	6	0.9074288463562415
reamuses	1	0.9682909593901762
boulder	1	0.9682909593901762
inches	4	0.9345271208271312
shattered	2	0.955932101456902
spine	1	0.9682909593901762
condition	9	0.8945587947858249
functioning	1	0.9682909593901762
digits	1	0.9682909593901762
grandmom	10	0.9682909593901762
grandpop	15	0.9682909593901762
apartment	21	0.8862443806287679
11	20	0.7917838152085119
smoked	8	0.9355896017200164
saratoga	1	0.9682909593901762
120	1	0.9682909593901762
cigarettes	11	0.9339056697388403
eight	47	0.6337301855150926
somber	1	0.9682909593901762
gra	1	0.9682909593901762
ndmom	1	0.9682909593901762
boisterous	1	0.9682909593901762
poodle	1	0.9682909593901762
named	34	0.7103775551206183
fifi	4	0.9344569569945822
learn	33	0.6262026377044946
respect	10	0.8627695669388019
affection	1	0.9682909593901762
dog	32	0.7984092856820676
showed	7	0.8965534523111462
hip	5	0.9246640906516715
replacements	1	0.9682909593901762
knees	10	0.8510923005217181
medicine	4	0.9487553437276038
peanut	7	0.9052186856309482
butter	6	0.910716523081395
finger	9	0.8946540171299985
feed	5	0.925826805591055
bent	3	0.957265214275333
chain	6	0.9222584735357058
smoker	1	0.9682909593901762
laryngitis	1	0.9682909593901762
quit	12	0.8167220459773571
smoking	10	0.9122350688858486
pack	5	0.9468308500348313
gangrene	1	0.9682909593901762
foot	18	0.8331504061984732
lose	13	0.8275072293806035
shoe	2	0.9602521888609902
coolest	2	0.9548946790756414
smoke	13	0.9214616128660421
grandma	21	0.8197290673723142
saratogas	1	0.9682909593901762
flavorful	1	0.9682909593901762
mealtime	1	0.9682909593901762
central	6	0.9362010294036573
air	31	0.7805047366245343
conditioning	3	0.9229300416472461
ceiling	10	0.9383610731057016
literally	13	0.8655059564082132
fire	29	0.8053855753183683
scene	5	0.923651726782036
news	6	0.8735948439606479
awful	10	0.8183809194469085
potatoes	7	0.8532673793307373
roast	1	0.9682909593901762
beef	3	0.9267038534979175
sandwiches	6	0.9424957275237679
syrup	1	0.9682909593901762
tasted	2	0.9133877604205821
smog	1	0.9682909593901762
sf	1	0.9682909593901762
hanging	14	0.8056612189462394
warm	14	0.8037768188720663
but--	10	0.8175189066470206
complain	3	0.9645171475395049
warmer	2	0.9584279292147164
mackton	3	0.9682909593901762
watch	33	0.712797108521124
repairman	1	0.9682909593901762
translated	1	0.9682909593901762
rayona	3	0.9682909593901762
visiting	12	0.8402519883928972
sixties	2	0.9682909593901762
lighting	1	0.9682909593901762
tootles	2	0.9682909593901762
junk	5	0.9171816190805531
watches	1	0.9682909593901762
bunch	19	0.8017584217041526
gd	1	0.9682909593901762
hollering	1	0.9682909593901762
calm	5	0.9333744292923976
sons	6	0.9300566823532946
bitches	1	0.9682909593901762
grandpa	22	0.8678163511800052
cents	8	0.8911909308234728
fifties	1	0.9682909593901762
send	11	0.8738203705652697
licorice	1	0.9682909593901762
candy	8	0.9246440438423718
filthy	1	0.9682909593901762
justified	1	0.9682909593901762
mistake	6	0.9251552374795144
oops	2	0.9563280259405713
eat	49	0.6495862737451128
waiter	1	0.9682909593901762
claim	1	0.9682909593901762
roommate	2	0.9629635198187767
hindsight	1	0.9682909593901762
kidnap	1	0.9682909593901762
scream	4	0.9449664967699577
caught	22	0.844010765136594
storm	11	0.8784962888344282
pulled	19	0.838948945788416
yard	41	0.7220694467924063
hello	6	0.9293951376464041
fantastic	6	0.9415084221657567
tales	9	0.8710488991795842
gaston	7	0.9338304942039662
likes	11	0.8929951436604471
relive	1	0.9682909593901762
split	5	0.9023670270080637
lip	1	0.9682909593901762
spill	2	0.9620062846747153
stitch	2	0.9682909593901762
uneventful	1	0.9682909593901762
childhoods	1	0.9682909593901762
moments	4	0.9470563766394531
comedy	2	0.9133877604205821
paint	7	0.919933043656939
new	111	0.5326461612188783
poo-poo	1	0.9682909593901762
port-o-john	1	0.9682909593901762
neighborhood	26	0.8210972621070197
peeping	1	0.9682909593901762
hell	11	0.8633659595154686
held	11	0.7468037868422767
relived	1	0.9682909593901762
songbird	2	0.9682909593901762
shower	6	0.879002470769246
tub	1	0.9682909593901762
busted	2	0.9616153718933709
ear	3	0.9325725569204091
idiotic	1	0.9682909593901762
stupidity	1	0.9682909593901762
scaffolding	1	0.9682909593901762
two-by-four	1	0.9682909593901762
nails	6	0.9491913618298724
climbed	13	0.8825156740990211
painted	5	0.8568306996837616
foundation	9	0.8821748783409259
coating	1	0.9682909593901762
tar	2	0.9682909593901762
use	49	0.6003312632957137
thinner	2	0.9682909593901762
turpentine	1	0.9682909593901762
gasoline	4	0.9682909593901762
lacquer	1	0.9682909593901762
gas	17	0.8847859752522137
washed	2	0.9541329003222523
legs	9	0.8469977397222511
shorts	3	0.9448361925095093
hot	18	0.8416753118531771
ankle	1	0.9682909593901762
poisoning	1	0.9682909593901762
joys	2	0.9682909593901762
construction	9	0.8902136488701115
ninety-four	1	0.9682909593901762
jock	1	0.9682909593901762
strap	2	0.9344569569945822
sweating	1	0.9682909593901762
drowning	1	0.9682909593901762
soaking	2	0.9548696205640168
wet	11	0.8871414753449305
honest	4	0.9566938802102909
sleeve	3	0.9682909593901762
shirt	5	0.9142597966251196
collar	1	0.9682909593901762
buttoned	1	0.9682909593901762
short	18	0.7244966997940189
blue	19	0.8314313923010229
jeans	2	0.9618008048793932
pants	1	0.9682909593901762
cuffs	1	0.9682909593901762
rolled	8	0.8846757178010654
wake	15	0.8404524564858945
daylight	1	0.9682909593901762
hoping	7	0.8820094921642034
cooler	3	0.9487603554299288
justify	1	0.9682909593901762
extra	8	0.8816185793828591
lunch	23	0.7412941827863713
rafters	2	0.9682909593901762
porch	24	0.8544250825677957
reach	6	0.8665283436824985
slipped	5	0.910641347546521
toe	4	0.9498378714297884
smashed	3	0.9462494925651395
joists	3	0.9682909593901762
joist	1	0.9682909593901762
beam	1	0.9682909593901762
hit	57	0.6651130389459384
hammer	5	0.9551252173825884
hitting	5	0.8813579708619625
backwards	4	0.9344569569945823
smacked	3	0.9548696205640168
chest	3	0.9539875609548294
nailing	3	0.9344569569945822
glanced	1	0.9682909593901762
rafter	1	0.9682909593901762
build	18	0.747615682618915
truman	1	0.9682909593901762
borrowing	1	0.9682909593901762
chop	2	0.9479484596532902
miter	1	0.9682909593901762
trim	2	0.9682909593901762
standing	18	0.7935028291059624
drops	1	0.9682909593901762
booking	2	0.9576310685450525
heading	9	0.8920729904326602
drifted	1	0.9682909593901762
thumb	4	0.9515418502202642
ouch	1	0.9682909593901762
sink	3	0.9565284940335682
chicken	29	0.8079666020157066
band-	3	0.9682909593901762
gauze	2	0.9682909593901762
organized	4	0.9179834914525414
aids	3	0.9449314148536831
peroxide	1	0.9682909593901762
basement	3	0.9344569569945822
bathroom	12	0.798514531430891
wound	7	0.9192364170337738
buckles	1	0.9682909593901762
uh-oh	1	0.9682909593901762
200	4	0.9401352157287265
pounds	3	0.9245889151167975
mush	1	0.9682909593901762
laying	7	0.904862854765878
quick	8	0.8852370284614574
towel	2	0.9618108282840431
throw	10	0.8488219993685254
cubes	1	0.9682909593901762
haul	4	0.9421148381470733
meantime	3	0.9274656322513066
hardly	4	0.9342564889015851
med	1	0.9682909593901762
trooper	1	0.9682909593901762
best	73	0.5204487409608284
created	8	0.9056697388401919
reunion	18	0.8301884901244405
funeral	11	0.9060155463006119
grandfather	98	0.6729400394819863
ride	50	0.7129498378714296
upchuck	3	0.9682909593901762
wagon	4	0.9518575874667347
explain	9	0.8844301443871438
dodge	2	0.9682909593901762
chevy	3	0.9682909593901762
conversion	1	0.9682909593901762
van	16	0.8890308871214284
freakiest	1	0.9682909593901762
noises	3	0.9411576030030119
prompt	1	0.9682909593901762
poke	1	0.9682909593901762
m	6	0.9223687309868542
slow	7	0.8646639904176248
somewhere	22	0.6953768868489744
va	16	0.8304490986453364
sees	6	0.9215869054241652
billboard	2	0.9682909593901762
restaurant	8	0.9275508311908306
attractive	3	0.9484295830764833
franchised	1	0.9682909593901762
billboards	1	0.9682909593901762
swear	2	0.9133877604205821
17	10	0.8757348408533929
trail	4	0.9353390166037696
western	3	0.949953140583262
pond	7	0.9339307282504645
overlooked	2	0.9511108438203202
twenties	2	0.9518575874667347
loaded	1	0.9682909593901762
trunk	9	0.8821097262107019
stood	7	0.8677010820265318
parking	14	0.8490775961870969
ward	2	0.9682909593901762
hosting	2	0.9504442874111049
post	4	0.9239424055168819
procession	1	0.9682909593901762
sucks	1	0.9682909593901762
spite	1	0.9682909593901762
majority	1	0.9682909593901762
ought	5	0.8970245523296898
market	10	0.8770529185648488
halfway	8	0.9165752030992368
plans	2	0.9589140643402343
turns	14	0.7668155142257169
226	1	0.9682909593901762
320	1	0.9682909593901762
ironically	1	0.9682909593901762
lost	35	0.6584430359174384
member	15	0.8565199741396159
ann	6	0.9620062846747155
bird	11	0.8681120416171759
flew	13	0.8720712864538699
rosemary	1	0.9682909593901762
daughters	6	0.8705126470308168
stuck	13	0.8478547408198142
knick-knacks	1	0.9682909593901762
crystal	3	0.9618008048793931
plates	2	0.9682909593901762
plate	4	0.9618258633910178
rail	1	0.9682909593901762
dining	5	0.918023585071141
knock	6	0.9074438814632164
chased	1	0.9682909593901762
pooped	1	0.9682909593901762
found--	1	0.9682909593901762
wow	46	0.8143263433159906
hyde	2	0.938280885868503
third	22	0.7996788410028326
december	10	0.9444402680258401
presbyterian	3	0.9703708158550214
ten	24	0.7937383791152339
christian	5	0.9531556183688912
academy	1	0.9931840848380972
k-	2	0.982203445044178
seuss	7	0.9838573068114045
television	8	0.918790375526855
shows	8	0.9069878165516482
cartoon	5	0.9357249176827892
horns	6	0.9721599935850208
mask	1	0.9931840848380972
cape	4	0.9867189888389386
wears	1	0.9931840848380972
suit	6	0.9363714272827051
belt	7	0.9735682819383259
superhero	1	0.9931840848380972
spider	1	0.9931840848380972
cartoons	6	0.9106714177604704
watching	22	0.8376258563746347
pokemon	7	0.9868342579924122
spelling	3	0.9420747445284737
phonics	4	0.942074744528474
counting	1	0.9931840848380972
tens	1	0.9931840848380972
hundreds	5	0.9382808858685031
tea	1	0.9931840848380972
numbers	8	0.9318709185949191
fast	23	0.8358767722632345
recess	1	0.9931840848380972
playtime	2	0.9798579683561115
equipment	7	0.9450817659234311
toys	3	0.9822034450441779
toy	4	0.9483694426485844
playground	7	0.9460239659605177
slides	1	0.9931840848380972
monkey	10	0.9477580149649429
bars	5	0.9337603303714171
swing	9	0.956047370610375
gotten	19	0.7726942410528583
mmm	5	0.9771867310169243
bike	8	0.9747309968777093
color	15	0.8057363944811132
silver	5	0.9702054296782987
ghost	11	0.9187101882896563
ugh-ugh	1	0.9931840848380972
voices	1	0.9931840848380972
maurice	1	0.9931840848380972
sendak	1	0.9931840848380972
pierre	7	0.9931840848380972
lion	11	0.9666370976229494
ugh-	1	0.9931840848380972
ugh	1	0.9931840848380972
ate	17	0.7876241022788208
soon	25	0.7195836277708446
list	7	0.8671698415800893
cursive	1	0.9931840848380972
write	35	0.8642129372083812
impressive	2	0.9812562333047665
bazooka	3	0.9931840848380972
boom	3	0.9825292056952982
sounds	21	0.8533926718888604
snowboard	1	0.9931840848380972
mountains	12	0.8462008790525877
knives	1	0.9931840848380972
idea	28	0.6986563626066864
survival	2	0.9702054296782987
kit	3	0.9702054296782987
microscope	1	0.9931840848380972
hooks	1	0.9931840848380972
bug	1	0.9931840848380972
ladybug	2	0.9931840848380972
gifts	6	0.9751770383846281
100	8	0.8752637408348493
dollars	29	0.8111289861827365
mommy	9	0.951196042759844
hood	18	0.9721700169896709
wolf	3	0.9931840848380972
tried	33	0.6583777666305368
nope	4	0.9749064064590817
uh-um	2	0.9868342579924121
carpenter	3	0.9816621811930859
carry	12	0.8850616188800849
boards	5	0.9642465156139585
boards--	1	0.9931840848380972
gopher	1	0.9931840848380972
driveway	13	0.8354608009702654
crate	5	0.9931840848380972
clean	6	0.8934562202743404
interview	23	0.8147374118566852
elbert	3	0.9962261881493288
branch	1	0.9962261881493288
questions	15	0.7590974926453268
sticks	6	0.9513313587226172
aunts	14	0.8662025830313783
uncles	11	0.931670450501922
taken	25	0.7399812562333047
evening	13	0.9045521292217327
distance	7	0.8763963855602831
bulls	4	0.9884730846526639
bull	4	0.9884730846526641
charge	6	0.9251251672655649
fence	13	0.9700550786085509
path	3	0.9686467902552458
accidentally	3	0.9844386642810963
stepped	9	0.9401101572171019
soft	1	0.9962261881493288
sinking	1	0.9962261881493288
pulling	7	0.8877779615401962
shaking	3	0.9346474016829295
holler	1	0.9962261881493288
someway	1	0.9962261881493288
evenings	1	0.9962261881493288
rain	11	0.9679651987390555
sleet	1	0.9962261881493288
crazy	39	0.7975048661701997
stuff--	1	0.9962261881493288
uphill	2	0.9962261881493288
lunches	2	0.9851653611182111
fatback	1	0.9962261881493288
meat	6	0.972089829752472
biscuits	1	0.9962261881493288
grew	69	0.6084845069759627
lewisburg	1	0.9962261881493288
east	11	0.9426160083795659
40	16	0.8568507464930614
wild	14	0.8460605513874898
sat	35	0.7579801694098575
shared	9	0.9351385485107724
cookies	2	0.984589015350844
drinks	3	0.9279417439721747
hankses	1	0.9962261881493288
ghosts	2	0.9962261881493288
hanks	4	0.9962261881493288
dead	21	0.8630752807806226
are--	2	0.9451168478397056
granddad	1	0.9962261881493288
shining	2	0.9853958994251576
jumped	10	0.9372033698686432
horses	5	0.9602271303493655
panther	3	0.9828449429417688
albemarle	4	0.9724155904035923
bible	16	0.8578530869580469
ages	4	0.9637353219768157
asheville	5	0.9698245403016044
fairly	27	0.8044433752812817
two-bedroom	1	0.9931840848380972
blankenships	2	0.9931840848380972
apple	4	0.9633293740884965
tree	49	0.7723835155087126
apples	1	0.9931840848380972
pies	3	0.9704610264968699
odd	3	0.9420747445284737
chewed	1	0.9931840848380972
tobacco	9	0.9728415851012111
spit	1	0.9931840848380972
spittoons	1	0.9931840848380972
weird	13	0.8804558644434755
elderly	1	0.9931840848380972
spitting	2	0.9804493492304531
impression	6	0.8928848862092985
machine	5	0.9184896733873594
dryer	1	0.9931840848380972
laundry	11	0.907689454877138
clothesline	1	0.9931840848380972
garage	8	0.9447259350583612
separate	12	0.8740458971698916
scythes	1	0.9931840848380972
farmland	1	0.9931840848380972
64	1	0.9931840848380972
nova	1	0.9931840848380972
consider	11	0.8822951591967243
muscle	1	0.9931840848380972
drove	31	0.7835295414793543
mileage	1	0.9931840848380972
snap	2	0.9931840848380972
beans	7	0.954578941829171
snapping	1	0.9931840848380972
smaller	6	0.946144246816316
pieces	18	0.7864563756371125
suppose	10	0.914299890243719
significance	2	0.9833210546626373
kick	3	0.9610791197446035
grocery	10	0.9241729438238285
blocks	6	0.9095588198443365
direction	3	0.9639658602837624
pud	2	0.9931840848380972
firemen	1	0.9931840848380972
engines	1	0.9931840848380972
completely	10	0.8565650794605404
unheard	2	0.9893902261781258
nowadays	4	0.9744152596312388
climb	16	0.8703121789378195
honk	1	0.9931840848380972
jacket	2	0.9814967950163631
fires	1	0.9931840848380972
concerned	4	0.9276059599164047
interfering	1	0.9931840848380972
preparedness	1	0.9931840848380972
tended	6	0.9322117143530141
scenic	1	0.9931840848380972
chimney	2	0.982203445044178
occasions	2	0.9884129442247647
linville	1	0.9931840848380972
caverns	1	0.9931840848380972
sliding	4	0.9204492489964065
biltmore	1	0.9931840848380972
attractions	1	0.9931840848380972
tweetsie	1	0.9931840848380972
railroad	7	0.914014223211198
wholesome	2	0.9420747445284738
unable	1	0.9931840848380972
pleasant	1	0.9931840848380972
specific	10	0.9001368194734705
mm	3	0.9846391323740933
active	3	0.9808252269048229
2	31	0.8385876182175702
rugged	3	0.9821232578069792
sturdy	1	0.9931840848380972
carried	6	0.926453268381671
mentally	3	0.9774723980494453
physically	5	0.9090275793978939
healthy	5	0.9299664717114461
position	4	0.9670981742368429
frugal	1	0.9931840848380972
save	11	0.8610355179343767
soup	6	0.9316052983716978
labels	3	0.9931840848380972
program	7	0.9517974470388354
returned	3	0.9556414227220558
rebate	1	0.9931840848380972
collecting	1	0.9931840848380972
aluminum	5	0.904446883472909
cans	4	0.9341562548550866
cartons	3	0.982203445044178
saved	7	0.9244987044749489
redeem	1	0.9931840848380972
bushel	3	0.9884129442247647
practical	6	0.9272451173490098
regard	2	0.9420747445284738
bills	1	0.9931840848380972
expenses	1	0.9931840848380972
absolute	4	0.8757999929836164
minimum	2	0.9788806864027503
efficiently	1	0.9931840848380972
tidy	1	0.9931840848380972
translates	1	0.9931840848380972
fix	7	0.9117489337603302
repair	2	0.9867189888389388
baptists	1	0.9931840848380972
catholic	8	0.9423102945377454
california	2	0.978620077881854
opportunity	16	0.8906145850561059
evil	3	0.97011521903645
heathen	1	0.9931840848380972
creature	3	0.9702154530829485
corrupt	1	0.9931840848380972
beautiful	40	0.7409819428365234
nasty	5	0.919912996847639
letter	3	0.9703858509619961
effect	6	0.9063864122726565
disinterest	1	0.9931840848380972
outright	1	0.9931840848380972
hostility	1	0.9931840848380972
worst	10	0.8676960703242068
towards	20	0.8536783389213813
grandchildren	12	0.906286178226158
smiles	1	0.9931840848380972
amusing	1	0.9931840848380972
figured	10	0.8692547097472598
unusual	9	0.9017656227290723
health	7	0.9478181553928422
anecdotes	2	0.9931840848380972
tangentially	1	0.9931840848380972
decline	2	0.9760039692682412
adam	2	0.9876411420667259
music	34	0.8470628918524754
industry	15	0.9672986423298403
juicy	1	0.9876411420667259
sordid	1	0.9876411420667259
details	10	0.9061107686447853
dream	12	0.9309738238787567
becoming	6	0.9302671738509418
musician	1	0.9876411420667259
producer	1	0.9876411420667259
slash	1	0.9876411420667259
rapper-writer	1	0.9876411420667259
extraordinaire	1	0.9876411420667259
hopes	1	0.9876411420667259
dreams	8	0.9488305192624779
recording	12	0.9051284749890994
dealing	4	0.9222284033217563
day-to-day	1	0.9876411420667259
supposedly	11	0.9117539454626552
creative	12	0.8563445645582434
environment	9	0.9097743230443082
dj	2	0.9876411420667259
stepfather	2	0.9813564673512651
mixing	4	0.9628532623676284
songs	10	0.8950248831020432
scratching	1	0.9876411420667259
rap	2	0.9876411420667259
hooked	9	0.8348794435005739
rappers	1	0.9876411420667259
developed	10	0.903599905779996
interests	1	0.9876411420667259
words	35	0.7967353771055413
brooklyn	6	0.9162344073411414
enabled	1	0.9876411420667259
produce	3	0.9222284033217562
anyways	11	0.9449865435792574
interruption	2	0.9672986423298401
demo	1	0.9876411420667259
tapes	3	0.96729864232984
naturally	4	0.9601770133261164
feedback	2	0.9743150255847404
content	3	0.9626227240606815
hip-hop	1	0.9876411420667259
audience	3	0.9643968666837062
promoting	2	0.9743150255847404
consciousness	3	0.9366270241012764
shit	10	0.9601870367307663
gang	3	0.9766053735472325
banging	2	0.974906406459082
gangster	1	0.9876411420667259
nwa	1	0.9876411420667259
dre	1	0.9876411420667259
response	2	0.97046102649687
adjusted	2	0.9646624869069276
married	69	0.6275117617027063
support	13	0.8873319200332774
actual	7	0.911889261425428
unfortunately	7	0.8946490054276734
low-paying	1	0.9876411420667259
non-paying	1	0.9876411420667259
internships	1	0.9876411420667259
studio	6	0.9538071396711322
generally	6	0.9213463437125687
free	20	0.8720813098585194
rate	3	0.970045055203901
pursue	3	0.9581422621821952
&	4	0.9392431327148892
studios	4	0.9876411420667259
hop	7	0.964842908190625
similar	9	0.9366621060175507
connections	4	0.9365318017571027
networking	1	0.9876411420667259
projects	3	0.975522845845048
funk	1	0.9876411420667259
master	4	0.9500984799506847
flex	1	0.9876411420667259
albums	1	0.9876411420667259
mix	5	0.9578265249357247
volume	3	0.9365318017571026
premier	1	0.9876411420667259
gangstar	2	0.9876411420667259
jerry	3	0.912395443360246
o	8	0.9176978244200208
danagar	1	0.9876411420667259
jay-	1	0.9876411420667259
z	1	0.9876411420667259
exhibit	1	0.9876411420667259
knit	3	0.9718993850641244
professionally	1	0.9876411420667259
areas	11	0.8196238216234907
york	22	0.8875323881262748
dingy	1	0.9876411420667259
dirty	15	0.9183994627455108
reputation	1	0.9876411420667259
grungy	1	0.9876411420667259
atmosphere	1	0.9876411420667259
frustrating	3	0.963925766665163
sessions	3	0.9730771351104828
fat	4	0.9617005708328948
blunts	1	0.9876411420667259
forties	3	0.9733377436313791
depressing	1	0.9876411420667259
potential	3	0.9725308595570655
paid	4	0.9520229736434571
encouraging	2	0.9365318017571027
inspiring	1	0.9876411420667259
began	11	0.8637668957014629
higher	6	0.9449213914490333
professionalism	1	0.9876411420667259
established	4	0.9675642625530612
artists	7	0.9742598968591661
affiliated	1	0.9876411420667259
jive	2	0.9876411420667259
records	5	0.9449314148536833
backstreet	2	0.9876411420667259
released	1	0.9876411420667259
album	4	0.9779986267935631
caliber	1	0.9876411420667259
cleaner	1	0.9876411420667259
pride	6	0.9530453609177427
appearance	1	0.9876411420667259
handled	3	0.9646624869069276
angelo	1	0.9876411420667259
pothead	1	0.9876411420667259
consumed	3	0.9194118266151463
necessarily	21	0.8328718987407022
slowly	7	0.9559922418848008
weed	1	0.9876411420667259
roots	3	0.9609337803771806
hectic	3	0.975522845845048
cd	2	0.9876411420667259
shehave	1	0.9876411420667259
apart	6	0.9590794505169569
credit	2	0.9876411420667259
binding	2	0.975953852244992
assistant	9	0.9547794099221681
engineering	2	0.9803992322072037
track	6	0.9263329875258727
vocals	1	0.9876411420667259
engineer	4	0.9428264998772132
mans	1	0.9876411420667259
adjusts	1	0.9876411420667259
levels	2	0.9799732375095849
equalizes	1	0.9876411420667259
instruments	3	0.951266206592393
separates	1	0.9876411420667259
adds	3	0.96729864232984
effects	3	0.975953852244992
echoes	2	0.9876411420667259
tone	4	0.9288638971999619
sing	7	0.9599013696982454
patricia	4	0.9541128535129526
french	13	0.9625325134188328
artist	10	0.9455528659419743
comparing	1	0.9876411420667259
mariah	1	0.9876411420667259
carey	1	0.9876411420667259
described	4	0.9579167355775733
hers	4	0.9113830794906103
everyday	23	0.7665298471931961
digital	1	0.9876411420667259
correct	2	0.9783293991470083
note	1	0.9876411420667259
digitize	1	0.9876411420667259
britney	1	0.9876411420667259
spears	2	0.9876411420667259
brittney	1	0.9876411420667259
singers	1	0.9876411420667259
blend	2	0.9876411420667259
theirs	2	0.9766605022728069
technique	1	0.9876411420667259
chorusing	1	0.9876411420667259
allow	5	0.9629585081164518
vocal	1	0.9876411420667259
verse	1	0.9876411420667259
lyrics	1	0.9876411420667259
tracks	5	0.9389324071707437
processors	1	0.9876411420667259
add	11	0.8488570812847996
harmonics	1	0.9876411420667259
smooth	2	0.974259896859166
fills	2	0.9365318017571027
easier	5	0.9061157803471104
engineers	1	0.9876411420667259
60	22	0.8195803109351242
90	9	0.9289741546511102
rough	5	0.9490410107601248
marriage	8	0.8744217748442612
p	3	0.9592448366936794
crossing	2	0.979888038570061
paths	1	0.9876411420667259
kim	5	0.9742198032405666
sleep	19	0.8392496479279117
spend	25	0.7459668325540136
within	19	0.761192384217147
unfamiliar	1	0.9876411420667259
liking	2	0.9761142267193896
unfair	1	0.9876411420667259
plus	7	0.9284078322883933
toll	2	0.9808402620117975
managers	2	0.9816722045977355
producers	1	0.9876411420667259
executives	1	0.9876411420667259
focus	4	0.922383766093829
dealt	3	0.9733377436313791
shadiness	1	0.9876411420667259
bullshit	1	0.9876411420667259
guard	6	0.8796138984528873
relaxing	1	0.9876411420667259
july	12	0.8982624428039472
1998	2	0.9769862629239272
99	10	0.9697192945527806
lasted	1	0.9876411420667259
exposed	3	0.9577513494008509
regrets	2	0.9769862629239272
boxcar	1	0.945096801030406
available	3	0.9195822244941939
beige--	1	0.945096801030406
mistaken	2	0.9355795783153663
goldish-yellow	1	0.945096801030406
bright	10	0.8680819714032263
sunshine	1	0.945096801030406
gold	7	0.880140127197005
looking--	1	0.945096801030406
approximately	2	0.9316754622042467
illustrations	5	0.9150115519738589
smell	7	0.8820245272711781
musty	1	0.945096801030406
library-type	1	0.945096801030406
freezing	1	0.945096801030406
basic	8	0.8911458255025483
dick	1	0.945096801030406
jane	2	0.9381856635243294
emperor	3	0.9340610325109128
clothes--	2	0.9112627986348122
stands	8	0.8771531526113473
fables	2	0.945096801030406
fable	1	0.945096801030406
pictures	25	0.8094049605829611
roseanne	1	0.945096801030406
couch	7	0.9107816752116191
members	21	0.7105212098822173
moral	3	0.9219728065031847
catch	18	0.8120561511128486
associations	1	0.945096801030406
events	7	0.8820545974851276
wwii	8	0.8761658472533363
depression	14	0.8384327404489481
holocaust	1	0.945096801030406
bank	5	0.9010389258919576
surrounding	3	0.9364666496268789
stores	8	0.8698561140262513
economy	2	0.9247543012935201
poor	17	0.8195386226839668
whether	49	0.6979381549796322
talks	5	0.9285481599534913
looks	14	0.7643798268958016
storyteller	10	0.8990141981526862
lizzy	2	0.945096801030406
deceased	1	0.945096801030406
ageless	2	0.945096801030406
dance	15	0.8764765727974821
jig	1	0.945096801030406
sara	3	0.9246540672470217
embellish	1	0.945096801030406
morals	2	0.9404860348914714
debbie	9	0.8984328406829946
rabbits	8	0.92370685550761
jump	12	0.848010103591887
socks	2	0.9305327940741629
wires	2	0.945096801030406
ears	2	0.9112627986348122
reaction	1	0.945096801030406
belly	2	0.9317005207158714
laughing	9	0.8565500443535652
request	1	0.945096801030406
re-tell	3	0.9357850581106885
awfully	2	0.9309387419624823
adding	2	0.9387469741847211
bits	3	0.9171365137596287
jumping	12	0.8188069141445272
version	5	0.8710088055609847
foo-foo	1	0.945096801030406
daily	1	0.945096801030406
depending	4	0.8890008169074788
mood	5	0.8757198057464178
recalling	1	0.945096801030406
