item	frequency	dispersion	REF	PRED	MOD
č̓ikn̓a-m̓i·t	2	1.4770499641405688	0	0	0
qʷis-cum	1	0.977049964140569	0	0	0
witqʷ-p̓a·	1	0.977049964140569	0	0	0
nučiː	4	2.477049964140569	0	0	0
ƛ̓am-a·s	2	1.4770499641405688	0	0	0
ʕaɬmapt	3	1.9770499641405688	0	0	0
qinu	1	0.977049964140569	0	0	0
ƛ̓uɬ-api	1	0.977049964140569	0	0	0
n̓ač-ḥta·kʷ	2	1.4770499641405688	0	0	0
qʷis-ckʷi·	4	2.2497011714080806	0	0	0
ʔič̓a	2	1.4770499641405688	0	0	0
tup̓aɬ	4	2.2497011714080806	0	0	0
hinumsinƛ	2	1.4539803968443699	0	0	0
ʔu-waƛ	4	2.4342577097776714	0	0	0
ʔiːḥʷ	7	3.811020798469998	0	0	0
ƛ̓uɬ-apuƛ	1	0.977049964140569	0	0	0
wa·-maḥsa	1	0.977049964140569	0	0	0
muː-p̓it-ʕaƛ	6	3.2318909873296677	0	0	0
hiɬ-ačišt	3	1.7844848195075302	0	0	0
ɬuḥ	3	1.9770499641405688	0	0	0
ʔay̓ix	1	0.977049964140569	0	0	0
wik-in̓ak̓uːḥ	1	0.977049964140569	0	0	0
ḥa-ʔiː	3	1.8640927563949319	0	0	0
wiḥ-ʼa·ʔa	1	0.977049964140569	0	0	0
hiɬ-ʼa·ʔa	6	3.127779105904853	0	0	0
t̓učkqum	1	0.977049964140569	0	0	0
ni-yasu·	1	0.977049964140569	0	0	0
qaḥ-kʷa	3	1.9770499641405688	0	0	0
hiɬ-ačišt-ʼatḥ	1	0.977049964140569	0	0	0
hakʷiːḥa	1	0.977049964140569	0	0	0
wiḥ	1	0.977049964140569	0	0	0
ʔi·ḥʷ-siɬa-api	1	0.977049964140569	0	0	0
maːmaːti-stup	1	0.977049964140569	0	0	0
k̓ʷiːšk̓ʷiːk̓ʷa	1	0.977049964140569	0	0	0
č̓ikn̓a	1	0.977049964140569	0	0	0
c̓ixʷatin	1	0.977049964140569	0	0	0
hišuk	3	1.9405928759263684	0	0	0
ti·ča	2	1.4770499641405688	0	0	0
hiš-ʔa-ḥta·	1	0.977049964140569	0	0	0
ta	2	1.3974420272531671	0	0	0
c̓awa·-panač	1	0.977049964140569	0	0	0
c̓awa·-činkʷ-ʔaːɬ	1	0.977049964140569	0	0	0
kʷis-qʔičḥ	1	0.977049964140569	0	0	0
wača·k	1	0.977049964140569	0	0	0
saːpin-m̓i·t	1	0.977049964140569	0	0	0
ʔuːš-ink	1	0.977049964140569	0	0	0
y̓umwa·	1	0.977049964140569	0	0	0
witq	1	0.977049964140569	0	0	0
qʷi-a·nuːƛ	1	0.9769304327038011	0	0	0
haw̓-a·ḥin	1	0.9769304327038011	0	0	0
ƛaːc̓um	1	0.9769304327038011	0	0	0
qʷis-na·k	1	0.9769304327038011	0	0	0
kuːkuḥʷʼisa	15	7.81317236433182	0	0	0
ʔu-ʼiːḥ-w̓it̓as	1	0.9769304327038011	0	0	0
ʔaʔum-štu·p	1	0.9769304327038011	0	0	0
kaƛḥ-ʼaqstuƛ	1	0.9769304327038011	0	0	0
hinusa	4	2.3447286636385374	0	0	0
wiːnap-ʼa·ʔa	1	0.9769304327038011	0	0	0
ɬaḥ-ʼas	1	0.9769304327038011	0	0	0
ʔuːš-tup	1	0.9769304327038011	0	0	0
hiɬ-ʼa·qsta-ʼas	1	0.9769304327038011	0	0	0
ʕamaʕas	1	0.9769304327038011	0	0	0
ʔu-kʷi·qsta	1	0.9769304327038011	0	0	0
husmin	1	0.9769304327038011	0	0	0
t̓aps-atu	1	0.9769304327038011	0	0	0
yaqʷ-in̓ak̓uːḥ	1	0.9769304327038011	0	0	0
ʔu-ca-ḥta·k-sa	3	1.976930432703801	0	0	0
hin-kʷay̓iːḥ	1	0.9769304327038011	0	0	0
hin-iːp	1	0.9769304327038011	0	0	0
sus	4	2.2605785321539567	0	0	0
wiḥ-či-san̓ap	1	0.9769304327038011	0	0	0
sup̓ic-ʽis	1	0.9769304327038011	0	0	0
c̓us	2	1.476930432703801	0	0	0
hatkʷ-c̓u·-san̓ap	1	0.9769304327038011	0	0	0
tuːk-i·č-san̓ap	1	0.9769304327038011	0	0	0
hatkʷ-misa	2	1.476930432703801	0	0	0
wiːmat	1	0.9769304327038011	0	0	0
qʷi-ʔiː-ʽis	1	0.9769304327038011	0	0	0
kuːhkuḥʷʼisa	1	0.9769304327038011	0	0	0
saya·-ʽis-aʔa	1	0.9769304327038011	0	0	0
ḥaːm̓a-maḥsa	1	0.9769304327038011	0	0	0
wiːmat-ʽis	1	0.9769304327038011	0	0	0
muk	2	1.3447286636385367	0	0	0
qʷyac̓iːk	1	0.9769304327038011	0	0	0
ʼa·qƛ̓iƛ	2	1.476930432703801	0	0	0
ma·su·ɬ-qčik	2	1.476930432703801	0	0	0
tuxʷ-kʷist-ʼa·ʔa	1	0.9769304327038011	0	0	0
c̓us-kʷis-san̓ap	1	0.9769304327038011	0	0	0
č̓i-ʔakʷa	1	0.9769304327038011	0	0	0
siq-iːɬ	2	1.4551757112120487	0	0	0
huʔa-ḥt-ʼas	1	0.9769304327038011	0	0	0
yaqʷ-iɬ	4	2.36253884771695	0	0	0
haw̓a-awiːqš	3	1.9303131723643316	0	0	0
wik-ʽis-ʕi(ƛ)	1	0.9769304327038011	0	0	0
mis-ma·-ʽis	1	0.9769304327038011	0	0	0
qʷi-ca-ḥta	1	0.9769304327038011	0	0	0
kuːw̓iɬ	2	1.476930432703801	0	0	0
mitxʷ-umɬ-ʼi·(ƛ)	1	0.9769304327038011	0	0	0
hicnup-ʼaqƛ̓as	1	0.9769304327038011	0	0	0
hiʔiːs	10	4.999402342816161	0	0	0
qiː-či·ɬ	1	0.9769304327038011	0	0	0
hin-iːʔas	7	3.702964379631843	0	0	0
ʔaya-ʽ(i)pi(ƛ)	1	0.9769304327038011	0	0	0
tums	1	0.9769304327038011	0	0	0
ik-ʼity̓ak	1	0.9769304327038011	0	0	0
tums-a·p	1	0.9769304327038011	0	0	0
t̓apat-na·k	1	0.9769304327038011	0	0	0
maḥt̓aqas	1	0.9769304327038011	0	0	0
hist-wa·s	1	0.9769304327038011	0	0	0
qʷiš-ckʷi·	1	0.9769304327038011	0	0	0
xaːʔamin	1	0.9769304327038011	0	0	0
puː	1	0.9769304327038011	0	0	0
y̓ak-wa·s	1	0.9769304327038011	0	0	0
ƛ̓is-umɬ-aq	1	0.9769304327038011	0	0	0
ḥaw̓iɬ-matak	1	0.9769304327038011	0	0	0
ƛ̓i	8	4.36253884771695	0	0	0
ƛ̓is-umɬ	1	0.9769304327038011	0	0	0
w̓ašq	1	0.9769304327038011	0	0	0
ma·su·ɬ	1	0.9769304327038011	0	0	0
hiɬ-tqya·p̓i	1	0.9769304327038011	0	0	0
ƛ̓iptk	1	0.9769304327038011	0	0	0
hicnup	5	2.698780779344968	0	0	0
wiːʔis	1	0.9769304327038011	0	0	0
qiː-ʼatḥ	1	0.9769304327038011	0	0	0
hin-(w)a(ƛ)	1	0.9769304327038011	0	0	0
ʔaqis-cum	1	0.9769304327038011	0	0	0
ɬač	5	2.7495816399713124	0	0	0
ʕaciːs	2	1.3927803012192204	0	0	0
sukʷi(ƛ)-ʼa·s-na·k	1	0.9769304327038011	0	0	0
hiš-umɬ-ʽipiƛ	1	0.9769304327038011	0	0	0
numa-ckʷi·q-aɬ	1	0.9769304327038011	0	0	0
hiːɬ-ciːʕas	1	0.9769304327038011	0	0	0
tuːḥ	3	1.8625388477169493	0	0	0
huʔa-ʼa·qƛ̓iƛ	1	0.9769304327038011	0	0	0
ʔu-a·nuːƛ	1	0.9769304327038011	0	0	0
hin-a·ḥin	2	1.363973224958164	0	0	0
ʔu-ckʷi·	2	1.4158498685154193	0	0	0
ʔu-kči·-ʽiɬ	1	0.9158498685154195	0	0	0
ʔu-kɬa·	21	10.476691369830265	0	0	0
m̓aːm̓i·qsu	1	0.9158498685154195	0	0	0
y̓ukʷi·q-sasa	1	0.9158498685154195	0	0	0
t̓an̓a-na·k	1	0.9158498685154195	0	0	0
m̓aːn̓uːʔisʔatḥ	1	0.9158498685154195	0	0	0
čaːmat̓a	1	0.9158498685154195	0	0	0
ḥaːḥuːɬ	1	0.9158498685154195	0	0	0
nuč-a·n̓uɬ	6	3.188501075782931	0	0	0
ʔu-cuw̓at	1	0.9158498685154195	0	0	0
n̓uw̓i·qsu	11	5.802414535022711	0	0	0
k̓uː	2	1.3909873296677022	0	0	0
ʕimti·	6	3.1576619650968207	0	0	0
ɬuucma	1	0.9158498685154195	0	0	0
qiɬsmaq-ʼaqsup	1	0.9158498685154195	0	0	0
qiɬsmaq-ʼaqsup.	1	0.9158498685154195	0	0	0
qiɬsmaq-ʼatḥ	1	0.9158498685154195	0	0	0
ʔaːnaḥa	1	0.9158498685154195	0	0	0
yaqʔaƛ	1	0.9158498685154195	0	0	0
čamiḥta-ckʷi·	2	1.3028926607697824	0	0	0
ḥakum	4	2.382022471910113	0	0	0
ʔu-(y)imɬ-ckʷi·	1	0.9158498685154195	0	0	0
c̓uʔičḥ	4	2.4158498685154197	0	0	0
k̓ʷis	4	2.4158498685154197	0	0	0
quʔiːči(ƛ)	2	1.3362419316280176	0	0	0
hiːsaʔac̓aƛ	1	0.9158498685154195	0	0	0
ʕupnit	3	1.8028926607697824	0	0	0
quːʔičiƛ	1	0.9158498685154195	0	0	0
kuḥʷ	1	0.9158498685154195	0	0	0
yaq-čhi	1	0.9158498685154195	0	0	0
ƛaʔuː-čhi	1	0.9158498685154195	0	0	0
saɬ	1	0.9158498685154195	0	0	0
ʔunic-ḥn̓a·k	4	2.336241931628019	0	0	0
ʔaƛpu-qʔičḥ	2	1.4158498685154193	0	0	0
school	1	0.9158498685154195	0	0	0
ʔuːš-y̓a·	1	0.9158498685154195	0	0	0
naʔaːt	1	0.9158498685154195	0	0	0
ƛiːsƛiːs	1	0.9158498685154195	0	0	0
naʔaː	21	10.476691369830265	0	0	0
tiːčas	1	0.9158498685154195	0	0	0
ʔuːš-c̓aɬ	1	0.9158498685154195	0	0	0
wik-y̓a·	1	0.9158498685154195	0	0	0
ƛ̓up-ʽi·čḥ	3	1.9158498685154197	0	0	0
suːḥaː	6	3.3113793927803012	0	0	0
cuw̓it	1	0.9158498685154195	0	0	0
tuškuːḥ	4	2.3362419316280185	0	0	0
ʔu-qs	9	4.704040162562754	0	0	0
ʕay̓iːčḥ	1	0.9158498685154195	0	0	0
sus-iɬ-aya	1	0.9158498685154195	0	0	0
ḥayu-či·ɬ	3	1.7836480994501551	0	0	0
ʔuːc-ḥn̓a·k	1	0.9158498685154195	0	0	0
caxtqiː	1	0.9158498685154195	0	0	0
dup-qac-čup̓ič	1	0.9158498685154195	0	0	0
n̓up-qimɬ	1	0.9158498685154195	0	0	0
ʔu-ʔi·ʔas	1	0.9158498685154195	0	0	0
hist-(č)iɬ	1	0.9158498685154195	0	0	0
č̓aːstimc	12	6.169256514463304	0	0	0
qʷaq	3	1.7836480994501551	0	0	0
hap-tu·p	4	2.3014582835285684	0	0	0
waːxniː	3	1.801458283528568	0	0	0
ƛ̓iƛ̓iḥiy̓uuḥ,	1	0.9158498685154195	0	0	0
č̓aty̓a	1	0.9158498685154195	0	0	0
wik-ʔa·ta	1	0.9158498685154195	0	0	0
ʔu-ʼi·c	12	6.03143676786995	0	0	0
hačʔinštup	1	0.9158498685154195	0	0	0
ḥaːʔiːsaƛ	1	0.9158498685154195	0	0	0
y̓aʔisi	1	0.9158498685154195	0	0	0
ʔu-ʔiːp	2	1.382022471910112	0	0	0
wik-tim	1	0.9158498685154195	0	0	0
kinḥ	2	1.4158498685154193	0	0	0
wik-ʔa·ta-im	1	0.9158498685154195	0	0	0
ƛ̓iḥapiːḥ	3	1.9158498685154197	0	0	0
ʔiʔišpaːɬ	6	3.4158498685154193	0	0	0
ʔu-(ʔ)aːpi	1	0.9158498685154195	0	0	0
ʔiš-ʔuːk	1	0.9158498685154195	0	0	0
ʔu-y̓i·ḥa-in	1	0.9158498685154195	0	0	0
ʔišc̓iːp-m̓i·t	4	2.4158498685154197	0	0	0
čaːnaːƛ	1	0.9158498685154195	0	0	0
himwic̓a	2	1.283648099450155	0	0	0
ƛawaː	4	2.2232847238823807	0	0	0
ʔuyi-ʼi·sim	1	0.9158498685154195	0	0	0
ƛimk	5	2.7731293330145834	0	0	0
hupkʷ-ista	3	1.9158498685154197	0	0	0
waʔič-swi·	2	1.4158498685154193	0	0	0
ʔisčc̓iːp-m̓i·t	1	0.9158498685154195	0	0	0
his-i·k-ḥaːɬ	1	0.9158498685154195	0	0	0
waːɬak	4	2.3940951470236675	0	0	0
tuq	2	1.4158498685154193	0	0	0
ḥuq	2	1.4158498685154193	0	0	0
qʷaː-a·nuːƛ	1	0.9158498685154195	0	0	0
ʔiš-p̓aɬ	2	1.4158498685154193	0	0	0
ƛ̓imcsit	1	0.9158498685154195	0	0	0
qaɬ-ca	1	0.9158498685154195	0	0	0
kʷis-q	4	2.302892660769783	0	0	0
ʔiq-ḥap	1	0.9158498685154195	0	0	0
mamums	2	1.4158498685154193	0	0	0
qum̓aː-na·k	1	0.9158498685154195	0	0	0
qʷa-na·k	1	0.9158498685154195	0	0	0
ʔiːč̓im	5	2.8014582835285684	0	0	0
kʷis	13	6.467367917762372	0	0	0
huʔa	1	0.9158498685154195	0	0	0
ʔukʷ-in	2	1.283648099450155	0	0	0
[union man-či(ƛ)-ʼaƛ]	1	0.9158498685154195	0	0	0
wik-paɬ	1	0.9158498685154195	0	0	0
hink̓uːʔas	1	0.9158498685154195	0	0	0
kʷis-siɬa	6	3.170690891704518	0	0	0
ʔaya-iːp	2	1.4158498685154193	0	0	0
ʔaƛ-c̓iq	2	1.394812335644274	0	0	0
naʔiːq	1	0.9158498685154195	0	0	0
qu-qs	2	1.4158498685154193	0	0	0
wik-ʼaqƛ	1	0.9158498685154195	0	0	0
qʷa-ʼaqƛ	1	0.9158498685154195	0	0	0
čaːnaːt	1	0.9158498685154195	0	0	0
qiː-(y)u·k̓ʷaɬ	2	1.283648099450155	0	0	0
qaːy̓uːk̓ʷatḥ	5	2.7597418120965815	0	0	0
mamuuk	1	0.9158498685154195	0	0	0
hist-anam	1	0.9158498685154195	0	0	0
t̓ašiːs	3	1.8028926607697824	0	0	0
qu-(kʷ)iːɬ	1	0.9158498685154195	0	0	0
qu-(k)čamaɬčiq	1	0.9158498685154195	0	0	0
m̓aɬ	2	1.4158498685154193	0	0	0
qʷaː-ɬḥs	1	0.9158498685154195	0	0	0
tuč̓iː	2	1.301458283528568	0	0	0
miɬɬ	1	0.9158498685154195	0	0	0
qaɬaːtik	5	2.670690891704518	0	0	0
ʔaya-aːƛ	2	1.301458283528568	0	0	0
hawiː(ƛ)	2	1.4158498685154193	0	0	0
naʔu·-qs	2	1.3362419316280176	0	0	0
(č)iɬ	2	1.3362419316280176	0	0	0
ƛusmit	1	0.9158498685154195	0	0	0
čaːniː	1	0.9158498685154195	0	0	0
ʔayaq	1	0.9158498685154195	0	0	0
ʔaya-qs	1	0.9158498685154195	0	0	0
[100 ton]	1	0.9158498685154195	0	0	0
n̓up-p̓it	1	0.9158498685154195	0	0	0
ʔaya-c̓inap	1	0.9158498685154195	0	0	0
ʔu-c̓inap	1	0.9158498685154195	0	0	0
qum̓aː-c̓aq	1	0.9158498685154195	0	0	0
k̓ama	3	1.86923260817595	0	0	0
ɬuːcsaːm̓iːḥ	1	0.9158498685154195	0	0	0
waɬ-yu·	3	1.801458283528568	0	0	0
ʕuyaːs	3	1.7836480994501551	0	0	0
ʔaːsiːqsu	1	0.9158498685154195	0	0	0
p̓aːčiːna	2	1.4158498685154193	0	0	0
hiːɬ	6	3.154673679177624	0	0	0
kitḥ-y̓akʷ	1	0.9158498685154195	0	0	0
c̓iːsapiq	1	0.9158498685154195	0	0	0
kʷaʔuːc	1	0.9158498685154195	0	0	0
ƛ̓up-nit	2	1.4158498685154193	0	0	0
huḥtak-maḥsa	1	0.9158498685154195	0	0	0
ʔu-cuːt	1	0.9158498685154195	0	0	0
ḥayu-qʔičḥ	1	0.9158498685154195	0	0	0
hist-ʼi	1	0.9158498685154195	0	0	0
ʔu-cḥin	1	0.9158498685154195	0	0	0
[6 years-ši(ƛ)-ʼaƛ-s]	1	0.9158498685154195	0	0	0
n̓upu-qʔičḥ	1	0.9158498685154195	0	0	0
ʔu-(k)čamaɬčiq	1	0.9158498685154195	0	0	0
c̓awa·-in	2	1.3362419316280176	0	0	0
ʔuːsḥhy̓ims	1	0.9158498685154195	0	0	0
ʔaƛa-in	2	1.4158498685154193	0	0	0
[third year-k̓uk-ʼaƛ-uk]	1	0.9158498685154195	0	0	0
[third year-ʼaƛ-uk-ʔi·š]	1	0.9158498685154195	0	0	0
[two year-ši(ƛ)-ʼaƛ]	1	0.9158498685154195	0	0	0
[three years-ʼaƛ-s-ʔa·ɬ]	1	0.9158498685154195	0	0	0
yaq-čiːɬ	1	0.9158498685154195	0	0	0
huiḥtak	1	0.9158498685154195	0	0	0
ʔašx̣ʷ	1	0.9158498685154195	0	0	0
ʔan-(č)iɬ	1	0.9158498685154195	0	0	0
ƛuɬ-mis	1	0.9158498685154195	0	0	0
ʔayaq-čaː	1	0.9158498685154195	0	0	0
hiyiq-tu·p	1	0.9158498685154195	0	0	0
qaːn̓im	4	2.3014582835285684	0	0	0
ʕimt	1	0.9158498685154195	0	0	0
ʔusit	2	1.4053311020798467	0	0	0
ʔuna	1	0.9158498685154195	0	0	0
hapsy̓up	1	0.9158498685154195	0	0	0
hap-ca·sqi·	1	0.9158498685154195	0	0	0
ƛišƛin	1	0.9158498685154195	0	0	0
č̓isa·q…ḥtim	1	0.9158498685154195	0	0	0
č̓aɬč̓a	4	2.4158498685154197	0	0	0
kukʷinksi	8	4.390987329667702	0	0	0
quːna	1	0.9158498685154195	0	0	0
k̓ac-ʼiƛ	1	0.9158498685154195	0	0	0
maːʔuk	3	1.9894812335644274	0	0	0
haʔum-n̓a·ḥ	1	0.9894812335644274	0	0	0
t̓aqsiːʔiɬ	1	0.9894812335644274	0	0	0
n̓ač-ʼaɬuk	2	1.4894812335644274	0	0	0
ƛ̓aqapt	4	2.3765240258187905	0	0	0
ƛ̓aq-swi·-ʼas	2	1.4894812335644274	0	0	0
ʕiːɬmakt	2	1.4894812335644274	0	0	0
ḥamat	3	1.857279464499163	0	0	0
pis	1	0.9894812335644274	0	0	0
kaɬapoːɬiya	1	0.9894812335644274	0	0	0
qu-ʼi·c	1	0.9894812335644274	0	0	0
ƛičḥsa	1	0.9894812335644274	0	0	0
cacak̓is	1	0.9894812335644274	0	0	0
ƛaːn̓uɬ	2	1.4894812335644274	0	0	0
qim-aɬ-it-wa·	1	0.9894812335644274	0	0	0
qʷaː-wa·	2	1.4098732966770258	0	0	0
č̓iḥ-su·qƛ	1	0.9894812335644274	0	0	0
wiḥi-ʼu·ƛ	2	1.3765240258187903	0	0	0
qʷi-čis-it	1	0.9894812335644274	0	0	0
puːmaɬ-it	1	0.9894812335644274	0	0	0
hatk-mi·ʔa	1	0.9894812335644274	0	0	0
m̓uːkuːk	2	1.4894812335644274	0	0	0
ʔa·ta	1	0.9894812335644274	0	0	0
k̓aʔaqmis	1	0.9894812335644274	0	0	0
hatkʷ	1	0.9894812335644274	0	0	0
ʔac-ʔin	1	0.9894812335644274	0	0	0
ʔu-kɬaː	1	0.9894812335644274	0	0	0
ʼaḥs	1	0.9894812335644274	0	0	0
wiḥi-sa(ƛ)	1	0.9894812335644274	0	0	0
čam-p̓u·qs	1	0.9894812335644274	0	0	0
huːʔak-sy̓uːč	1	0.9894812335644274	0	0	0
wiky̓uː	2	1.467726512072675	0	0	0
k̓aːʔin	1	0.9894812335644274	0	0	0
ciɬ	1	0.9894812335644274	0	0	0
a·sc̓a	1	0.9894812335644274	0	0	0
taːkšiƛ	1	0.9894812335644274	0	0	0
n̓ač-ʼu·(ƛ)-ʼas	1	0.9894812335644274	0	0	0
mixtuk	1	0.9894812335644274	0	0	0
nawa·s-ʼas	1	0.9894812335644274	0	0	0
ʕiqat-ʕin	1	0.9894812335644274	0	0	0
ḥaːy̓iːs	1	0.9894812335644274	0	0	0
muːɬ-ʔis	1	0.9894812335644274	0	0	0
qʷaːʔuːc	1	0.9894812335644274	0	0	0
qiː-t̓an̓a	1	0.8856084150131485	0	0	0
qʷiyu-ckʷi·	1	0.8856084150131485	0	0	0
siːk-c̓inƛ	1	0.8856084150131485	0	0	0
siːk	7	3.8856084150131487	0	0	0
hita-c̓inƛ	2	1.3856084150131482	0	0	0
yuːpi-ckʷi·-matak	1	0.8856084150131485	0	0	0
yuːpi	1	0.8856084150131485	0	0	0
yu-ksa·ʔa	1	0.8856084150131485	0	0	0
ʔu-ʔi·ya-ačišt-ckʷi·	1	0.8856084150131485	0	0	0
t̓ayuː	2	1.3856084150131482	0	0	0
kuːnaː	3	1.8856084150131485	0	0	0
ʔiːḥ	13	6.5608415013148464	0	0	0
wik-ckʷi·	2	1.2534066459478839	0	0	0
ʔaƛa-ista	1	0.8856084150131485	0	0	0
qacc̓a-ista	1	0.8856084150131485	0	0	0
hin-a·či(ƛ)	6	3.3856084150131487	0	0	0
ʔutwiː-ckʷi·-ʔaːɬ	1	0.8856084150131485	0	0	0
wiʔak	3	1.864570882142003	0	0	0
wiʔak-sa	1	0.8856084150131485	0	0	0
ɬim̓aqsti	4	2.3060004781257475	0	0	0
naʔaː-ckʷi·	2	1.2726512072675114	0	0	0
hisiː-ckʷi·	1	0.8856084150131485	0	0	0
hiːstiƛ	2	1.3856084150131482	0	0	0
č̓iːnuːk-ʼatḥ	1	0.8856084150131485	0	0	0
čiːnu·k	1	0.8856084150131485	0	0	0
hist-ʼatḥ-ckʷi·	1	0.8856084150131485	0	0	0
captain	1	0.8856084150131485	0	0	0
šip	2	1.3856084150131482	0	0	0
ʕaḥmis	4	2.19304327038011	0	0	0
hita-ʼa·qƛ̓as	1	0.8856084150131485	0	0	0
mak-ʼatu	2	1.3856084150131482	0	0	0
k̓ʷak̓ʷaƛ	6	3.306000478125747	0	0	0
hiyiq-stup	3	1.8856084150131485	0	0	0
ƛ̓itḥaq	2	1.3856084150131482	0	0	0
čims-aʔaq	1	0.8856084150131485	0	0	0
qʷi-na·k	2	1.3856084150131482	0	0	0
ʔap	2	1.3856084150131482	0	0	0
ʔu-ʼi·č	1	0.8856084150131485	0	0	0
ʔaya-ims-ckʷi·	1	0.8856084150131485	0	0	0
piskit	1	0.8856084150131485	0	0	0
hin-ačiːɬ	1	0.8856084150131485	0	0	0
ḥaʔu-ayi·	1	0.8856084150131485	0	0	0
ƛ̓aːʔaː	2	1.3060004781257466	0	0	0
naniːqsu	4	2.3856084150131487	0	0	0
ʔanu-wa·	1	0.8856084150131485	0	0	0
kaʔup	4	2.3856084150131487	0	0	0
hicnup-ista	1	0.8856084150131485	0	0	0
hin-a·s	1	0.8856084150131485	0	0	0
hin-(y)i·	1	0.8856084150131485	0	0	0
qʷi-(y)i·	2	1.3856084150131482	0	0	0
ʔani-wa·	1	0.8856084150131485	0	0	0
k̓acḥaq-stup	1	0.8856084150131485	0	0	0
ƛišƛiq-y̓ak	2	1.3856084150131482	0	0	0
qʷa·	1	0.8856084150131485	0	0	0
hita-qs	1	0.8856084150131485	0	0	0
hita-c̓in(ƛ)	3	1.8856084150131485	0	0	0
kʷis-ut-a·qtu·	3	1.7726512072675114	0	0	0
p̓iš	2	1.3856084150131482	0	0	0
ʔiːqḥ-y̓ak	2	1.3856084150131482	0	0	0
wič-siɬa	7	3.7316519244561324	0	0	0
wič-siɬa-ckʷi·	3	1.8856084150131485	0	0	0
ʔunic-u·k̓ʷaːɬ	1	0.8856084150131485	0	0	0
wiːq-ḥap	4	2.2726512072675114	0	0	0
wiːq-siɬa	2	1.3856084150131482	0	0	0
witwaːk	1	0.8856084150131485	0	0	0
ni-ʼatu	3	1.8856084150131485	0	0	0
ni-ʔatu	1	0.8856084150131485	0	0	0
p̓atqʷ-ʼaḥs	1	0.8856084150131485	0	0	0
m̓uč̓ič-tu·p	3	1.8740138656466647	0	0	0
caq	2	1.3856084150131482	0	0	0
ƛ̓aː	2	1.3856084150131482	0	0	0
ma-ʼuː	1	0.8856084150131485	0	0	0
qiɬcmaʕatḥ	3	1.8856084150131485	0	0	0
hiɬ-ʼa·qsta	1	0.8856084150131485	0	0	0
tačkʷa	2	1.3856084150131482	0	0	0
kuːnaː-qčis	1	0.8856084150131485	0	0	0
hita-ʽsa(ƛ)	6	3.306000478125748	0	0	0
ʕaːḥuːs	2	1.3856084150131482	0	0	0
x̣unusčiʔatḥ	1	0.8856084150131485	0	0	0
niːyaː	2	1.2726512072675114	0	0	0
his-aq	1	0.8856084150131485	0	0	0
hinata-ʼas	2	1.3856084150131482	0	0	0
hačɬiː(ƛ)	2	1.3856084150131482	0	0	0
ʔu-(k)tis	3	1.6737987090604824	0	0	0
hačɬ-ʼaːʔa	1	0.8856084150131485	0	0	0
ʔana-iya	18	9.060841501314846	0	0	0
k̓uː-čuk	1	0.8856084150131485	0	0	0
huʔa-ca-iːy̓uk	1	0.8856084150131485	0	0	0
ƛ̓iː-pi(ƛ)	3	1.8856084150131485	0	0	0
ʔu-k̓ʷič	1	0.8856084150131485	0	0	0
waː-??	1	0.8856084150131485	0	0	0
pawaɬ-ʼin	2	1.3856084150131482	0	0	0
kinčoːč-ʼatḥ-iːc-ckʷi·	1	0.8856084150131485	0	0	0
kinčoːč-ʼatḥ	2	1.3856084150131482	0	0	0
qʷa-ʽiɬ	1	0.8856084150131485	0	0	0
ʔiːcʔiːqḥ	4	2.3060004781257475	0	0	0
ƛ̓iːxʷ-snac-u·ɬ	1	0.8856084150131485	0	0	0
ʔuːšmaq-u·ɬ	1	0.8856084150131485	0	0	0
ʔam̓iː	4	2.3389911546736792	0	0	0
ʔuːš-ḥy̓ims	1	0.8856084150131485	0	0	0
ḥampi	1	0.8856084150131485	0	0	0
yaqʷ-ʔič	2	1.3060004781257466	0	0	0
ƛih	2	1.3856084150131482	0	0	0
tuːpši(ƛ)	1	0.8856084150131485	0	0	0
tum-aqstu(ƛ)	1	0.8856084150131485	0	0	0
k̓ʷač	6	3.060841501314846	0	0	0
yu	1	0.8856084150131485	0	0	0
ʔimc̓ak	1	0.8856084150131485	0	0	0
ʔucuːt	1	0.8856084150131485	0	0	0
ʔatḥiː	1	0.8856084150131485	0	0	0
hita-quː-ʼa·	1	0.8856084150131485	0	0	0
yaqʷ-in̓ak	1	0.8856084150131485	0	0	0
dup#	1	0.8856084150131485	0	0	0
y̓imqimy̓uːƛ	2	1.3856084150131482	0	0	0
p̓išaq	1	0.8856084150131485	0	0	0
šiƛ-sti·s	3	1.8856084150131485	0	0	0
hač̓a	3	1.806000478125747	0	0	0
ḥaʔiːčḥ	1	0.8856084150131485	0	0	0
ʕaːkʷ-a·št	2	1.3856084150131482	0	0	0
ʔu-kʷiːɬ-ckʷi·	1	0.8856084150131485	0	0	0
ƛ̓uː-kʷiɬ	1	0.8856084150131485	0	0	0
c̓ikt̓aqis	1	0.8856084150131485	0	0	0
muičačiɬḥ	1	0.8856084150131485	0	0	0
wap̓uːqḥ	1	0.8856084150131485	0	0	0
waʔuːs	3	1.8856084150131485	0	0	0
hiɬ-sasa	2	1.3740138656466647	0	0	0
ma-ʼu·	1	0.8856084150131485	0	0	0
waʔu-iːc	1	0.8856084150131485	0	0	0
ʔiːḥ-camis	2	1.2726512072675114	0	0	0
ḥaw̓iːḥ	5	2.738823810662204	0	0	0
c̓awa·-iːc	1	0.8856084150131485	0	0	0
hita-sa(ƛ)-na·k	1	0.8856084150131485	0	0	0
hašiː	2	1.2726512072675114	0	0	0
