item	frequency	dispersion	REF	PRED	MOD
ʔaqi-ʔuːk	1	0.9566100884532632	0	0	0
t̓aːqukʷi(ƛ)	2	1.456610088453263	0	0	0
ʔu-ḥta·	7	3.775639493186708	0	0	0
ƛaʔu-c̓iq	2	1.456610088453263	0	0	0
ʔaːnaḥi	3	1.9240975376524023	0	0	0
ʔuːš-aɬa	2	1.456610088453263	0	0	0
ʔu·q-iːya	1	0.9566100884532632	0	0	0
šiːƛ	2	1.456610088453263	0	0	0
qʷayac̓iːk-štaqumɬ	13	6.901027970356203	0	0	0
ƛ̓iːsw-p̓ičḥ	1	0.9566100884532632	0	0	0
niːḥ-iɬ	2	1.3770021515658615	0	0	0
sukʷi(ƛ)	22	11.052832895051399	0	0	0
kiɬ-w̓inq-si	1	0.9566100884532632	0	0	0
hin-iːc-su(ƛ)	1	0.9566100884532632	0	0	0
qʷi-ciy̓uk	1	0.9566100884532632	0	0	0
quːɬ	1	0.9566100884532632	0	0	0
ʔu-iːc	4	2.342218503466412	0	0	0
ʔu-ʔiː-cqiː	1	0.9566100884532632	0	0	0
maḥt̓iː	12	6.016734401147502	0	0	0
qʷaː-maḥsa	1	0.9566100884532632	0	0	0
ʔuːš-yuːya	26	12.871025579727467	0	0	0
ʔu-kči-amaɬči	1	0.9566100884532632	0	0	0
qʷayac̓iːk	63	31.58809466889792	0	0	0
kʷi	3	1.9355725555821177	0	0	0
ƛ̓uč̓um-ckʷi·	4	2.435572555582118	0	0	0
č̓iːmaq-iːɬ	1	0.9566100884532632	0	0	0
ʔinkʷ-ʽiɬ	4	2.4083193879990437	0	0	0
nunuːk	13	6.7684676069806375	0	0	0
hapt	13	6.5645469758546495	0	0	0
c̓awa·-čiɬ	1	0.9566100884532632	0	0	0
ʔatḥ	4	2.177504183600287	0	0	0
c̓itkʷ-ʽpiƛ	2	1.4348553669615107	0	0	0
čukʷaː	6	3.376882620129094	0	0	0
muwač-m̓it	1	0.9566100884532632	0	0	0
nunuːk-či·p-ʼi·s	1	0.9566100884532632	0	0	0
waʔič	13	6.666268228544107	0	0	0
ƛawa-ʔiː	7	3.631604111881425	0	0	0
ƛ̓ik-aʕaq-ʽpiƛ	1	0.9566100884532632	0	0	0
nu-ʕiƛ	1	0.9566100884532632	0	0	0
nuːk	9	4.746473822615348	0	0	0
nas	6	3.292852020081281	0	0	0
ʕaq-c̓aqḥ-t̓a·na	1	0.9566100884532632	0	0	0
čaːni	11	5.5689696390150605	0	0	0
nat-misa-ʽipiƛ-t̓a·na	1	0.9566100884532632	0	0	0
k̓aš-ḥta·kʷ-ʽiɬ-t̓a·na	1	0.9566100884532632	0	0	0
kuw̓iɬa	6	3.3876404494382024	0	0	0
ʕaq-c̓aqḥ	1	0.9566100884532632	0	0	0
ḥupt	1	0.9566100884532632	0	0	0
č̓uḥ	2	1.343652880707626	0	0	0
č̓i-ʔatu	2	1.4331819268467605	0	0	0
kamatq-wa·s	1	0.9566100884532632	0	0	0
hin-iːc	2	1.343652880707626	0	0	0
a·ʕatu	1	0.9566100884532632	0	0	0
qs	1	0.9566100884532632	0	0	0
hiɬhin-qs	1	0.9566100884532632	0	0	0
nunuːk-qčik	2	1.4240975376524028	0	0	0
ʔu-a·cqin	2	1.456610088453263	0	0	0
hup-a·cqi	2	1.456610088453263	0	0	0
qʷayac̓iːk-mu·t	1	0.9566100884532632	0	0	0
ɬuːcma	24	11.966411666268227	0	0	0
hin-ʔaɬ	5	2.867320105187665	0	0	0
taɬ-tqi·-ʽiɬ	1	0.9566100884532632	0	0	0
čat	2	1.456610088453263	0	0	0
čakup	18	9.217666746354292	0	0	0
w̓aː-kum-sa-siɬa	1	0.9566100884532632	0	0	0
ʕuq-ʽiɬ	1	0.9566100884532632	0	0	0
maɬ	2	1.433540521157064	0	0	0
ʔu-ḥta·-w̓it̓as	1	0.9566100884532632	0	0	0
n̓iƛkʷaq	3	1.9331819268467605	0	0	0
ʔuyaː-siɬa	8	4.165072914176429	0	0	0
ʔinkʷ-iːɬ	2	1.456610088453263	0	0	0
pu-mi·piƛ	1	0.9566100884532632	0	0	0
ʔačaq	2	1.3724599569686826	0	0	0
wawaː-cst̓aɬ	1	0.9566100884532632	0	0	0
kamatqʷ-wa·s-na·k	1	0.9566100884532632	0	0	0
wik-aɬc̓a	1	0.9566100884532632	0	0	0
n̓aːčuk-ʼin	2	1.456610088453263	0	0	0
wa·-na·k	4	2.4114272053550083	0	0	0
sukʷi(ƛ)-ʼi·č	2	1.4227826918479558	0	0	0
t̓apatḥsi	3	1.933540521157064	0	0	0
sukʷiƛ-na·k	1	0.9566100884532632	0	0	0
t̓apat	8	4.369232608175951	0	0	0
ʔaʔaːtuː-ʼin	1	0.9566100884532632	0	0	0
ʔak̓uɬi	1	0.9566100884532632	0	0	0
ʔučq-c̓u·	4	2.456610088453264	0	0	0
ʕaːnis-m̓i·t	19	9.933660052593833	0	0	0
sukʷiƛ-či·	2	1.456610088453263	0	0	0
sukʷi(ƛ)-ʼa·s	1	0.9566100884532632	0	0	0
ʔiːqḥ	19	9.453621802534066	0	0	0
ʔak̓uɬ-š	1	0.9566100884532632	0	0	0
ciq	15	7.438202247191011	0	0	0
hiɬ-api-ʽiɬ	1	0.9566100884532632	0	0	0
čaːyixʷ-api-ʽiɬ	1	0.9566100884532632	0	0	0
qiːy-api-ʽiɬ	1	0.9566100884532632	0	0	0
ʔu-ʼa·ɬuk	3	1.8993545302414532	0	0	0
ƛuːɬ-ḥap	4	2.433660052593832	0	0	0
kuḥʷ-iqs	4	2.456610088453264	0	0	0
yaq-či	1	0.9566100884532632	0	0	0
hiš-sa·cu	2	1.3244083193879987	0	0	0
ʔučq	4	2.456610088453264	0	0	0
wukʷiƛ	1	0.9566100884532632	0	0	0
pu-n̓i-ʽsaƛ	1	0.9566100884532632	0	0	0
č̓an̓iː	3	1.8244083193879987	0	0	0
haːʕin-yu	1	0.9566100884532632	0	0	0
hupi·-ʼin-ʔak	1	0.9566100884532632	0	0	0
n̓aš	7	3.876284962945255	0	0	0
kaps	1	0.9566100884532632	0	0	0
wiškaː	1	0.9566100884532632	0	0	0
huʔa-c̓in̓ap	1	0.9566100884532632	0	0	0
ʔučqmis	1	0.9566100884532632	0	0	0
ʔukʷa	1	0.9566100884532632	0	0	0
n̓ama-cp̓i·-a·čišt	1	0.9566100884532632	0	0	0
ƛatw̓a	4	2.210016734401148	0	0	0
qʷayyac̓iːk-mu·t	1	0.9566100884532632	0	0	0
ʔučq-ʔinƛ	1	0.9566100884532632	0	0	0
wik-ʔaɬ	3	1.9030600047812576	0	0	0
mitxʷ	2	1.433540521157064	0	0	0
ƛiḥ-ʽsaƛ	2	1.4227826918479558	0	0	0
yac-ʽsaƛ	1	0.9566100884532632	0	0	0
ʔaḥku·-či·p	1	0.9566100884532632	0	0	0
suw̓a	2	1.4348553669615107	0	0	0
kist̓a	1	0.9566100884532632	0	0	0
ʔu-ma·p	1	0.9566100884532632	0	0	0
ʕač-ʽsaƛ	1	0.9566100884532632	0	0	0
sup̓icmis	1	0.9566100884532632	0	0	0
ʕup-kswi·q-ʼaqƛ-n̓uk	1	0.9566100884532632	0	0	0
ʔaqaq	3	1.9240975376524028	0	0	0
ʔiq-sta-ʽsaƛ	1	0.9566100884532632	0	0	0
hist-a·čiƛ	1	0.9566100884532632	0	0	0
tuxʷ-kʷi-ʽsaƛ	1	0.9566100884532632	0	0	0
m̓a-ʔakʷa	1	0.9566100884532632	0	0	0
ʔana-ʼis-iny̓u	3	1.956610088453263	0	0	0
taːč̓a	2	1.456610088453263	0	0	0
taːč̓a-ckʷi·	1	0.9566100884532632	0	0	0
muk-iːp	1	0.9566100884532632	0	0	0
sukʷink	3	1.8770021515658615	0	0	0
yaq-ʼa·ɬčiqḥ	1	0.9566100884532632	0	0	0
ḥaʔu	6	3.2224480038250065	0	0	0
ʔu-qḥɬi	7	3.878675591680612	0	0	0
kʷiːsḥin	3	1.9569686827635664	0	0	0
ʔu-y̓inƛ	3	1.9814726273009797	0	0	0
ƛaḥ-aqsak	4	2.376404494382023	0	0	0
ʔat	9	4.641166626822855	0	0	0
niːw̓a	8	4.204757351183361	0	0	0
ƛ̓aq	5	2.8388716232369116	0	0	0
naʔa·-ataḥ	2	1.48147262730098	0	0	0
ʔi·ḥʷ	6	3.3780779344967726	0	0	0
ƛ̓uː	1	0.9907960793688739	0	0	0
qʷaː-(y)a·tuk	1	0.9907960793688739	0	0	0
čapxʷ-na·k	2	1.3778388716232368	0	0	0
ʔana-panač	1	0.9907960793688739	0	0	0
yac-panač	6	3.3119770499641406	0	0	0
ʔaƛa-panač	1	0.9907960793688739	0	0	0
ʔu-iya	1	0.9907960793688739	0	0	0
ʔiːč̓um	5	2.9569686827635673	0	0	0
ʔana	13	6.412024862538848	0	0	0
ciq-y̓akʷ	7	3.787473105426727	0	0	0
ʔu-y̓i·ḥa	7	3.588811857518528	0	0	0
čuu	1	0.9907960793688739	0	0	0
ʔi·ḥʷ-camis	5	2.9569686827635673	0	0	0
ʕiniːƛ	29	14.829667702605784	0	0	0
yaː-ʼaqƛ-st̓aɬ	2	1.4660530719579246	0	0	0
ʕims	1	0.9660530719579249	0	0	0
ḥaḥumt̓uː	1	0.9660530719579249	0	0	0
ʔuːšc̓aɬuk	1	0.9660530719579249	0	0	0
sa-štu·p	6	3.245876165431508	0	0	0
hita-cpa·	1	0.9660530719579249	0	0	0
qʷaː-ƛa·	3	1.8819029404733443	0	0	0
ʔuːš-iːc	1	0.9660530719579249	0	0	0
ƛa-qimɬ-ʼas	1	0.9660530719579249	0	0	0
hiniːp	6	3.3205833134114275	0	0	0
kamatq-ʼiːḥ	1	0.9660530719579249	0	0	0
wiːq-č̓ap	1	0.9660530719579249	0	0	0
hinq	1	0.9660530719579249	0	0	0
qʷa-ya·tuk	2	1.3338513028926604	0	0	0
čims	4	2.2542433660052597	0	0	0
siːčpaːx	3	1.9660530719579246	0	0	0
ʔuːš-a·tuk	1	0.9660530719579249	0	0	0
čičiči	3	1.8338513028926604	0	0	0
ʔu-a·tuk	1	0.9660530719579249	0	0	0
ʔuːš-tu·p-ayi·	1	0.9660530719579249	0	0	0
ʔu-ayi·	2	1.4322256753526175	0	0	0
haʔum-štu·p	1	0.9660530719579249	0	0	0
ʔin	19	9.71945971790581	0	0	0
hixʷ	2	1.4567296198900308	0	0	0
haʔum	8	4.078412622519722	0	0	0
ʔinčiɬ-ʔaːɬ	1	0.9660530719579249	0	0	0
haʔukʷ	4	2.341501314845804	0	0	0
ʔuːš-ḥtin-qak	1	0.9660530719579249	0	0	0
ʔuːš-ḥtin	2	1.3338513028926604	0	0	0
ʔunw̓iːƛ-ckʷi·-ʔaːɬ	1	0.9660530719579249	0	0	0
ʔu-č̓ak-ckʷi·	1	0.9660530719579249	0	0	0
wiːna	3	1.8516614869710732	0	0	0
ʔuːš-ca-panač	1	0.9660530719579249	0	0	0
hiniːc	9	4.847238823810661	0	0	0
tuḥ-dup…st̓uː	2	1.4660530719579246	0	0	0
tuḥ	1	0.9660530719579249	0	0	0
ʔaya-ckʷi·	1	0.9660530719579249	0	0	0
qaḥ	32	15.969280420750657	0	0	0
ʔuːšc̓aɬ	3	1.920631125986134	0	0	0
yack	4	2.3516614869710737	0	0	0
wiːy̓a	20	10.015539086779823	0	0	0
ḥaːḥuːpa-y̓ak-ƛa·	1	0.9660530719579249	0	0	0
č̓iḥ	3	1.9660530719579246	0	0	0
wiːq	2	1.4660530719579246	0	0	0
wiːqḥap	1	0.9660530719579249	0	0	0
ʼatḥ	5	2.886445135070524	0	0	0
ḥaw̓iɬ-aq	1	0.9660530719579249	0	0	0
mač	17	8.738704279225436	0	0	0
ḥaːw̓iɬaƛ	19	9.659096342338035	0	0	0
ʔana-ʼinḥi	2	1.4660530719579246	0	0	0
yaːc	16	8.21037532871145	0	0	0
ʔum̓aːck	3	1.7497011714080801	0	0	0
ƛawa	8	4.408677982309348	0	0	0
k̓uː-ʔuɬ	2	1.3864451350705231	0	0	0
ƛ̓aːʔaː-ʽis	1	0.9660530719579249	0	0	0
waɬaːk	8	4.2675113554864925	0	0	0
n̓aːcsa-a·ƛ	1	0.9660530719579249	0	0	0
ḥan̓aḥ	4	2.3630169734640214	0	0	0
m̓uč̓ič-ʔin	1	0.9660530719579249	0	0	0
kin̓uc-kʷačyu	2	1.4660530719579246	0	0	0
kin̓uc-yu	1	0.9660530719579249	0	0	0
yaqʷ-ac	3	1.8516614869710732	0	0	0
wič	1	0.9660530719579249	0	0	0
tiːč	5	2.7194597179058095	0	0	0
ɬaqʷ-ayi·	2	1.3864451350705231	0	0	0
m̓uč̓ič-ʔac-y̓ak	1	0.9660530719579249	0	0	0
m̓uč̓ič	6	3.34233803490318	0	0	0
ʔu-ca-ḥta-k	1	0.9660530719579249	0	0	0
čimʔiɬ	3	1.9660530719579246	0	0	0
ʔu-ʔi·ya	1	0.9660530719579249	0	0	0
muːq-pi(ƛ)	1	0.9660530719579249	0	0	0
hiːɬa-ʽiɬ	1	0.9660530719579249	0	0	0
hin-as-pi(ƛ)	1	0.9660530719579249	0	0	0
citk-pi(ƛ)	2	1.4660530719579246	0	0	0
hiːtkin	6	3.2734879273248865	0	0	0
č̓uš	4	2.3516614869710737	0	0	0
hayim	8	4.011953143676787	0	0	0
qʷi-ʼi·c	5	2.7387042792254364	0	0	0
kʷis-aḥi	2	1.3530958642122877	0	0	0
dup-hin-ataḥ	2	1.3530958642122877	0	0	0
hat̓iːs-ckʷi·-ʔaːɬ	2	1.4660530719579246	0	0	0
qʷa-ʔis	1	0.9660530719579249	0	0	0
ču-a·pi	1	0.9660530719579249	0	0	0
su	5	2.6412861582596223	0	0	0
k̓acḥaq	6	3.3441310064546976	0	0	0
yaq-ʔič	1	0.9660530719579249	0	0	0
muː-či·ɬ	9	4.720894095147024	0	0	0
hiɬ-l	2	1.3530958642122877	0	0	0
t̓iqʷ-ʽiɬ	5	2.8050442266316042	0	0	0
numaːk-ckʷi·	1	0.9660530719579249	0	0	0
muː-qʔičḥ	5	2.8748505857040403	0	0	0
hin-as	6	3.3296677026057853	0	0	0
hiš-imɬ	1	0.9660530719579249	0	0	0
kʷis-aḥi-ckʷi·	1	0.9660530719579249	0	0	0
ƛ̓aːq	7	3.8296677026057853	0	0	0
ʔaya-imsuk	1	0.9660530719579249	0	0	0
maːʔak	12	6.35249820702845	0	0	0
hiš-imɬ-ʼawiƛ	1	0.9660530719579249	0	0	0
ḥaːḥuːpa-č̓ak	1	0.9660530719579249	0	0	0
wiːq-ḥaːp	1	0.9660530719579249	0	0	0
qʷi-ʼi·c-ckʷi·	1	0.9660530719579249	0	0	0
ʔu-(y)i·	5	2.7387042792254364	0	0	0
ḥim	1	0.9660530719579249	0	0	0
ḥakʷaƛ-na·k	2	1.3636146306478603	0	0	0
ma-ʔayiɬ	2	1.4765718383934971	0	0	0
sač̓ica	1	0.9765718383934975	0	0	0
hawiɬ-ʔaːɬ	1	0.9765718383934975	0	0	0
ʕiɬč-snaʕaːɬ	2	1.4765718383934971	0	0	0
ʔu-maːp	1	0.9765718383934975	0	0	0
takaː	1	0.9765718383934975	0	0	0
ɬiciːt	1	0.9765718383934975	0	0	0
ɬicw̓isa	1	0.9765718383934975	0	0	0
nay̓aq-na·k	2	1.344370069328233	0	0	0
y̓umḥ	2	1.454817116901745	0	0	0
c̓awa·-ʼatḥ	1	0.9765718383934975	0	0	0
ʔana-sči-ʼatḥ	1	0.9765718383934975	0	0	0
naːty̓aqak	2	1.4536218025340664	0	0	0
naʔi·qsu	5	2.7442027253167582	0	0	0
haʔum-i·ty̓a·p	1	0.9765718383934975	0	0	0
inq-ʽsa(ƛ)	2	1.4765718383934971	0	0	0
č̓iːt	4	2.392421706908917	0	0	0
qiː-ʽis	1	0.9765718383934975	0	0	0
ʔaʔim-šti·p	1	0.9765718383934975	0	0	0
hiɬ-ʼatḥ	23	11.519722687066697	0	0	0
ƛa-san̓ap	1	0.9765718383934975	0	0	0
č̓iːt-y̓akʷ	1	0.9765718383934975	0	0	0
ɬaqʷ-aqti	1	0.9765718383934975	0	0	0
ɬiḥiyasum	1	0.9765718383934975	0	0	0
k̓uːq	1	0.9765718383934975	0	0	0
y̓ak-iːʔi(ƛ)	1	0.9765718383934975	0	0	0
yaːs-yumɬ-ʽiɬ	1	0.9765718383934975	0	0	0
hapumy̓um	1	0.9765718383934975	0	0	0
huyaːɬ-aqa	1	0.9765718383934975	0	0	0
nuːk-na·k	1	0.9765718383934975	0	0	0
ƛ̓aḥ	3	1.9765718383934971	0	0	0
ʔiq-ʽis	1	0.9765718383934975	0	0	0
ʔumʔi	3	1.8969639015060957	0	0	0
ʔu-kʷinkʷ	1	0.9765718383934975	0	0	0
y̓uːkʷiːqsu-sa	1	0.9765718383934975	0	0	0
ʕiḥ-ʼiːk	1	0.9765718383934975	0	0	0
kamatqʷ-iːʔi(ƛ)	1	0.9765718383934975	0	0	0
hapumy̓amum	2	1.4690413578771215	0	0	0
t̓i-ʼu·p	1	0.9765718383934975	0	0	0
ʔuːš-na·k	1	0.9765718383934975	0	0	0
kʷis-tu·p-aq	1	0.9765718383934975	0	0	0
kʷiːsaḥi	1	0.9765718383934975	0	0	0
c̓istu·p	2	1.4765718383934971	0	0	0
ʔu-kʷiːɬ-na·k	1	0.9765718383934975	0	0	0
ʔu-taḥ	1	0.9765718383934975	0	0	0
c̓is-san̓ap	1	0.9765718383934975	0	0	0
ɬuːč̓-a·n…iya	1	0.9765718383934975	0	0	0
n̓ač-n̓i-ʽsa(ƛ)	1	0.9765718383934975	0	0	0
yaːɬ-ʽis	1	0.9765718383934975	0	0	0
haši·	2	1.4555343055223522	0	0	0
masčum	1	0.9765718383934975	0	0	0
wimaʕin	1	0.9765718383934975	0	0	0
tukʷaq	3	1.896963901506096	0	0	0
t̓i-misa	2	1.4765718383934971	0	0	0
wik-siɬa	2	1.4535022710972982	0	0	0
muː-p̓it	4	2.3636146306478603	0	0	0
maːmaːti	6	3.208462825723165	0	0	0
ƛ̓upk-aksu(ɬ)	1	0.9765718383934975	0	0	0
hiɬ-n̓i·-ʽis	1	0.9765718383934975	0	0	0
t̓i-(w)aʕaq-ʽis	1	0.9765718383934975	0	0	0
t̓aːqaːk	3	1.9306717666746351	0	0	0
t̓i-(w)aʕaq-san̓ap	1	0.9765718383934975	0	0	0
n̓ač-i·s	1	0.9765718383934975	0	0	0
qʷi-ca	3	1.8405450633516613	0	0	0
ʕiɬč-na·k	2	1.4765718383934971	0	0	0
ʔuyaqḥ-na·k	2	1.4765718383934971	0	0	0
qiː-kʷa·ɬ	1	0.9765718383934975	0	0	0
huʔa-in	4	2.331102079847	0	0	0
ta-ʽis	1	0.9765718383934975	0	0	0
yuxt	1	0.9765718383934975	0	0	0
maʔas	5	2.758546497728903	0	0	0
ƛ̓iptkʷ	1	0.9765718383934975	0	0	0
saya·-ʔiː	2	1.4536218025340664	0	0	0
n̓aːs	7	3.511116423619412	0	0	0
wiːqsiː	4	2.312813770021516	0	0	0
hiš-suːƛ	2	1.4536218025340664	0	0	0
haɬmi·ḥa	1	0.9765718383934975	0	0	0
wiːq-ʔinƛ	1	0.9765718383934975	0	0	0
wyiːy̓a	1	0.9765718383934975	0	0	0
ɬakʷ	1	0.9765718383934975	0	0	0
yaqʷ-ʼa·ɬčiqḥ	2	1.4535022710972982	0	0	0
qiː-sasaƛ	1	0.9896007650011953	0	0	0
yaqʷ-wi·	3	1.762251972268707	0	0	0
ʔuːqḥɬi	1	0.9896007650011953	0	0	0
m̓a	3	1.8766435572555582	0	0	0
hupaɬ	21	10.536337556777433	0	0	0
m̓a-ʼiƛ	1	0.9896007650011953	0	0	0
nism̓a	11	5.466292134831461	0	0	0
inkʷ	1	0.9896007650011953	0	0	0
ʔiːḥʷ-ckʷi·	1	0.9896007650011953	0	0	0
hayaːqƛ	1	0.9896007650011953	0	0	0
tupʕaqstuƛ	1	0.9896007650011953	0	0	0
tupʕaqƛ	1	0.9896007650011953	0	0	0
ḥa-ʼiƛ	2	1.489600765001195	0	0	0
watq	5	2.9099928281137943	0	0	0
wik̓i·t	1	0.9896007650011953	0	0	0
tum-ʼaqstuƛ	2	1.489600765001195	0	0	0
n̓iƛaːk	1	0.9896007650011953	0	0	0
c̓iːq	10	5.2284245756634	0	0	0
qaːc-š	1	0.9896007650011953	0	0	0
wiːkš	1	0.9896007650011953	0	0	0
ʔuk-š	1	0.9896007650011953	0	0	0
tiːčmis	2	1.3573989959359307	0	0	0
tum-ʼaqstuːɬ	1	0.9896007650011953	0	0	0
qiː-ḥsn̓a·k	3	1.834329428639732	0	0	0
ʔu-ʼiƛ	1	0.9896007650011953	0	0	0
qʷaʔuːc	1	0.9896007650011953	0	0	0
hiš-(č)iɬ	2	1.4054506335166148	0	0	0
tuškayiɬim-m̓i·t	1	0.9896007650011953	0	0	0
ʔiːḥ-ckʷi·	1	0.9896007650011953	0	0	0
tuːḥuk	4	2.221372220894095	0	0	0
ʔuːš-ckʷi·	4	2.24300741094908	0	0	0
ʔukʷa-iqs	1	0.9896007650011953	0	0	0
hat̓iːs	3	1.8766435572555582	0	0	0
hat̓inq-ʼaqa	2	1.3573989959359307	0	0	0
ʔu-mac̓uk	1	0.9924695194836242	0	0	0
ƛ̓iːc̓uː-mis	1	0.9924695194836242	0	0	0
n̓ušiƛ	1	0.9924695194836242	0	0	0
c̓awa·-uː	2	1.4695194836241927	0	0	0
n̓ušiƛ-na·k	1	0.9924695194836242	0	0	0
haːʕin	3	1.969399952187425	0	0	0
yaʔa·ya-qḥy̓u·	2	1.492469519483624	0	0	0
hiš-umɬ-ʽipitap	1	0.9924695194836242	0	0	0
hiɬ-ʼa·qsta-ʽiɬ	1	0.9924695194836242	0	0	0
yaː	1	0.9924695194836242	0	0	0
t̓apatḥsi·	1	0.9924695194836242	0	0	0
waːsqʷiː-cum	1	0.9924695194836242	0	0	0
ʔunic-cuk	2	1.492469519483624	0	0	0
hiš-umɬ	4	2.459956968682764	0	0	0
n̓ušiƛ-w̓it̓as	2	1.492469519483624	0	0	0
hiš-uː	1	0.9924695194836242	0	0	0
qʷi-ʼinɬ	1	0.9924695194836242	0	0	0
ʔan	13	6.895768587138418	0	0	0
ʔana-ckʷi·	3	1.8780779344967726	0	0	0
n̓iƛy̓ak	1	0.9924695194836242	0	0	0
ḥay̓um	1	0.9924695194836242	0	0	0
p̓a	1	0.9924695194836242	0	0	0
hiš-umɬ-ʽiɬ	1	0.9924695194836242	0	0	0
qʷiyu-cuk	1	0.9924695194836242	0	0	0
t̓učk-ʽiɬ	1	0.9924695194836242	0	0	0
ƛ̓iƛ̓ick̓uk	1	0.9924695194836242	0	0	0
ḥaʔuː-ayi·-ʔaːɬ-ckʷi·	1	0.9924695194836242	0	0	0
saštup	2	1.469399952187425	0	0	0
ʔuʔumḥi	8	4.322615347836482	0	0	0
ʔana-um-c̓u·	1	0.9924695194836242	0	0	0
yaq-či-ʼatḥ	2	1.4707147979918718	0	0	0
haːʔin	1	0.9924695194836242	0	0	0
ƛaƛuː	3	1.8834568491513268	0	0	0
maːtmaːs	5	2.7029643796318434	0	0	0
ʔinkʷ	20	10.196031556299307	0	0	0
qʷiː-ḥʷʼaɬ	1	0.9674874491991394	0	0	0
siqa-iːɬ	2	1.4674874491991394	0	0	0
tuḥ-ʼin	1	0.9674874491991394	0	0	0
ʔayu-p̓it	1	0.9674874491991394	0	0	0
n̓amiɬ	4	2.4464499163279947	0	0	0
hiːnip	4	2.4674874491991394	0	0	0
huʔa-as	1	0.9674874491991394	0	0	0
čaː	3	1.946449916327994	0	0	0
kaƛh	1	0.9674874491991394	0	0	0
his-umɬ-ʽis	1	0.9674874491991394	0	0	0
ʔumč̓aːp	4	2.4336600525938326	0	0	0
čaːkupiːḥ	3	1.774922304566101	0	0	0
yac-insʔiː	1	0.9674874491991394	0	0	0
ʔunaḥ-i·y̓uɬ	1	0.9674874491991394	0	0	0
hiːnip-či·p	2	1.4674874491991394	0	0	0
siːḥ-iɬ	4	2.4426249103514226	0	0	0
ƛ̓iːxʷ-c̓us-ʼin	2	1.4674874491991394	0	0	0
ʔaqisḥ-cum	1	0.9674874491991394	0	0	0
ʔu-ʕašt	1	0.9674874491991394	0	0	0
haː	3	1.835285680133875	0	0	0
ʔi·ḥʷ-p̓it	1	0.9674874491991394	0	0	0
ʔa·s	1	0.9674874491991394	0	0	0
ƛ̓iːxʷ-ʼa·qa	2	1.445732727707387	0	0	0
nučḥ	2	1.4674874491991394	0	0	0
čaxt	1	0.9674874491991394	0	0	0
ʔu-n̓a·ḥ-či·p-ʼi·s	1	0.9674874491991394	0	0	0
qʷi-k̓ʷič	2	1.3530958642122877	0	0	0
huːɬ	6	3.433660052593832	0	0	0
ʔu-sum	2	1.4674874491991394	0	0	0
w̓anus	1	0.9674874491991394	0	0	0
c̓is-iːc-um	1	0.9674874491991394	0	0	0
maƛ-ʼaːs-um	1	0.9674874491991394	0	0	0
maƛ-p̓ič-ḥta-um	1	0.9674874491991394	0	0	0
qʷi-sum	2	1.4674874491991394	0	0	0
ʔu-siːk	3	1.8833373177145587	0	0	0
kutḥ	2	1.4674874491991394	0	0	0
naʔuːk	2	1.3833373177145587	0	0	0
siːḥʷ-wi·-ʼiɬ	1	0.9674874491991394	0	0	0
yac	4	2.4016256275400427	0	0	0
kamatq	23	11.722328472388238	0	0	0
ʔu-kʷink	2	1.3878795123117378	0	0	0
huyaːɬ	3	1.933660052593832	0	0	0
ʔiːnax-yu·	4	2.3530958642122886	0	0	0
ḥumaqaː	1	0.9674874491991394	0	0	0
ḥumaqa·-či·	1	0.9674874491991394	0	0	0
wiːnap	6	3.3545302414535025	0	0	0
ḥaːɬm̓aḥi	1	0.9674874491991394	0	0	0
huɬ	2	1.335285680133875	0	0	0
paƛ-ʼiƛ	3	1.9674874491991394	0	0	0
ʔinx	1	0.9674874491991394	0	0	0
ʔuyi-ckʷi·	2	1.3833373177145587	0	0	0
??	9	4.7511355486492945	0	0	0
ƛ̓uš	2	1.4674874491991394	0	0	0
qay̓apt̓a	3	1.8352856801338753	0	0	0
maƛ-p̓ič-um	1	0.9674874491991394	0	0	0
ƛa-ʽis	1	0.9674874491991394	0	0	0
hamuːt	2	1.3545302414535023	0	0	0
sačk-ʼiḥta	1	0.9674874491991394	0	0	0
hiš-a·cu	1	0.9674874491991394	0	0	0
y̓aːq	1	0.9674874491991394	0	0	0
yac-inksta-ʽis	1	0.9674874491991394	0	0	0
tuxʷ-cpa·	5	2.8545302414535025	0	0	0
kaƛḥ-ʕaqstuƛ	1	0.9674874491991394	0	0	0
taːɬ-ʽis	1	0.9674874491991394	0	0	0
tupk	1	0.9674874491991394	0	0	0
hiɬ-tqya·p̓i-aɬ	1	0.9674874491991394	0	0	0
hin-iːc-ckʷi·	1	0.9674874491991394	0	0	0
wa·ɬ-ʼaqstuƛ	4	2.429117857996653	0	0	0
ɬuč-na·k	5	2.726870666985418	0	0	0
saːpinq-as	5	2.977049964140569	0	0	0
ciʕas-w̓it̓as	1	0.977049964140569	0	0	0
yawaː	1	0.977049964140569	0	0	0
qʷac̓aɬ-aq	1	0.977049964140569	0	0	0
ƛuɬ-y̓i·ḥa	1	0.977049964140569	0	0	0
ciʕas	1	0.977049964140569	0	0	0
su-cḥinƛ-maḥsa	1	0.977049964140569	0	0	0
su-cḥi-maḥsa	1	0.977049964140569	0	0	0
wikstup	2	1.4770499641405688	0	0	0
witqʷ-api	1	0.977049964140569	0	0	0
wik-ḥsa·	4	2.4432225675352623	0	0	0
witq-p̓a·	1	0.977049964140569	0	0	0
ʔinis	1	0.977049964140569	0	0	0
ʕas-ayi·	1	0.977049964140569	0	0	0
