wordform	frequency	dispersion
managing	16	0.9932046086561999
drawback	18	0.9922678773699921
factor	104	0.9623727233726036
acquainted	13	0.9947166503600318
purdue	27	0.9943549208485216
problematic	4	0.9982777724622609
susan	12	0.9955651097688576
baldwin	3	0.9979129565214708
wallace	3	0.9986138846107547
credits	13	0.9941259077960125
transferring	4	0.998167586936997
housing	84	0.9764415939555365
tight	59	0.9739585616004989
budget	532	0.9344852916212694
assistantship	4	0.9976357951722076
queens	6	0.9989246880391602
october	70	0.9725199769135092
throgs	1	0.9996219124133092
bayside	1	0.9996219124133092
poconos	2	0.9996219124133092
stroudsburg	1	0.9996219124133092
refer	13	0.9949530708428114
yankee	16	0.9961073953931956
austrian	2	0.9989811696949685
jew	3	0.9982685131744236
roman	7	0.9987145022052533
roughly	17	0.9921336176963509
grits	3	0.9986101808956205
instill	12	0.9951879481109513
thus	10	0.9958546168352371
deferred	3	0.9987339467097126
has	3	0.9981339448578551
proposed	17	0.9930101636116164
bronx	6	0.9980061666856995
stadium	48	0.9867345269584166
fans	45	0.9855135355356034
honeymooners	1	0.9996219124133092
brighter	6	0.9978169685708909
pharmaceutical	4	0.9986185142546734
hiking	33	0.9910478118759625
biking	19	0.9961283831122943
suspect	90	0.9709628733422023
creating	14	0.9941530683736678
motivated	51	0.9849774227698235
competitive	34	0.9859928580026485
appealing	26	0.9920799138268944
wilmington	6	0.9972280778644378
done	1	0.9996219124133092
steady	21	0.9908397865425518
laura	13	0.9951799233948255
ragonese	1	0.999601850622995
connecticut	33	0.987063231676641
internet	22	0.9969172744360323
upcoming	4	0.9982620316729379
coral	5	0.998767897431782
diane	12	0.9952444297667591
escort	13	0.9976246840268034
anticipating	5	0.9985262300192281
savannah	4	0.999601850622995
clutch	35	0.9955262207599415
di	2	0.9992330223241427
truckers	2	0.9993274670600832
decal	1	0.999601850622995
shady	6	0.9972432013679061
curb	27	0.9915289862005747
assesses	2	0.9993166645576064
snapped	4	0.998259562529514
murdered	37	0.9893110781206117
descending	1	0.999601850622995
rigged	4	0.9983969086324339
mardi	4	0.9980675866283536
gras	4	0.9980675866283536
mar	1	0.999601850622995
hotels	17	0.9926160265926747
booked	8	0.997052768681385
coast	148	0.9575736344865267
unpacked	1	0.999601850622995
sunscreen	2	0.9988641940252895
suntan	7	0.9972518433698876
sunburn	11	0.9955259121170129
slap	29	0.9880567532615846
lotion	6	0.9981070929231265
visited	79	0.9732579421541427
teddy	9	0.9966749897376225
myers	1	0.999601850622995
epidemic	10	0.9957431967382615
tide	3	0.9984444396433327
allison	2	0.999601850622995
strewn	1	0.999601850622995
barb	6	0.998159253577943
mechanisms	5	0.9982191303059577
swelled	1	0.999601850622995
bush	145	0.9653100781175248
gage	3	0.9996126531254719
picks	41	0.9833107509591079
eagles	27	0.9930644847669284
paddle	7	0.9979212898805242
starving	18	0.9939910308365152
dropping	19	0.9904178716600984
overcome	7	0.9961203583961684
enemy	40	0.9885879277405178
bloody	11	0.994980540063396
wins	20	0.9918586168475833
eden	2	0.9989450584724022
rob	24	0.9930401019756236
hurting	52	0.9788240087160764
hearse	9	0.9996126531254719
convertible	24	0.9930981268460706
velvet	3	0.9981422782169076
hooker	6	0.9989719104071301
canoe	18	0.9974700539199197
strung	16	0.9941255991530844
pulley	11	0.9986888848422372
unhook	1	0.9996126531254719
reid	2	0.9990370340649197
entertained	21	0.989884845323597
mainly	173	0.9389859227960577
laziest	3	0.9987654282883589
stubborn	4	0.9984993780845001
complained	12	0.9943218960552352
badly	55	0.9769632005037048
stomping	3	0.9987901197225916
butcher	12	0.995823443899518
drawer	9	0.9961043089639167
applying	20	0.9918900984262295
scholarship	23	0.9934228192062325
livingstone	2	0.9985169707313905
smith	40	0.9863641554449242
yarn	6	0.9978286970021513
cafeteria	45	0.9849014966095577
cashier	4	0.998151537504746
piedmont	5	0.9990678983577106
entrance	7	0.9966638785922182
transcript	3	0.9991151207256805
apply	55	0.9771283244701378
proofread	1	0.9994138870798976
excellent	206	0.9372488803977775
mailed	9	0.9971123367664718
assistants	14	0.9947867123046679
applied	44	0.986357673943438
economics	46	0.9850141512782448
ill	38	0.9879212590162318
sub	22	0.9934030660588459
hired	67	0.9742684391001207
damper	3	0.9983703653406341
pursued	8	0.9960222099450923
enderly	2	0.9994138870798976
offered	50	0.9787851197071602
ashley	5	0.997513263929827
berryhill	5	0.9994138870798976
retire	61	0.9811845098287337
rindner	1	0.9998932095469423
antonio	93	0.9805138287463857
extensive	17	0.993433930351637
farmers	45	0.9843906925638664
wealth	15	0.9943755999246916
santa	36	0.9942505995388872
alma	12	0.9952265284769407
michigan	67	0.9867894653995847
englishmen	1	0.9995811715468249
piled	10	0.9957163448035335
elements	9	0.9980938212772262
grass	235	0.961685375572147
waving	6	0.9962110994169736
breeze	10	0.9955814678440367
indeed	31	0.9864589088237932
flapping	1	0.9995811715468249
wallpaper	45	0.9895564492483008
rapids	10	0.9963373343744895
catherine	7	0.9975296220050064
mcgovern	2	0.9995811715468249
nearer	1	0.9995811715468249
footsteps	4	0.9984830200093202
led	27	0.9874487266936012
cautiously	1	0.9995811715468249
lock	46	0.9828962435069246
battered	1	0.9995811715468249
cracked	12	0.9945209707437372
plaster	16	0.9965759153577639
discolored	1	0.9995811715468249
lastly	1	0.9995811715468249
ascended	2	0.9988367248047055
stairway	2	0.9989438239006916
joyful	1	0.9995811715468249
gazed	2	0.9991089478671222
wildflowers	1	0.9995811715468249
tis	1	0.9995811715468249
cruel	32	0.9886474958256045
pluck	1	0.9995811715468249
wither	2	0.9992046271747751
sacred	3	0.9989120336791165
tomb	1	0.9995811715468249
rosebush	1	0.9995811715468249
striking	1	0.9995811715468249
bell	42	0.9843724826311194
ringing	14	0.9933107818234006
rebuilt	22	0.9950401081484817
farmhouse	7	0.9962021487720647
remodeled	17	0.99409072250223
remodel	8	0.9974345599832105
gardens	53	0.982715070108241
gardener	12	0.993003064824275
remodeling	25	0.993391954913441
whinnied	1	0.9995811715468249
outdoor	53	0.9814422266735395
gutted	1	0.9995811715468249
lonely	13	0.9935706591687011
piano	117	0.9796607396936413
homes	339	0.9324130630032805
crackly	1	0.9995811715468249
formal	48	0.9855360664693411
healing	7	0.9969715955913453
watercress	2	0.9989469103299706
sensitive	22	0.9932737446720519
gruff	1	0.9995811715468249
gladys	1	0.9994225290818791
shamblin	1	0.9994225290818791
virginia	206	0.947382245006929
miners	1	0.9994225290818791
welfare	86	0.9800443828530333
kentucky	53	0.9845570511020095
briefly	11	0.9945475140355373
interpret	14	0.9951870221821677
courteous	4	0.9983965999895065
implanted	1	0.9994225290818791
handful	15	0.9945249831017996
shrink	4	0.9980944385630821
jap	3	0.9990475279244688
reassure	1	0.9994225290818791
matters	24	0.9901422535254742
curse	14	0.9945885635449494
shoulder	33	0.9867385393164798
inferiority	1	0.9994225290818791
bitterness	2	0.9990107994160473
grateful	15	0.9929839289627439
tokyo	12	0.9966694341649205
watershed	1	0.9994225290818791
cremated	1	0.9994225290818791
buddhist	2	0.9994225290818791
priest	5	0.9982308587372184
guilty	245	0.951344602915442
comical	8	0.9964283840382225
drastic	20	0.9934965848660032
adopted	27	0.9910120092963255
supervisor	31	0.9880113827511816
telephones	12	0.9959719011478437
skills	51	0.9824335877579873
communications	27	0.9898277463819332
prissy	6	0.9985956746780085
campground	9	0.9967456689681143
cooker	4	0.9977367214096347
pursuing	12	0.9955552331951646
furman	1	0.9994225290818791
wished	30	0.9881249633486524
curious	58	0.97612369173979
covers	49	0.9798301846610639
vivid	3	0.997566350513428
colored	31	0.9843842110623805
surroundings	8	0.9957354806650638
publishing	16	0.9934280661360062
individualistic	1	0.9987472183556114
interaction	24	0.9907589220954383
sambo	1	0.9987472183556114
lemmie	4	0.9987472183556114
interacts	1	0.9987472183556114
humorous	9	0.9966249895833013
eileen	1	0.9987472183556114
gatherings	4	0.9984317852832879
teaches	45	0.9838456291531764
sportsmanship	4	0.9972746829465527
preface	3	0.9977361041237786
archrivals	1	0.9987472183556114
archrival	1	0.9987472183556114
northern	101	0.9660529816450045
stokes	5	0.9987472183556114
pitcher	14	0.9935509060213149
baseballs	1	0.9987472183556114
fists	1	0.9987472183556114
mound	12	0.9965388782064151
mature	24	0.9882814453131034
occurs	7	0.9964691249047054
denise	6	0.9960626421686485
patented	2	0.9987472183556114
participated	33	0.9867536628199478
tee	20	0.9929073855166219
ritual	7	0.9967654221155002
evolved	5	0.997073139114627
natural	78	0.9691020651298314
win	119	0.9630779724628787
ms	7	0.9969114102204012
ounce	22	0.9917292954607885
collectively	3	0.9981654264365011
effort	127	0.9557066534155964
videoed	2	0.997924684952731
videotape	13	0.9938509069472435
analyze	10	0.9941141793647517
coach	103	0.9728687434220479
refs	1	0.9987472183556114
cheering	3	0.9978922774453013
relative	52	0.9801653708807742
stackhouse	1	0.9987472183556114
tougher	27	0.9903465751437506
compete	35	0.986229587128355
matured	5	0.9967675826159957
since	1	0.9987472183556114
defiance	1	0.9987472183556114
protective	23	0.9901734264611932
reliable	48	0.9862604514211463
honda	99	0.9839434689613241
accord	27	0.9921743585628352
wisest	1	0.9987472183556114
pelican	1	0.9987472183556114
unofficial	2	0.9987472183556114
fraternity	5	0.9976641903215748
cocktail	3	0.9979234503810195
kristi	2	0.9987472183556114
morgan	4	0.997969746820206
collini	1	0.9987472183556114
morgy	1	0.9987472183556114
charm	4	0.998128389285152
willis	6	0.9971888802125931
reserved	9	0.9959604813595101
camels	3	0.9975570912255903
cleanest	3	0.9979996851842133
rural	83	0.9686270636637774
deteriorated	12	0.9955237516165176
talkative	1	0.9987472183556114
actions	23	0.9899851542751674
farming	20	0.9909953425782185
towns	51	0.9790752440593951
primed	2	0.9984339457837831
necessary	112	0.9525584955509119
raise	180	0.944781928339284
crop	18	0.9909462683526804
auction	19	0.9934641773585722
pound	92	0.9718474439735925
grandpas	1	0.9987472183556114
funniest	15	0.9924740508458364
slave	10	0.9948931941147969
rebel	10	0.9943447356319005
rebelled	3	0.9982185130201018
bedrooms	66	0.979091293491646
rebelling	2	0.9984370322130621
honeybee	1	0.9987472183556114
deserved	8	0.9958620242655076
demonstrate	2	0.9984404272852693
heel	10	0.9952543063404522
disrupted	5	0.9980395001219146
frigging	1	0.9996719125676307
oddly	8	0.996025913660227
uprooted	5	0.9981512288618176
beneficial	32	0.9885416313013318
adapt	13	0.9944549211571646
adapting	3	0.9986598724070136
quicker	23	0.9901274386649344
catty	1	0.9996719125676307
invading	19	0.9936184988225274
coy	1	0.9996719125676307
possessive	4	0.9984425877857649
invader	3	0.999184565384461
intruder	1	0.9996719125676307
overall	81	0.9684066926132483
sheltered	7	0.9967626443291494
outsider	4	0.9989574041895191
popularity	9	0.9962799267898984
athlete	23	0.9917024435260606
silva	3	0.9993277757030107
humans	8	0.9962114080599018
thorpe	1	0.9996117271966881
alphabet	5	0.9984104889212625
comprehend	4	0.9981876487273111
grownups	1	0.9996117271966881
couches	3	0.9988895027453787
animorphs	1	0.9996117271966881
futuristic	5	0.997867894653996
k	91	0.9759814073500231
applegate	1	0.9996117271966881
doorway	1	0.9996117271966881
rectangular	2	0.9990095648443361
communion	2	0.9991283923715812
statues	2	0.9993070966268414
ivonne	3	0.9997160485063218
colombia	3	0.9982870317500983
knee	48	0.9882601489510773
ax	1	0.9997160485063218
dived	2	0.9997160485063218
poso	1	0.9997160485063218
azul	1	0.9997160485063218
hallway	7	0.9970638798267902
powder	13	0.9952885657054503
hiding	9	0.9951502936737464
gables	1	0.9997160485063218
downstairs	34	0.9876258877342214
playroom	10	0.9976280790990099
medals	3	0.9991287010145095
flute	16	0.9969401140126979
shadow	14	0.9944749829474785
bundled	7	0.997092274976158
moon	41	0.987122182475872
paused	4	0.9959404195691955
awe	5	0.9977567831999483
responses	4	0.9976601779635125
logic	20	0.9932712755286284
impactful	1	0.9995277763202965
believing	7	0.9966956688137931
transactional	1	0.9995277763202965
ta	6	0.9974459797715421
tots	1	0.9995277763202965
gamut	14	0.9945941191176516
lap	38	0.988110148488113
effective	77	0.9780307963913459
carpet	74	0.981683894086093
calming	4	0.9982450563119023
closeness	7	0.9975719060861303
bonding	13	0.9949515276281717
introduce	12	0.9940901052163745
chilled	1	0.9995277763202965
issuing	2	0.9992246889650892
sneaked	1	0.9995277763202965
bending	7	0.9965398041351987
discovered	48	0.9793082694699672
attach	9	0.9964388778977717
vowed	4	0.9982635748875766
snuggled	2	0.9990009228423539
compassionate	4	0.9988861076731719
easter	36	0.9863576739434385
bunnies	6	0.9983864147728849
create	57	0.9785307979345614
channeling	2	0.999170676452705
management	107	0.9687989777746229
spiritual	17	0.9938376353013438
interruptions	4	0.9983712912694181
topics	44	0.9836014925971999
harley	1	0.9995277763202965
brady	15	0.995862024265508
mates	5	0.9981182040685311
michaela	21	0.9992996891965709
affectionately	1	0.9992996891965709
seniors	14	0.9936123259639691
shelle	5	0.9992996891965709
inspiration	7	0.996354309735524
chaela	1	0.9992996891965709
speckman	27	0.9992996891965709
quinn	4	0.9986052426087736
soccer	71	0.9826696995978376
fixture	4	0.9978469069348986
banquet	3	0.9989861079818153
introduced	33	0.9875184799953091
recognition	29	0.99241139633147
speckmans	1	0.9992996891965709
wendy	26	0.9951277627400086
ridiculous	163	0.9383232664298349
squirming	3	0.9989978364130754
sssh	1	0.9992996891965709
lobby	23	0.9899422529081883
auditorium	4	0.9979333269547127
serving	27	0.9899385491930534
brainstorm	2	0.9987320948521446
eager	7	0.9978191290713864
beep	8	0.9959709752190598
preparation	7	0.9968496816348207
lovely	38	0.9857953265287854
mcadenville	4	0.9992996891965709
meanwhile	5	0.997497523140504
brandon	1	0.9992996891965709
stepbrother	1	0.9992996891965709
carmen	2	0.999029317991722
cats	351	0.9671631702566984
dogs	325	0.9499146602304331
wolfhound	1	0.9993330226327851
mongoose	2	0.9993330226327851
tanya	5	0.9974894984243778
bitten	2	0.9986879589134535
eyeball	1	0.9993330226327851
devastated	3	0.9981182040685314
rushed	12	0.9951916518260854
vet	40	0.9860265000817908
condo	11	0.9965364090629909
eighteen	233	0.9227155022083396
tara	3	0.9987311689233613
rachel	1	0.9993330226327851
broadway	8	0.9973709795400606
barefoot	3	0.9984873410103122
prix	7	0.9974163500504638
labor	87	0.9710693551523308
yesterday	154	0.9397096904620078
stroke	26	0.9896224988348734
sayings	6	0.997554004796311
referring	10	0.9956663446492121
fails	7	0.9963555443072363
shooter	4	0.9981817845116808
era	38	0.987256442149513
twitty	2	0.9989503054021769
volunteered	5	0.997615733381893
daniel	5	0.9986330204722854
spotlight	1	0.9993330226327851
flashing	4	0.9981506115759617
zx	1	0.9993330226327851
brights	1	0.9993330226327851
unmarked	1	0.9993330226327851
causing	40	0.9819471665036006
jittery	1	0.9993330226327851
under	6	0.9961913462695879
scaring	5	0.9975802394451834
backup	13	0.994622205624092
murdering	4	0.9984036987768476
penitentiary	5	0.9981512288618175
darlene	2	0.9989962931984351
maurer	2	0.9989962931984351
phew	1	0.9993999981481416
fancy	77	0.9694900292902138
chaotic	1	0.9993999981481416
zaniness	2	0.9993999981481416
bedcovers	1	0.9993999981481416
harmon	3	0.9970459785369713
killebrew	1	0.9993999981481416
mn	5	0.9993999981481416
slugger	1	0.9993999981481416
leads	20	0.9930975095602145
controlled	36	0.9879002712971339
storytellers	1	0.9993999981481416
teenaged	6	0.998184253655104
grain	12	0.9945203534578815
ton	32	0.9872737261534764
busting	4	0.9980654261278586
twisting	1	0.9993999981481416
axles	1	0.9993999981481416
steam	17	0.9940984385754276
bucking	1	0.9993999981481416
snowdrifts	3	0.9993999981481416
plowing	2	0.9987817863635382
blizzard	2	0.9986703662665619
radiator	19	0.9936901039818025
twisted	9	0.9959814690786088
axle	3	0.9981441300744761
customer	46	0.9866308229346384
serviced	7	0.9962425809956202
ringleader	1	0.9993999981481416
ish	1	0.9993999981481416
joseph	3	0.9987302429945764
testament	10	0.9977814746341808
jailed	2	0.9988768483853346
unfairly	5	0.997760178272155
powerful	50	0.9782480810125961
egypt	20	0.9966861008830267
source	68	0.9788329593609855
midst	7	0.9965851746456004
trials	66	0.9854879181725871
perfection	2	0.9987638850737197
sanding	2	0.9990648119284317
edges	11	0.996615730295464
romans	2	0.9993999981481416
jones	29	0.9903416368569039
jews	8	0.9962589390707998
vow	2	0.9987981444387175
hunger	4	0.9985941314633684
reckon	4	0.9982916613940165
elude	1	0.9993999981481416
shipwrecks	1	0.9993999981481416
verbally	3	0.9984925879400868
abused	33	0.9891116947891816
betrayed	1	0.9993999981481416
disciple	2	0.9993999981481416
apostle	1	0.9993999981481416
composure	1	0.9993999981481416
focused	22	0.9926499773147445
passages	2	0.9988601816672279
faith	20	0.9927904098469439
journeys	2	0.9991339479442835
plugged	9	0.9977083262602664
tryon	1	0.9995049367436312
steamy	3	0.9985888845335943
catawba	4	0.9995049367436312
packing	20	0.9934771403615448
product	104	0.9696094741033147
cane	3	0.99887592245655
shuffletown	2	0.9995049367436312
paralyzed	11	0.9950265278596544
arthritis	20	0.9940481297781781
wading	2	0.9991999975308563
scuppernong	1	0.9995049367436312
berries	5	0.9981836363692482
cot	7	0.9979919691110161
drip	11	0.997722523834951
muddy	10	0.9965907302183034
return	129	0.9628807496319439
barefooted	1	0.9995049367436312
perch	9	0.9978842527291754
fry	38	0.9860144630076023
trap	19	0.9944447359405428
beavers	4	0.998888885459523
beaver	12	0.9964364087543486
dams	5	0.9984092543495512
hides	4	0.9981512288618175
tan	10	0.9946762181364757
haberdasheries	1	0.9995049367436312
manufacturer	19	0.9921604696310792
hats	16	0.9937191164170266
trapped	12	0.994497822524144
makers	18	0.9935240540865864
slippery	8	0.9968685088534225
furry	5	0.9980947472060099
sparkling	1	0.9995049367436312
mammal	1	0.9995049367436312
dolphin	6	0.9979796233938996
rodent	1	0.9995049367436312
rat	23	0.9916672582322792
dive	12	0.9944947360948647
kt	2	0.9988253050163728
preserved	1	0.9995049367436312
canvas	9	0.9964117173201158
mum	1	0.9995049367436312
transportation	48	0.9839971728307806
jackie	17	0.9944444272976155
cart	22	0.995593196275297
pony	24	0.9975095602146918
spooked	3	0.9985577115978753
reared	5	0.9980857965611005
scuffed	2	0.9989283917542956
reprimanded	2	0.9991574048068048
timid	6	0.997853388436384
hamlet	1	0.9997663573035712
economic	112	0.967405454955108
prejudice	23	0.9907339220182781
exercised	11	0.9951854789675282
grouped	2	0.9993506152796766
soil	42	0.9867098355241842
fertile	2	0.9991373430164902
explore	11	0.9948867126133111
supervision	23	0.9924289889783617
lann	4	0.9997663573035712
identical	10	0.9960762224574772
alike	24	0.9909336139926358
nosy	1	0.9997663573035712
pew	2	0.9997663573035712
woe	3	0.9989197497523143
goodnight	1	0.9997663573035712
mouths	5	0.9985033904425633
kitty	26	0.9939549196139501
reassuring	4	0.9983786986996872
sympathy	12	0.994472205161128
chattanooga	4	0.9984138839934695
sequatchie	1	0.999320368272741
plucked	1	0.999320368272741
kaye	1	0.999320368272741
motorcycles	6	0.9973959796172214
rambunctious	3	0.9983339454751409
los	60	0.9811842011858061
angeles	57	0.9816576594372207
search	29	0.9910419476603326
mischief	4	0.997779005490758
shovel	16	0.9944595508010833
rake	21	0.9922826922305321
located	40	0.9823064268716879
opportune	4	0.998332710903429
resumed	3	0.9977753017756229
orphanages	1	0.999320368272741
industrious	2	0.999320368272741
farmed	2	0.9986527736196712
touring	8	0.9966410390155529
isinglass	1	0.999320368272741
studied	28	0.988250581020312
electrician	4	0.9974487575578942
chairman	7	0.9970234476032336
businessmen	5	0.9980734508439837
hodskins	2	0.999320368272741
wouldn	1	0.999320368272741
plow	6	0.9974317821968589
residential	19	0.9944509087991009
financed	9	0.9962623341430074
mortgage	69	0.981047163725814
destitute	9	0.9967135701036115
thomasborough	1	0.999320368272741
prepare	41	0.9836076654557577
founded	12	0.9965922734329427
cannery	3	0.999320368272741
jars	10	0.99670492810163
preserve	4	0.9979836357519624
slate	7	0.999320368272741
lamar	3	0.9977527708418855
length	49	0.9805406806811127
lions	9	0.9972641890870032
paw	11	0.9971111021947601
protecting	22	0.9910857749560962
prosperity	4	0.9990808613606829
dignity	5	0.9975036959990617
ancestors	13	0.995093812017939
lotus	34	0.9920255926715824
greenery	4	0.9985327115207145
article	111	0.9618332155346154
revolution	18	0.994162019018577
feudal	1	0.999320368272741
symbol	12	0.9958496785483911
feudalism	1	0.999320368272741
emperors	1	0.999320368272741
concubines	2	0.999320368272741
mistresses	1	0.999320368272741
competent	10	0.9950144907854659
raven	2	0.999103083651492
determine	41	0.9848567433850106
dreary	3	0.9980361050497073
weary	2	0.9983345627609953
quaint	4	0.9975141898586105
lore	1	0.999103083651492
nodded	1	0.999103083651492
napping	2	0.9989657375485724
tapping	3	0.9979965987549351
gently	1	0.999103083651492
rapping	2	0.999103083651492
chamber	20	0.9920851607566695
visitor	4	0.9985046250142746
courting	1	0.999103083651492
conclusion	17	0.9920984324025696
counseling	27	0.9914598501847224
conferences	10	0.9963925814585852
lansing	1	0.999103083651492
mi	2	0.9986932058432285
concerns	46	0.9807919160244323
representation	10	0.9961490621884638
proved	22	0.9906450328550397
listed	17	0.9925647918666417
scholarships	21	0.9920922595440113
proposals	8	0.996575915357764
justine	1	0.999103083651492
morrow	1	0.999103083651492
director	36	0.9859194009858051
workings	2	0.9984916620113026
foundations	5	0.9974274611958684
grants	10	0.996006777798697
incorporate	13	0.994168500520064
mandates	2	0.9988095642270498
fellowship	10	0.9943360936299188
national	343	0.9063358220241428
design	53	0.9791554912206526
transition	20	0.9917175670295286
percentage	119	0.9614782761675189
succeeded	4	0.9975339430059973
proposal	29	0.9906505884277422
interviewed	22	0.9899734258439072
notified	2	0.9988280828027245
temple	7	0.9971361022719212
stipend	4	0.9984351803554953
campuses	8	0.9968919657159433
aep	1	0.999103083651492
advancement	7	0.997034867391566
personnel	34	0.9861564387544405
bowie	13	0.9984052419914881
coppin	1	0.999103083651492
residency	4	0.9980166605452488
studies	40	0.9839314318871355
returning	15	0.9941854758810986
respective	2	0.9986678971231392
approved	20	0.9909317621350694
contacts	19	0.9924934953502944
movers	4	0.9980324013345728
shakers	3	0.9983064762545567
terminal	19	0.9933456584742546
professorship	3	0.9982182043771746
tenure	6	0.9963580134506593
lecture	9	0.9966305451560035
unfortunate	56	0.9797786412921023
speeches	6	0.9967752986891936
kerrington	1	0.999103083651492
chooses	8	0.9963357911598493
misty	4	0.9975293133620784
flats	5	0.997399683332356
destruction	5	0.9974796218506847
disappointment	7	0.9965055447701997
success	33	0.9851635344553532
challenged	9	0.9958015302516366
selected	37	0.9882002722230626
benefits	465	0.9460041543338099
possibilities	11	0.995043194577761
numerous	7	0.9959558517155919
uttered	1	0.999103083651492
kipling	1	0.999103083651492
thoughts	54	0.9786048722372601
aim	8	0.9958573946215892
triumph	2	0.9987972185099334
disaster	21	0.9934095475603317
imposters	1	0.999103083651492
nonexistent	10	0.9958820860558214
exploded	3	0.9977944376371538
approaches	8	0.9964626434032204
sought	1	0.999103083651492
inspires	4	0.9981895005848785
inspire	3	0.9988466013783999
bonded	2	0.9984916620113017
acquired	11	0.9939444257544009
relaxation	13	0.9936243630381577
philippines	27	0.9891663245874215
graduation	12	0.9944320815804991
embassy	8	0.9966252982262291
manila	1	0.999103083651492
foods	91	0.973687573109794
net	39	0.9864903904024396
cock	2	0.9984240692100901
tour	37	0.9875444060012529
monsoon	1	0.999103083651492
wade	8	0.9965148040580374
dried	27	0.9893515103441678
guam	6	0.9978160426421065
norfolk	3	0.9983043157540614
cherish	2	0.9985651190281454
teams	168	0.9639498887342252
doctors	144	0.9688212000654318
iranian	11	0.9957308510211453
hostage	5	0.9970910404044458
vision	24	0.992853373004237
values	61	0.9777721536177586
perpetuated	2	0.998512341087472
pedestal	3	0.9977144991188249
devout	2	0.9986703662665626
unnecessarily	2	0.9988175889431754
churches	30	0.9917333078188515
settings	5	0.9981654264365012
academic	35	0.988517865795883
confidence	17	0.992230840218643
penalize	7	0.9969746820206241
ingredient	3	0.9976848693977454
fend	4	0.9979107960209757
proper	43	0.9845484091000276
role	111	0.9652100778088823
accuse	7	0.9962132599174693
heroes	9	0.9971388800582724
emulate	6	0.9975351775777087
overdose	1	0.999103083651492
tendency	56	0.9804591989481447
religions	5	0.9971682011364233
judaism	1	0.999103083651492
hinduism	1	0.999103083651492
christianity	7	0.9956416532149793
atheist	1	0.999103083651492
masters	26	0.9899385491930534
fate	6	0.997084250260032
captains	3	0.9987638850737194
souls	1	0.999103083651492
dispensable	1	0.999103083651492
competencies	1	0.999103083651492
lift	31	0.9878095302763279
happiness	5	0.9977049311880594
larry	38	0.9883033589609849
wentz	6	0.9983552418371655
buckhannon	12	0.9983552418371655
wesleyan	3	0.9988950583180817
structures	8	0.9963830135278204
corral	2	0.9985052423001296
adventurous	6	0.9966407303726247
raking	7	0.9959089379905491
leaf	28	0.9916376285111989
schoolcrafts	1	0.9991793184546859
schoolcraft	1	0.9991793184546859
cone	4	0.9984694397204931
needle	20	0.9934274488501512
imprint	2	0.9985283905197242
cylinder	22	0.9925166435698877
disciplinary	4	0.9979799320368277
secretaries	24	0.9929218917342342
intend	24	0.9896888570643738
retiring	15	0.9937296102765748
stirring	3	0.998273142818342
tourism	6	0.9967638789008612
audra	3	0.9991793184546859
alcohol	102	0.9767931382504274
jess	1	0.9991793184546859
dale	5	0.9980311667628602
hitch	3	0.9984802422229694
considerably	23	0.9893620042037169
sago	1	0.9991793184546859
headless	1	0.9991793184546859
lagoon	1	0.9991793184546859
mummy	1	0.9991793184546859
frankenstein	3	0.998784872792817
werewolf	1	0.9991793184546859
warped	11	0.9944984398100002
hairy	3	0.9985645017422894
scarlet	3	0.9985996870360715
pimpernel	2	0.9991793184546859
revolutionary	5	0.9976348692434234
proportions	6	0.997145361559758
plight	5	0.9975972148062193
portrayed	5	0.9975240664323038
staircases	1	0.9991793184546859
song	95	0.9822166117796661
beard	10	0.9957836289618178
shawl	1	0.9991793184546859
holocausts	1	0.9991793184546859
centuries	7	0.9968073975536961
sympathize	5	0.9977040052592755
media	80	0.9802024080321232
technology	98	0.9664591557381352
websites	1	0.9991793184546859
downloading	1	0.9991793184546859
overwhelmed	12	0.9945564646804472
scares	39	0.9825971685097796
computers	195	0.9527143602295067
illiterate	2	0.998533946092427
retail	10	0.9958799255553259
maple	16	0.9955299244750753
squeezed	10	0.9973533868931692
milking	1	0.9991793184546859
seinfeld	1	0.9991793184546859
bunker	3	0.9987024651310656
edith	1	0.9991793184546859
humming	2	0.9986432056889062
bigot	1	0.9991793184546859
kitten	11	0.9957938141784394
cordelia	1	0.9991793184546859
buffy	3	0.9988197494436716
vampire	2	0.9988395025910571
slayer	2	0.998867280454569
rise	27	0.9893965722116427
occult	4	0.9986246871132318
occultic	1	0.9991793184546859
trendy	4	0.9974101771919053
creates	15	0.9929737437461229
harboring	2	0.9988725273843436
blackness	1	0.9991793184546859
prevail	3	0.998079315059615
beings	17	0.992003987666629
shortest	3	0.9982348710952813
dwells	2	0.9984589458609444
searching	14	0.9930885589153051
removed	27	0.9877690980527721
demons	1	0.9991793184546859
mentality	33	0.9866555143688718
lied	5	0.9978703637974192
repent	3	0.99785554893688
encounter	11	0.9963969024595758
stonicker	2	0.9983552418371655
dweeb	1	0.9991793184546859
hallelujah	1	0.9991793184546859
kissing	2	0.9988611075960109
rosy	4	0.9979070923058404
lips	9	0.995567270269353
bob	43	0.9874879243454461
jerks	2	0.9988475273071827
paraded	1	0.9991793184546859
parade	5	0.9973870289723114
blooming	20	0.9928163358528883
appreciates	2	0.9985413535226965
resides	1	0.9991793184546859
fayette	1	0.9991759233824788
bleachers	4	0.9980030802564211
skinny	25	0.9896947212800046
dancer	3	0.9982243772357328
used	1	0.9991759233824788
beetles	3	0.9981376485729894
pink	23	0.9883481121855316
rigger	1	0.9991759233824788
