item	gloss	aspect	frequency	rel_freq	flexibility	flexibility_broad	definite	ger	inf	mod	pred	precxn	ref	mod_rel	pred_rel	ref_rel	pred_rel_broad	ref_rel_broad	dispersion	dispersion_ref	dispersion_pred	dispersion_mod	dispersion_ref_broad	dispersion_pred_broad	dispersion_norm	dispersion_ref_norm	dispersion_pred_norm	dispersion_mod_norm
hamuːt	bone	NULL	2	0.2390628735357399	0	NaN	0	0	0	0	0	0	2	0	0	0.2390628735357399	0	0	0.8545302414535024	0.8545302414535024	1	1	1	1	0.8610140912923042	0.8610140912923042	1	1
hap	fur-species	NULL	5	0.5976571838393497	0	NaN	0	0	0	0	0	0	5	0	0	0.5976571838393497	0	0	0.8014582835285681	0.8014582835285681	1	1	1	1	0.8075394435746117	0.8075394435746117	1	1
hapsy̓up	hair	NULL	1	0.11953143676786995	0	0	0	0	0	1	0	0	0	0.11953143676786995	0	0	0	0	0.9158498685154195	1	1	0.9158498685154195	1	1	0.9227989883174755	1	1	0.9227989883174755
hapt	hide	MOM	15	1.7929715515180493	0.22294491816723944	NaN	1	0	0	0	14	0	1	0	1.6734401147501794	0.11953143676786995	0	0	0.5529524264881663	0.9566100884532631	0.5529524264881666	1	1	1	0.5571480187883897	0.9638684812718294	0.5571480187883899	1
hapumy̓amum	animal.fur	NULL	2	0.2390628735357399	0	NaN	1	0	0	0	0	0	2	0	0	0.2390628735357399	0	0	0.9690413578771216	0.9690413578771216	1	1	1	1	0.9763940744309286	0.9763940744309286	1	1
hapumy̓um	fur	NULL	1	0.11953143676786995	0	NaN	1	0	0	0	0	0	1	0	0	0.11953143676786995	0	0	0.9765718383934975	0.9765718383934975	1	1	1	1	0.9839816933638444	0.9839816933638444	1	1
hask̓aːmac	little.crab	NULL	3	0.35859431030360983	0	NaN	1	0	0	0	0	0	3	0	0	0.35859431030360983	0	0	0.867798230934736	0.867798230934736	1	1	1	1	0.8743827532217272	0.8743827532217272	1	1
hatk	roll	MOM	5	0.5976571838393497	0.5118595071429148	NaN	0	0	0	0	3	0	1	0	0.35859431030360983	0.11953143676786995	0	0	0.7483863256036338	0.8911068611044705	0.8572794644991634	1	1	1	0.7540647958569193	0.897868240395038	0.8637841743947972	1
hatkʷ	roll	REP	4	0.4781257470714798	0	NaN	0	0	0	0	4	0	0	0	0.4781257470714798	0	0	0	0.9664116662682285	1	0.9664116662682285	1	1	1	0.9737444297241961	1	0.9737444297241961	1
hat̓inq	bathing-severally.doing	NULL	2	0.2390628735357399	0	NaN	0	0	0	0	2	0	0	0	0.2390628735357399	0	0	0	0.8573989959359312	1	0.8573989959359312	1	1	1	0.8639046127905576	1	0.8639046127905576	1
