wordform	frequency	dispersion
guests	13	0.9948371497871722
bicycling	17	0.9948377642293277
blah	30	0.9948383786714824
stressful	14	0.9948389931136394
parenting	12	0.9948408364401052
drafted	12	0.9948411436611818
touchy	13	0.9948414508822607
gained	14	0.994842679766572
castle	14	0.9948432942087276
oyster	7	0.9948442158719597
paralyzed	11	0.994844523093038
towel	10	0.9948463664195065
joker	4	0.9948466736405822
factories	15	0.9948466736405844
rinse	10	0.9948472880827399
stew	6	0.9948503602935188
recyclables	22	0.9948515891778292
paris	14	0.9948518963989067
judy	12	0.9948531252832177
boot	10	0.9948543541675282
russians	13	0.9948543541675292
waist	13	0.99485558305184
rusty	14	0.9948577335993856
dozens	13	0.9948586552626183
louisa	4	0.9948601913680066
alcott	4	0.9948601913680066
creature	9	0.994864492463097
offended	12	0.9948675646738756
aikman	20	0.9948724802111206
sara	3	0.9948737090954307
intensity	6	0.9948752452008198
irritating	12	0.9948786246326771
straightened	15	0.9948847690542351
fraud	16	0.9948853834963901
arranged	13	0.994885997938546
compost	17	0.9948869196017788
unload	13	0.9948872268228562
rowlett	16	0.9948878412650111
output	11	0.9948887629282454
tyler	24	0.994889070149324
drought	15	0.994891220696869
puzzles	14	0.9948933712444146
faculty	15	0.9948949073498028
waits	9	0.9948955217919591
worldwide	10	0.9948970578973468
explore	11	0.9948976723395024
speaks	13	0.9949019734345929
schwarzenegger	13	0.9949059673086038
implemented	13	0.9949065817507601
congratulations	14	0.9949133406144721
terrified	13	0.9949157983830951
adamant	10	0.9949173344884826
lounge	4	0.9949182561517168
handicapped	16	0.9949216355835738
pops	11	0.9949228644678836
tame	11	0.9949237861311168
traction	14	0.9949259366786637
modem	20	0.9949268583418973
campsites	12	0.9949274727840506
brazil	16	0.9949287016683623
firms	16	0.9949299305526749
consequently	12	0.9949299305526749
maker	13	0.9949320811002189
ghetto	10	0.9949339244266854
shipped	13	0.9949342316477637
grandfathers	7	0.994935153310996
expectation	7	0.9949354605320748
tournaments	16	0.9949357677531524
thirds	12	0.994936382195308
threatens	4	0.994938225521775
automotive	15	0.9949382255217758
limitations	16	0.9949412977325546
maxed	13	0.9949425266168638
refer	13	0.9949446771644098
bonding	13	0.994946827711955
methods	15	0.9949471349330326
appointed	13	0.9949474421541097
athletics	18	0.9949474421541102
republicans	18	0.994947749375188
nasa	13	0.9949489782594998
principle	13	0.9949517432492
danny	14	0.9949535865756663
flexibility	19	0.9949551226810559
eater	12	0.9949554299021343
eh	12	0.9949572732285997
astronomical	13	0.9949594237761459
onion	16	0.9949594237761459
cooling	9	0.9949603454393796
diving	15	0.9949609598815342
crush	8	0.9949615743236901
backpack	16	0.9949624959869245
prescriptions	15	0.994962803208002
birthdays	14	0.994966489860936
cia	21	0.9949667970820112
forgetting	12	0.994967411524169
rebuilding	12	0.9949683331874013
opposition	9	0.9949686404084794
weighs	12	0.9949689476295566
pissed	5	0.9949698692927896
ar	5	0.9949735559457239
bloody	11	0.9949741703878802
tyrant	3	0.9949757064932682
wells	10	0.9949757064932697
blade	26	0.9949790859251246
actively	11	0.9949800075883589
readily	13	0.9949803148094386
breakdown	12	0.994981236472671
repainted	10	0.9949818509148263
sally	21	0.9949836942412913
pumps	13	0.9949858447888371
description	11	0.9949858447888382
instructors	13	0.9949864592309924
aquarium	19	0.9949892242206935
argentina	21	0.9949895314417703
hog	9	0.9949901458839266
barrier	16	0.9949913747682397
advertisement	12	0.9949929108736276
wool	22	0.9949935253157846
specialized	18	0.9949947542000952
gary	18	0.9949953686422505
absorbed	6	0.9949956758633269
slanted	14	0.9949959830844073
flu	14	0.9949987480741055
tricks	13	0.9949987480741069
jasmine	4	0.9949999769584167
competent	10	0.9950033563902735
princess	13	0.9950061213799735
guest	10	0.9950061213799744
halloween	11	0.9950061213799754
visible	14	0.9950082719275196
processes	9	0.9950085791485964
ignorant	18	0.9950088863696761
plea	16	0.9950095008118301
schoolwork	4	0.9950113441382957
rehabilitate	13	0.9950119585804529
arabs	17	0.9950131874647633
sole	12	0.9950138019069192
concerning	12	0.9950141091279973
instant	17	0.9950141091279987
update	12	0.9950144163490751
racquetball	27	0.995016259675543
paroled	14	0.9950190246652438
matches	12	0.9950202535495557
fascinates	5	0.9950224040970989
cordless	14	0.9950270124132665
den	13	0.9950300846240442
kicking	11	0.9950300846240449
paranoid	12	0.9950303918451235
valve	12	0.9950310062872791
possibilities	11	0.9950319279505124
pcs	15	0.9950337712769779
affection	10	0.9950337712769787
deserves	15	0.9950356146034469
rebuilt	22	0.9950359218245245
hopes	12	0.9950365362666788
journalism	12	0.9950383795931455
jo	4	0.9950414518039224
profitable	15	0.9950417590250026
hauling	15	0.9950429879093136
rumors	13	0.9950451384568575
instrumental	12	0.9950482106676355
client	15	0.9950503612151804
ri	6	0.9950509756573349
drum	18	0.9950509756573372
furnace	7	0.99505189732057
ancestors	13	0.9950534334259589
fluff	7	0.9950546623102712
irony	7	0.9950577345210474
colorful	10	0.9950598850685931
ships	10	0.9950608067318265
operator	10	0.9950617283950617
layoff	12	0.9950620356161374
wendy	26	0.9950629572793712
carpentry	8	0.99506326450045
contrary	5	0.9950632645004507
identification	15	0.9950638789426051
interface	15	0.9950651078269162
realism	7	0.9950669511533824
overly	13	0.9950669511533832
slant	16	0.9950681800376951
stitches	13	0.9950687944798507
reused	8	0.9950694089220058
expressed	10	0.995069716143083
amarillo	16	0.9950703305852392
anthony	13	0.9950706378063172
cbs	13	0.9950712522484728
trivial	12	0.9950743244592507
tornadoes	16	0.9950743244592509
strings	15	0.9950743244592516
anger	15	0.9950749389014066
off	10	0.9950807761018853
actress	8	0.995082004986196
vinegar	12	0.9950829266494291
assembled	7	0.9950835410915855
cows	22	0.9950847699758955
lies	12	0.9950850771969764
imprisonment	14	0.9950856916391307
stationary	21	0.9950859988602098
ca	12	0.9950872277445183
ordering	10	0.9950878421866768
greek	20	0.9950902999552977
gaps	7	0.9950912216185295
publicized	15	0.9950912216185318
shaped	6	0.9950942938293086
glance	10	0.9950985949243992
southwestern	14	0.9950989021454779
cement	15	0.9950989021454784
sitters	12	0.9951004382508661
separating	16	0.9951019743562554
protesting	10	0.9951028960194886
organize	13	0.9951050465670342
incarcerated	5	0.9951059682302683
strawberry	15	0.995107504335656
collector	10	0.995107504335656
capitol	13	0.9951078115567346
invented	9	0.9951108837675112
assets	12	0.9951111909885895
bred	27	0.9951118054307464
breads	3	0.9951121126518224
smashed	7	0.9951124198729006
ballet	10	0.9951124198729024
safely	12	0.9951130343150568
tar	10	0.9951133415361341
extraordinary	14	0.9951139559782904
statistic	13	0.9951164137469127
solar	27	0.9951173354101461
partying	8	0.9951179498523013
handicap	11	0.9951188715155351
pairs	9	0.9951210220630808
physician	19	0.995121943726314
regards	16	0.9951219437263148
caucasian	4	0.9951222509473906
holders	5	0.9951225581684683
juan	10	0.995123479831702
poland	12	0.9951268592635586
poverty	21	0.9951287025900258
bury	11	0.9951317748008053
begun	13	0.9951326964640382
turf	10	0.9951330036851154
halls	9	0.995133618127272
exams	12	0.9951342325694259
interpret	14	0.9951373047802033
alaska	24	0.9951394553277505
spooky	8	0.9951406842120607
sheep	10	0.9951425275385277
hiding	9	0.9951434492017609
refrigerators	10	0.9951440636439166
myrtle	16	0.9951443708649935
vulgar	4	0.9951455997493057
beforehand	10	0.9951468286336174
disposable	18	0.9951480575179286
alternatives	14	0.995148364739008
chewed	11	0.9951486719600837
richmond	7	0.9951492864022401
bounced	8	0.9951495936233175
barrels	10	0.995149593623318
sox	21	0.9951517441708626
titles	14	0.9951529730551752
pitched	14	0.9951542019394852
backpacking	23	0.9951545091605642
instinct	9	0.9951554308237963
charity	12	0.9951560452659506
grandkids	17	0.9951578885924204
jerk	13	0.9951581958134954
wonders	11	0.9951585030345755
seal	17	0.9951597319188862
broadcasting	13	0.9951603463610417
clam	3	0.9951615752453521
waves	16	0.9951615752453542
twentieth	11	0.995163725792898
catalytic	14	0.9951652618982865
tyvola	3	0.9951661835615188
geez	15	0.995166798003676
expanding	13	0.9951671052247546
supervise	10	0.9951689485512204
scooped	4	0.9951689485512223
endings	4	0.9951692557722972
triple	13	0.9951695629933758
jumps	10	0.995172020761999
shave	13	0.9951732496463109
rushed	12	0.9951747857517007
spayed	14	0.9951763218570883
experiments	12	0.9951778579624778
instill	12	0.9951781651835562
pizzas	9	0.9951787796257098
influx	9	0.9951790868467888
significantly	13	0.9951790868467891
presently	15	0.9951800085100223
reflected	11	0.995182159057567
laura	13	0.9951836951629557
limiting	15	0.9951846168261905
champagne	7	0.9951861529315775
franklin	6	0.9951886107002015
abortion	21	0.9951895323634351
reducing	13	0.9951895323634354
unions	22	0.9951898395845137
overwhelming	10	0.9951901468055907
heel	10	0.9951910684688238
provider	19	0.9951922973531363
plead	14	0.9951941406796019
exercised	11	0.9951950623428355
label	15	0.9951978273325364
affordable	12	0.9952002851011588
deprived	7	0.9952033573119371
threaten	13	0.9952039717540924
divorces	9	0.9952042789751702
outfits	10	0.9952042789751706
iraqi	12	0.9952045861962473
sheets	16	0.9952055078594827
emperor	5	0.995208580070259
straighten	8	0.9952110378388825
feedback	9	0.9952116522810379
kathy	14	0.9952122667231933
anonymous	4	0.9952131883864275
fertilizing	10	0.9952138028285828
rejected	5	0.9952171822604383
schwartzkopf	13	0.9952181039236714
classify	9	0.9952184111447501
nailing	4	0.9952190255869046
cardigan	3	0.9952208689133731
alamo	3	0.9952217905766061
alma	12	0.9952227122398399
dawned	3	0.9952245555663062
violated	11	0.9952276277770852
technique	9	0.9952288566613964
campgrounds	13	0.9952291638824743
efficiency	8	0.9952310072089404
carol	14	0.9952331577564859
wednesdays	8	0.995233464977565
envelopes	13	0.9952343866407973
forgive	9	0.9952346938618751
innocence	19	0.9952346938618752
clint	12	0.9952346938618761
nephews	13	0.9952353083040306
flashlight	4	0.9952356155251073
swings	8	0.9952359227461871
celtics	20	0.995237766072653
documents	14	0.9952380732937302
crown	17	0.9952383805148097
bumper	25	0.9952386877358865
idiot	10	0.9952396093991202
fertilize	11	0.9952411455045098
cord	9	0.9952423743888201
powder	13	0.9952426816098978
romance	12	0.9952432960520535
stamps	9	0.9952454465995986
diane	12	0.9952482115892987
execution	16	0.9952482115893002
discounts	13	0.9952512838000787
disgusted	14	0.995252205463312
stability	11	0.9952525126843901
offend	8	0.9952537415686994
haired	11	0.9952546632319345
apathy	15	0.9952555848951664
freshmen	9	0.9952608076534901
unable	12	0.9952623437588805
slab	17	0.9952638798642691
pee	10	0.9952657231907361
conviction	12	0.9952663376328913
funnier	3	0.995268180959357
footage	12	0.9952684881804368
bowls	13	0.9952691026225907
nifty	7	0.9952715603912137
legislators	9	0.9952721748333688
lightning	22	0.9952721748333696
resistance	11	0.9952727892755266
ratty	3	0.9952746326019912
ole	11	0.9952755542652251
elbow	11	0.9952770903706161
reaches	10	0.9952773975916932
boyfriends	8	0.9952783192549248
technician	9	0.9952783192549249
pigs	12	0.9952789336970801
crunch	8	0.9952807770235494
escaped	7	0.9952816986867816
accommodate	11	0.9952826203500157
tornados	12	0.9952829275710929
ventura	3	0.995285692560793
firmly	12	0.9952869214451063
hmmm	3	0.995287535887259
indicated	11	0.9952878431083392
rampant	13	0.9952903008769622
subtle	16	0.99529060809804
harold	7	0.9952909153191153
limb	12	0.9952921442034276
esteem	10	0.9952921442034287
evens	3	0.9952924514245047
costly	14	0.9952927586455848
hilly	13	0.9952964452985176
hay	18	0.9952967525195944
poetry	15	0.9952970597406718
liberty	18	0.9952995175092968
volunteering	11	0.9953013608357636
clues	4	0.9953016680568407
agrees	12	0.9953022824989964
eleventh	8	0.995305661930852
physicians	16	0.9953065835940863
accumulate	10	0.9953075052573196
salvador	15	0.9953084269205513
bibs	5	0.9953084269205517
occupied	12	0.9953099630259408
cell	10	0.9953102702470191
flooded	13	0.9953102702470197
presidents	12	0.9953111919102532
tribes	11	0.9953114991313308
tomato	16	0.9953114991313308
wits	4	0.9953124207945645
a	21	0.9953136496788766
cots	14	0.9953151857842645
ignorance	8	0.9953158002264194
remorse	10	0.995316414668576
compliments	4	0.9953179507739638
explains	12	0.9953191796582764
fiddler	9	0.9953228663112089
previously	10	0.9953228663112106
glue	18	0.9953244024166013
budgeted	13	0.9953247096376775
difficulties	10	0.995325016858755
absurd	18	0.9953287035116898
representative	15	0.9953342334910896
lehrer	22	0.9953342334910907
maintaining	14	0.9953345407121676
memphis	24	0.9953363840386342
cb	3	0.9953379201440226
legislatures	16	0.9953391490283346
retrospect	6	0.9953397634704906
lengths	11	0.995342528460191
jeffrey	21	0.9953425284601917
grandchild	4	0.9953443717866597
clarion	18	0.9953452934498914
receipt	10	0.9953452934498918
washer	17	0.9953456006709706
advances	13	0.9953468295552804
moscow	13	0.9953471367763584
karate	14	0.9953523595346817
lumber	13	0.995353588418993
foremost	11	0.9953542028611474
standardized	12	0.9953554317454607
anderson	13	0.9953569678508486
fearful	10	0.9953603472827051
tying	12	0.995361576167016
prince	15	0.9953628050513283
investing	10	0.9953649555988722
celebrate	5	0.9953652628199513
id	11	0.9953689494728839
pillow	12	0.9953707927993517
trout	26	0.995371714462585
certified	13	0.9953735577890516
mainframe	26	0.9953741722312065
factual	10	0.9953750938944396
lyrics	16	0.9953754011155181
sparked	5	0.9953769372209077
stance	14	0.9953775516630636
hyde	3	0.9953797022106061
rio	15	0.995380009431685
terrier	7	0.995380009431685
outlook	12	0.9953806238738402
g	12	0.9953827744213861
recreational	15	0.9953852321900095
cons	14	0.9953886116218662
paso	19	0.9953892260640212
install	13	0.9953892260640214
insights	4	0.9953907621694081
tender	8	0.9953926054958763
mitsubishi	11	0.995394756043421
dominant	12	0.9953950632644989
airlines	18	0.9953962921488118
edition	18	0.9953993643595886
ou	13	0.9953999788017441
tasting	9	0.9954012076860556
abreast	10	0.9954030510125221
erie	14	0.9954039726757559
unheard	9	0.9954042798968329
bacon	11	0.9954064304443786
paws	8	0.9954085809919224
seeds	15	0.9954113459816248
filed	10	0.9954125748659352
roger	12	0.9954134965291679
pencil	10	0.9954156470767145
shine	6	0.9954162615188685
leagues	12	0.9954162615188686
boost	12	0.9954162615188701
whip	14	0.9954174904031798
william	13	0.995417490403181
luxuries	9	0.9954187192874915
proposition	11	0.99541902650857
quoted	9	0.9954205626139578
hickory	7	0.9954208698350353
deceased	3	0.9954233276036583
ceo	11	0.9954242492668923
carbon	16	0.995424249266893
corpus	17	0.9954248637090479
timely	11	0.9954257853722821
codes	16	0.9954263998144383
tabs	9	0.9954279359198261
suspicion	13	0.9954279359198275
sibling	6	0.9954291648041385
phil	11	0.9954294720252166
executives	10	0.9954300864673702
assumption	13	0.9954300864673707
trooper	7	0.9954307009095266
maple	16	0.9954362308889261
stepdaughter	9	0.9954365381100048
envelope	23	0.9954365381100063
smoker	9	0.995437459773238
chased	7	0.9954377669943165
sherry	4	0.9954386886575489
battles	7	0.9954402247629384
subscribed	15	0.995440531984018
keyboard	13	0.995441760868328
be	3	0.9954442186369491
experts	16	0.9954445258580287
spreadsheet	17	0.9954475980688081
cocker	19	0.9954500558374304
addresses	12	0.9954518991638979
turner	14	0.9954525136060515
vendors	5	0.995453128048209
slot	8	0.9954537424903629
ducks	8	0.9954558930379074
urine	27	0.9954565074800644
cottage	14	0.9954574291432973
weddings	15	0.995457736364373
deteriorated	12	0.9954589652486874
presenting	5	0.995460501354077
cherry	9	0.9954626519016193
pipes	11	0.9954629591226993
negatives	10	0.9954641880070093
presumed	9	0.9954657241123998
tens	9	0.9954669529967093
popping	4	0.9954697179864092
fundamental	12	0.9954703324285672
recycles	11	0.9954715613128781
suggestions	12	0.9954740190815008
yea	5	0.9954746335236547
compiling	3	0.995476169629044
interrupt	10	0.9954764768501222
paints	20	0.9954780129555129
sociology	12	0.9954786273976672
ght	3	0.9954789346187438
tours	12	0.9954801635030578
ks	2	0.9954804707241324
proceeded	8	0.9954804707241326
volunteers	15	0.9954841573770689
smu	12	0.9954847718192227
rotate	15	0.9954847718192229
motel	14	0.9954847718192248
contributions	8	0.9954869223667683
fluffy	9	0.9954872295878476
liquor	11	0.9954878440300013
timer	11	0.9954878440300013
tractor	23	0.9954912234618559
grapes	18	0.9954924523461676
recruit	7	0.9954952173358688
prolific	4	0.9954952173358695
lebanon	11	0.9954955245569463
crochet	21	0.9954958317780259
swinging	9	0.9954970606623363
speeds	7	0.995499825652037
winner	15	0.9955004400941935
regulation	16	0.995501361757427
diversified	3	0.9955025906417361
noticeable	10	0.9955025906417373
sleeper	3	0.9955032050838943
shutters	2	0.9955038195260468
rope	12	0.9955056628525165
nate	3	0.9955078134000586
polls	20	0.9955090422843712
disastrous	11	0.9955090422843718
literacy	10	0.995509656726526
soul	12	0.9955105783897602
haven	4	0.9955121144951509
marrying	9	0.9955133433794596
hopping	9	0.9955151867059279
spill	6	0.9955158011480829
labeled	9	0.9955191805799397
acceptance	9	0.9955201022431732
adoption	11	0.9955204094642509
disposal	13	0.9955207166853285
stretching	13	0.99552071668533
kidnapping	12	0.9955219455696401
taller	9	0.9955244033382626
whips	2	0.9955256322225725
sherlock	6	0.9955262466647294
holmes	6	0.9955262466647294
mesquite	16	0.9955268611068863
produces	12	0.9955271683279622
clutch	35	0.9955283972122745
sunburn	11	0.9955287044333521
gaston	7	0.9955336199705963
rejection	6	0.99553454163383
chaos	12	0.995534541633832
baptist	11	0.9955348488549091
cater	11	0.9955354632970655
cumbersome	6	0.9955366921813752
viewpoints	11	0.9955369994024543
pursuing	12	0.9955379210656868
lips	9	0.9955391499499984
monster	13	0.995539457171075
soaking	6	0.9955397643921532
transformers	4	0.9955403788343102
happily	10	0.9955416077186204
introduction	8	0.9955419149396981
brutal	13	0.9955434510450888
smoggy	3	0.9955443727083221
bait	24	0.9955477521401773
taxpayer	12	0.9955486738034128
beards	2	0.9955489810244871
beatles	21	0.9955492882455665
screens	9	0.9955499026877229
rehabilitated	12	0.9955508243509557
susan	12	0.9955511315720335
med	6	0.9955514387931114
conditioned	13	0.9955529748985004
spy	9	0.9955545110038905
cucumbers	22	0.9955563543303562
labels	14	0.9955566615514343
approval	8	0.9955581976568231
recruiting	8	0.995560348204368
cart	22	0.9955609626465245
grad	12	0.9955628059729922
infrequently	3	0.9955631131940693
widow	9	0.9955637276362238
perot	18	0.9955661854048471
staring	7	0.995567414289157
durham	15	0.9955677215102352
fixes	11	0.9955686431734695
sedan	13	0.9955692576156262
bolt	10	0.9955701792788582
excel	9	0.9955701792788588
thesis	10	0.9955711009420921
apparent	11	0.9955732514896378
mathematics	12	0.9955738659317914
avis	10	0.9955744803739488
bilingual	15	0.995575402037181
eliminated	17	0.99557570925826
brands	13	0.9955760164793377
breeze	10	0.9955763237004137
demands	10	0.9955769381425706
stricter	8	0.9955784742479595
de	10	0.9955803175744267
locking	11	0.9955812392376602
doubled	11	0.9955812392376611
reflect	7	0.9955818536798152
peeves	16	0.9955830825641279
treasure	3	0.995583389785204
screening	20	0.9955840042273615
gloss	5	0.9955855403327512
heights	7	0.9955864619959822
by	5	0.9955876908802933
dumbest	3	0.9955889197646063
neglect	12	0.995591377533228
myself	3	0.995592913638616
epidemic	10	0.9955929136386187
yo	8	0.9955932208596951
nightmares	9	0.995593528080773
ethical	13	0.9955941425229298
pluses	10	0.9955966002915513
challenges	5	0.9955978291758633
terry	13	0.9955987508390958
kmart	18	0.9955999797234083
quilt	32	0.9956005941655642
inspected	11	0.9956033591552633
surroundings	8	0.9956055097028078
leveled	3	0.9956070458081971
rome	16	0.9956104252400534
foolish	11	0.995610425240054
snakes	17	0.9956110396822097
frances	11	0.9956113469032859
bb	9	0.9956128830086759
crashing	2	0.9956150335562193
retain	11	0.9956153407772991
descriptions	3	0.9956156479983749
leukemia	17	0.9956159552194543
restrictive	12	0.9956171841037651
suspected	10	0.9956174913248436
ostracized	3	0.995618105766999
decorating	21	0.9956181057670004
jalapeno	3	0.9956184129880753
flame	11	0.9956187202091531
busiest	3	0.9956187202091541
powers	10	0.9956190274302318
dealerships	14	0.9956224068620882
coupons	19	0.995622714083168
troop	16	0.9956233285253234
packs	10	0.9956242501885557
coincidence	11	0.9956245574096331
complexes	10	0.9956245574096334
rec	9	0.9956260935150223
greatly	14	0.9956267079571787
christianity	7	0.9956273223993325
genealogy	13	0.995627322399335
improvise	3	0.9956279368414878
capabilities	11	0.9956279368414894
instituted	13	0.9956282440625682
senile	11	0.9956294729468794
samples	13	0.995629780167957
gay	12	0.9956300873890339
dual	13	0.995631623494424
aetna	17	0.995631623494424
stretched	8	0.9956316234944244
pointing	6	0.9956322379365777
gains	12	0.995633159599814
loop	11	0.9956371534738253
emission	10	0.9956374606949013
archie	10	0.9956380751370557
deposited	9	0.9956399184635246
impressionable	3	0.9956402256846008
techniques	19	0.9956402256846035
quantities	12	0.9956405329056796
stain	12	0.995643297895382
brains	9	0.9956436051164584
scrub	15	0.995645141221849
dressy	15	0.9956457556640043
referring	10	0.9956469845483142
bap	3	0.9956472917693919
routes	7	0.995647291769392
includes	13	0.9956482134326268
paused	4	0.995650671201247
supermarket	11	0.9956506712012493
jam	9	0.9956519000855596
considerations	13	0.9956525145277165
walt	14	0.9956534361909484
dissatisfied	11	0.9956540506331055
stated	12	0.995654050633106
dusty	8	0.9956546650752581
jackson	12	0.9956568156228042
israeli	12	0.9956571228438817
wayne	13	0.9956592733914269
awake	11	0.9956592733914273
puerto	29	0.9956605022757374
redid	9	0.9956605022757383
garth	23	0.9956608094968176
rockets	13	0.9956611167178955
victory	5	0.9956614239389716
pe	14	0.9956620383811263
academically	9	0.9956632672654382
ants	12	0.9956644961497501
flown	10	0.995665417812985
cleanliness	11	0.9956657250340627
bobby	18	0.9956678755816061
dealings	9	0.9956703333502281
engage	4	0.9956709477923857
digits	7	0.9956715622345401
ethics	13	0.9956727911188517
suggesting	10	0.9956740200031632
guts	12	0.9956743272242405
hunters	13	0.9956743272242408
justification	12	0.9956752488874748
valued	8	0.9956773994350187
descent	7	0.9956789355404067
emissions	22	0.995678935540409
sued	12	0.9956810860879527
moses	2	0.995686001625197
gran	2	0.9956866160673521
bean	15	0.9956866160673542
tattered	3	0.9956878449516635
fajitas	20	0.9956887666148982
albert	2	0.9956893810570526
festival	13	0.9956921460467548
tolerant	13	0.9956924532678316
powered	15	0.9956949110364557
bulls	19	0.9956955254786105
fifi	4	0.9956958326996872
clark	14	0.995696754362922
twelfth	12	0.9956970615840002
redwood	17	0.9956982904683118
suckers	10	0.9956992121315431
sympathetic	13	0.9956992121315444
au	8	0.9956995193526222
campfire	11	0.9956998265736982
destroying	10	0.9957007482369346
violation	14	0.9957035132266336
writings	6	0.995703513226635
adjustments	8	0.9957044348898668
ruled	7	0.9957044348898676
routinely	12	0.9957059709952565
vine	8	0.995707199879567
owed	10	0.995708428763879
noriega	12	0.9957084287638793
arrange	9	0.9957090432060358
immigrant	16	0.9957093504271123
piled	10	0.9957105793114236
fined	7	0.9957158020697463
teeny	8	0.9957158020697472
iranian	11	0.9957164165119015
fax	18	0.9957191815016033
desires	8	0.9957197959437587
tackle	8	0.9957201031648367
gates	11	0.9957213320491475
babysitters	16	0.9957225609334605
robberies	12	0.9957240970388482
appeared	10	0.9957240970388486
assured	9	0.9957265548074713
spotted	2	0.9957277836917812
cautious	9	0.9957283981339387
regretted	5	0.9957287053550161
restoring	9	0.9957296270182487
streak	10	0.9957317775657951
contributes	9	0.9957320847868717
carla	15	0.9957333136711829
printers	12	0.9957354642187272
israelis	19	0.9957370003241163
troy	13	0.9957370003241173
prawns	2	0.9957376147662714
addiction	8	0.995737614766273
adventurer	3	0.9957391508716606
ratings	12	0.995742837524595
psychologically	3	0.9957440664089063
indulge	3	0.9957459097353725
rugs	8	0.9957477530618402
doug	21	0.995749289167229
beard	10	0.9957535902623191
fav	2	0.9957548191466291
slice	24	0.9957554335887863
slivers	3	0.9957557408098631
herald	19	0.9957572769152541
museum	10	0.9957588130206423
referred	9	0.9957609635681867
contributed	12	0.9957612707892661
registration	17	0.9957618852314202
deter	14	0.995762806894655
kitten	11	0.9957640357789654
confined	9	0.99576465022112
wharf	7	0.9957649574421968
sucked	5	0.9957652646632752
glory	12	0.9957658791054325
da	16	0.9957661863265096
hosting	4	0.9957683368740531
landry	17	0.9957701802005217
appliances	15	0.9957717163059112
courtroom	15	0.9957720235269882
consists	8	0.9957732524112999
smokes	8	0.9957741740745333
enchiladas	14	0.9957744812956117
flipped	10	0.9957747885166879
fences	12	0.9957747885166884
latter	9	0.9957747885166889
recourse	11	0.9957750957377678
underground	11	0.9957766318431557
invaded	24	0.9957775535063886
fries	23	0.9957778607274664
absentee	17	0.9957778607274671
tuna	19	0.9957793968328567
golfers	11	0.9957809329382453
stacks	12	0.9957815473804018
enterprise	19	0.9957821618225582
beets	14	0.9957833907068667
spice	8	0.9957833907068678
hooks	10	0.995783390706868
scope	10	0.9957852340333361
declare	12	0.9957858484754906
therapist	12	0.9957861556965684
challenged	9	0.9957867701387257
stacked	10	0.9957873845808808
subway	14	0.9957892279073479
dads	14	0.9957910712338129
paralegal	9	0.9957935290024351
ridden	10	0.9957938362235156
brady	15	0.9957941434445919
condominium	15	0.9957947578867486
sponsor	7	0.9957950651078252
deserved	8	0.9957959867710579
waters	11	0.9957962939921353
brass	10	0.9957993662029148
envy	10	0.9957996734239927
builders	12	0.9958005950872256
ponds	10	0.9958015167504597
tracy	12	0.9958018239715367
butcher	12	0.9958018239715374
lakers	25	0.9958024384136929
offhand	9	0.9958033600769264
sweden	16	0.9958039745190831
cathy	14	0.9958042817401613
symbol	12	0.9958052034033935
wiring	12	0.995805817845549
granny	42	0.9958076611720149
behold	8	0.9958082756141704
pistol	16	0.9958085828352494
companion	5	0.9958085828352505
theories	9	0.9958085828352508
spur	10	0.9958095044984837
elijah	3	0.9958095044984838
sequel	12	0.995809504498484
premise	10	0.9958104261617167
murderer	13	0.9958107333827955
introducing	8	0.9958113478249492
emotion	12	0.9958125767092625
concentrated	11	0.9958128839303404
india	11	0.9958144200357277
cuban	13	0.9958147272568049
internship	13	0.9958162633621955
meaningful	12	0.995816570583274
suited	7	0.9958181066886623
barking	9	0.9958184139097412
detrimental	5	0.9958190283518956
shield	10	0.9958196427940528
laundromat	2	0.9958202572362062
wa	7	0.9958205644572841
canoeing	18	0.9958233294469861
spreading	10	0.995823636668064
buffet	12	0.9958251727734534
versa	10	0.9958257872156095
slim	10	0.9958279377631517
scales	8	0.9958279377631526
spouses	9	0.9958288594263873
prize	12	0.9958294738685407
bubble	6	0.9958325460793201
explaining	9	0.995834082184709
oldies	21	0.9958356182900996
squad	16	0.9958377688376441
casually	9	0.9958393049430316
guess	8	0.9958402266062641
supports	9	0.9958402266062665
antennas	8	0.9958408410484203
thus	10	0.9958417627116564
aim	8	0.9958420699327324
veteran	11	0.9958423771538103
sane	12	0.9958426843748899
denise	6	0.9958436060381207
awarded	7	0.9958463710278233
punish	12	0.9958466782489009
thereafter	6	0.99584790713321
knitting	15	0.9958491360175231
retail	10	0.9958503649018337
sierra	24	0.9958503649018344
maturity	10	0.9958537443336911
appalachian	11	0.9958543587758464
astounded	4	0.9958546659969215
diaper	10	0.9958546659969245
housework	9	0.9958552804390779
richer	10	0.9958562021023124
warfare	11	0.9958577382077004
pollute	13	0.9958592743130897
fridays	11	0.9958617320817142
investigate	9	0.9958629609660242
cabbage	7	0.9958654187346457
nonexistent	10	0.9958663403978802
gregory	2	0.9958666476189568
biblical	8	0.9958684909454248
plains	15	0.995868490945425
remakes	4	0.9958694126086584
stiff	9	0.9958700270508146
achieve	15	0.9958706414929702
roanoke	9	0.9958715631562017
highlights	9	0.9958737137037494
devote	11	0.9958743281459048
drags	9	0.9958789364620724
catches	11	0.9958789364620725
raking	7	0.9958792436831491
synthesis	8	0.9958801653463814
environmentally	10	0.9958801653463835
