lexeme	frequency	dispersion
čiːʔukʷ-ʔis	0.8911068611044703	1
hatk-ma	0.8911068611044703	2
hin-ačišt	0.8911068611044703	1
čiː-ačisth	0.8911068611044703	1
maƛ	0.8911068611044703	1
ʔuːš-taq	0.8911068611044703	1
hupi·	0.8911068611044703	1
čiːʔuk-ʔis	0.8911068611044703	1
kiːɬ-ʼiƛ	0.8911068611044703	1
wiḥaː-ʼitap	0.8911068611044703	1
dupː-yaqʷ-uː	0.8911068611044703	1
čaːni-??	0.8911068611044703	1
čamaːs	0.8911068611044703	2
ḥuq-ʼitap	0.8911068611044703	1
ḥuq-ʼas	0.8911068611044703	1
p̓iḥ	0.8911068611044703	1
qewː	0.8911068611044703	1
qʷi-yu	0.8911068611044703	1
ʔu-kčamaɬča	0.8911068611044703	1
kiḥ-ca·s	0.8911068611044703	1
ʔunw̓iː(ƛ)	0.8911068611044703	1
k̓ic-ca·s	0.8911068611044703	2
kʷin̓aɬ	0.8911068611044703	1
ƛ̓iːxʷ	0.8911068611044703	1
p̓aːčiːna-ʼatḥ	0.8911068611044703	1
čim-ʼi·(ƛ)	0.8911068611044703	1
hup	0.8911068611044703	2
ka-ču·-ʔaːɬ	0.8911068611044703	1
wik-sinḥi	0.8911068611044703	1
dup#-cik-mis	0.8911068611044703	1
ḥuq-ʼa·s	0.8911068611044703	1
ʔuːpi	0.8911068611044703	1
yušu-ink	0.8911068611044703	1
qay̓a·xʷas	0.8911068611044703	2
k̓atyiːk	0.8911068611044703	1
ʔaniːya-č̓ak	0.8911068611044703	1
hiyiq-šaḥap-ckʷi·	0.8911068611044703	1
qay̓u·xʷ	0.8911068611044703	1
ƛ̓ik-u·ɬ	0.8911068611044703	2
ʔuːš-ckʷi·-ʔaːɬ	0.8911068611044703	1
ƛ̓ik-uːɬ	0.8911068611044703	1
iʔaḥ	0.8911068611044703	1
qʷa-(č)iɬ	0.8911068611044703	1
hiš-cuq	0.8911068611044703	1
qay̓a·xʷ	0.8911068611044703	1
č̓itkʔis	0.8911068611044703	2
ɬuːcma-matak	0.8911068611044703	1
č̓am-ic̓i·	0.8911068611044703	1
pi·	0.8911068611044703	1
taːpʔim	0.8911068611044703	1
saːč̓a-ink	0.8911068611044703	2
tapʕaq	0.8911068611044703	4
taːpʕim	0.8911068611044703	2
yaqʷ-siːk	0.8911068611044703	1
ʔunaː-ʕa·či	0.8911068611044703	1
ʔuy-ista-im	0.8911068611044703	1
huʔa-a·s	0.8911068611044703	1
ʔaƛpu-p̓it	0.8911068611044703	1
č̓aːp	0.8911068611044703	1
ʔaya-maḥsa	0.8911068611044703	1
hawiɬ-čaq-y̓akʷ	0.8911068611044703	1
ƛaːmaksim	0.8911068611044703	2
ƛaːmaksunup	0.8911068611044703	1
cik-paɬ	0.8911068611044703	2
dupː-ƛ̓ay̓ixʷ	0.8911068611044703	2
kʷaʔaɬ	0.8911068611044703	2
ʔu-ʼaɬa	0.8911068611044703	1
kʷama	0.8911068611044703	4
ʔu-ʔaɬa	0.8911068611044703	1
tumiːs	0.8911068611044703	2
tas	0.8911068611044703	2
miɬ-a·s	0.8911068611044703	1
tupk-a·s	0.8911068611044703	1
k̓ic-aːʔis	0.8911068611044703	1
ʔiškʷiːc	0.8911068611044703	1
hiɬ-sp̓i·	0.8911068611044703	2
ʔu-ʼa·qsta	0.8911068611044703	1
ƛuːʔak	0.8911068611044703	1
ʔu-ḥʷʼaɬ-ckʷi·	0.8911068611044703	2
ʔišc̓iːp	0.8911068611044703	1
ƛ̓aːqƛ-w̓it̓as	0.8911068611044703	1
sit	0.8911068611044703	1
ʔuc̓inap	0.8911068611044703	1
ƛa	0.8911068611044703	1
y̓as	0.8911068611044703	1
v.wedge	0.8911068611044703	1
tumis	0.8911068611044703	2
hin-as-matak	0.8911068611044703	1
ʔaːʔaːʔiša·	0.8911068611044703	2
dup-c̓iq-ink	0.8911068611044703	2
ʔuxʷ-ʼas-ckʷi·	0.8911068611044703	2
yaːšmaɬ	0.8911068611044703	1
dup#-wiːq-y̓a·	0.8911068611044703	1
wik-sa·ʔa	0.8911068611044703	1
ḥaːʔḥuːp	0.8911068611044703	1
ʔinštis	0.8911068611044703	3
n̓ač-p̓ič	0.8911068611044703	2
hiɬ-tqi·	0.8911068611044703	1
keel	0.8911068611044703	1
čamaqƛ-cuk	0.8911068611044703	1
cikʷ-as	0.8911068611044703	1
hiɬ-ʼakƛi-aqs	0.8911068611044703	1
cik-cuːt	0.8911068611044703	1
wik-ʼaɬuk	0.8911068611044703	1
ʕiːq	0.8911068611044703	4
yaxʷ	0.8911068611044703	3
ʔu-caḥtak	0.8911068611044703	2
ƛičaː	0.8911068611044703	1
šaːxt-as	0.8911068611044703	1
ʔunwiː	0.8911068611044703	1
huʔa-p̓inq-sak	0.8911068611044703	1
qʷaːʔ	0.8911068611044703	1
ʔu-ḥʷʼaɬ-ckʷi·-ʔaːɬ	0.8911068611044703	2
yačaː	0.8911068611044703	3
tin̓uːk	0.8911068611044703	1
sačk-aɬ	0.8911068611044703	2
tas-maɬ-it	0.8911068611044703	1
qʷaː-ckʷi·	0.8911068611044703	1
tukʷa	0.8911068611044703	1
hiːʔuɬa	0.8911068611044703	1
čamaqƛ-ckʷi·	0.8911068611044703	1
č̓iːt	0.892421706908917	4
ʕaciːs	0.8927803012192206	2
wik-ʕaƛ	0.89337795840306	4
waːɬak	0.8940951470236671	4
ʔaƛ-c̓iq	0.8948123356442744	2
ʔumʔi	0.8969639015060962	3
tukʷaq	0.8969639015060962	3
ta	0.8974420272531676	2
kʷis-tu·p	0.8993545302414535	8
č̓iːq-ʼaqa	0.8993545302414535	2
ʔu-ʼa·ɬuk	0.8993545302414536	3
qʷayac̓iːk-štaqumɬ	0.9010279703562037	13
yac	0.901625627540043	4
muwač-m̓i·t	0.9030600047812575	34
wik-ʔaɬ	0.9030600047812575	3
ʔusit	0.905331102079847	2
hiš-(č)iɬ	0.9054506335166149	2
ʔinkʷ-ʽiɬ	0.9083193879990438	4
ƛawa	0.9086779823093473	8
qʷaː-wa·	0.909873296677026	2
ƛumk	0.9099928281137938	8
watq	0.9099928281137939	5
kaːpap	0.9110686110447048	4
wa·-na·k	0.9114272053550083	4
hiːhiːq-šaḥap	0.9123834568491515	4
maː	0.9141764284006694	6
ƛawa-uɬ	0.9151326798948124	4
ʔu-ckʷi·	0.9158498685154195	2
ʔu-kči·-ʽiɬ	0.9158498685154195	1
y̓ukʷi·q-sasa	0.9158498685154195	1
t̓an̓a-na·k	0.9158498685154195	1
m̓aːn̓uːʔisʔatḥ	0.9158498685154195	1
čaːmat̓a	0.9158498685154195	1
ḥaːḥuːɬ	0.9158498685154195	1
ʔu-cuw̓at	0.9158498685154195	1
[~]	0.9158498685154195	2
ɬuucma	0.9158498685154195	1
qiɬsmaq-ʼaqsup	0.9158498685154195	1
qiɬsmaq-ʼaqsup.	0.9158498685154195	1
qiɬsmaq-ʼatḥ	0.9158498685154195	1
ʔaːnaḥa	0.9158498685154195	1
yaqʔaƛ	0.9158498685154195	1
taqimɬ	0.9158498685154195	1
ʔu-(y)imɬ-ckʷi·	0.9158498685154195	1
c̓uʔičḥ	0.9158498685154195	4
k̓ʷis	0.9158498685154195	4
hiːsaʔac̓aƛ	0.9158498685154195	1
quːʔičiƛ	0.9158498685154195	1
kuḥʷ	0.9158498685154195	1
yaq-čhi	0.9158498685154195	1
ƛaʔuː-čhi	0.9158498685154195	1
saɬ	0.9158498685154195	1
ʔaƛpu-qʔičḥ	0.9158498685154195	2
school	0.9158498685154195	1
ʔuːš-y̓a·	0.9158498685154195	1
naʔaːt	0.9158498685154195	1
ƛiːsƛiːs	0.9158498685154195	1
tiːčas	0.9158498685154195	1
ʔuːš-c̓aɬ	0.9158498685154195	1
wik-y̓a·	0.9158498685154195	1
ƛ̓up-ʽi·čḥ	0.9158498685154195	3
cuw̓it	0.9158498685154195	1
ʕay̓iːčḥ	0.9158498685154195	1
sus-iɬ-aya	0.9158498685154195	1
ʔuːc-ḥn̓a·k	0.9158498685154195	1
caxtqiː	0.9158498685154195	1
dup-qac-čup̓ič	0.9158498685154195	1
n̓up-qimɬ	0.9158498685154195	1
ʔu-ʔi·ʔas	0.9158498685154195	1
hist-(č)iɬ	0.9158498685154195	1
ƛ̓iƛ̓iḥiy̓uuḥ,	0.9158498685154195	1
č̓aty̓a	0.9158498685154195	1
ƛapisum	0.9158498685154195	1
wik-ʔa·ta	0.9158498685154195	1
hačʔinštup	0.9158498685154195	1
ḥaːʔiːsaƛ	0.9158498685154195	1
y̓aʔisi	0.9158498685154195	1
wik-tim	0.9158498685154195	1
kinḥ	0.9158498685154195	2
wik-ʔa·ta-im	0.9158498685154195	1
ƛ̓iḥapiːḥ	0.9158498685154195	3
ʔiʔišpaːɬ	0.9158498685154195	6
ʔu-(ʔ)aːpi	0.9158498685154195	1
ʔiš-ʔuːk	0.9158498685154195	1
ʔu-y̓i·ḥa-in	0.9158498685154195	1
ʔišc̓iːp-m̓i·t	0.9158498685154195	4
čaːnaːƛ	0.9158498685154195	1
ʔuyi-ʼi·sim	0.9158498685154195	1
hupkʷ-ista	0.9158498685154195	3
waʔič-swi·	0.9158498685154195	2
ʔisčc̓iːp-m̓i·t	0.9158498685154195	1
his-i·k-ḥaːɬ	0.9158498685154195	1
tuq	0.9158498685154195	2
ḥuq	0.9158498685154195	2
qʷaː-a·nuːƛ	0.9158498685154195	1
ʔiš-p̓aɬ	0.9158498685154195	2
ƛ̓imcsit	0.9158498685154195	1
qaɬ-ca	0.9158498685154195	1
ʔiq-ḥap	0.9158498685154195	1
mamums	0.9158498685154195	2
qum̓aː-na·k	0.9158498685154195	1
qʷa-na·k	0.9158498685154195	1
huʔa	0.9158498685154195	1
[union man-či(ƛ)-ʼaƛ]	0.9158498685154195	1
wik-paɬ	0.9158498685154195	1
hink̓uːʔas	0.9158498685154195	1
ʔaya-iːp	0.9158498685154195	2
naʔiːq	0.9158498685154195	1
qu-qs	0.9158498685154195	2
wik-ʼaqƛ	0.9158498685154195	1
qʷa-ʼaqƛ	0.9158498685154195	1
čaːnaːt	0.9158498685154195	1
mamuuk	0.9158498685154195	1
hist-anam	0.9158498685154195	1
qu-(kʷ)iːɬ	0.9158498685154195	1
qu-(k)čamaɬčiq	0.9158498685154195	1
m̓aɬ	0.9158498685154195	2
qʷaː-ɬḥs	0.9158498685154195	1
miɬɬ	0.9158498685154195	1
hawiː(ƛ)	0.9158498685154195	2
ƛusmit	0.9158498685154195	1
čaːniː	0.9158498685154195	1
ʔayaq	0.9158498685154195	1
ʔaya-qs	0.9158498685154195	1
[100 ton-ʼaƛ-quː]	0.9158498685154195	1
n̓up-p̓it	0.9158498685154195	1
ʔaya-c̓inap	0.9158498685154195	1
ʔu-c̓inap	0.9158498685154195	1
qum̓aː-c̓aq	0.9158498685154195	1
ɬuːcsaːm̓iːḥ	0.9158498685154195	1
alberni	0.9158498685154195	3
ʔaːsiːqsu	0.9158498685154195	1
p̓aːčiːna	0.9158498685154195	2
kitḥ-y̓akʷ	0.9158498685154195	1
c̓iːsapiq	0.9158498685154195	1
kʷaʔuːc	0.9158498685154195	1
ƛ̓up-nit	0.9158498685154195	2
huḥtak-maḥsa	0.9158498685154195	1
ʔu-cuːt	0.9158498685154195	1
ḥayu-qʔičḥ	0.9158498685154195	1
hist-ʼi	0.9158498685154195	1
ʔu-cḥin	0.9158498685154195	1
[6 years-ši(ƛ)-ʼaƛ-s]	0.9158498685154195	1
n̓upu-qʔičḥ	0.9158498685154195	1
ʔu-(k)čamaɬčiq	0.9158498685154195	1
ʔuːsḥhy̓ims	0.9158498685154195	1
ʔaƛa-in	0.9158498685154195	2
[third year-k̓uk-ʼaƛ-uk]	0.9158498685154195	1
[third year-ʼaƛ-uk-ʔi·š]	0.9158498685154195	1
[two year-ši(ƛ)-ʼaƛ]	0.9158498685154195	1
[three years-ʼaƛ-s-ʔa·ɬ]	0.9158498685154195	1
yaq-čiːɬ	0.9158498685154195	1
waa	0.9158498685154195	1
huiḥtak	0.9158498685154195	1
ʔašx̣ʷ	0.9158498685154195	1
ʔan-(č)iɬ	0.9158498685154195	1
ƛuɬ-mis	0.9158498685154195	1
ʔayaq-čaː	0.9158498685154195	1
hiyiq-tu·p	0.9158498685154195	1
ʕimt	0.9158498685154195	1
ʔuna	0.9158498685154195	1
hapsy̓up	0.9158498685154195	1
hap-ca·sqi·	0.9158498685154195	1
ƛišƛin	0.9158498685154195	1
č̓isa·q…ḥtim	0.9158498685154195	1
č̓aɬč̓a	0.9158498685154195	4
quːna	0.9158498685154195	1
k̓ac-ʼiƛ	0.9158498685154195	1
qʷisḥ	0.9203920631125987	7
qawiqaːɬ	0.9203920631125987	31
ʔu-ʼaɬuk	0.9203920631125987	1
wi-pap	0.9203920631125987	2
ƛaʔuː-cḥi	0.9203920631125987	1
kʷis-dup…sa·ḥi	0.9203920631125987	1
wik-ʔi·(ƛ)	0.9203920631125987	1
hiɬ-inʕatu	0.9203920631125987	3
ʔuːc̓uqʷaʔi	0.9203920631125987	1
hačɬiːƛ-spa	0.9203920631125987	1
ʔaɬčac	0.9203920631125987	2
naːḥt̓ač	0.9203920631125987	1
ʔaːma	0.9203920631125987	1
k̓aːsč̓a	0.9203920631125987	2
ʔana-uː	0.9203920631125987	1
y̓uːqʷaː-ƛa·	0.9203920631125987	1
ƛaʔu-(k)taq-ʼas	0.9203920631125987	1
ʔaḥʔaː-ƛa·	0.9203920631125987	1
c̓awa·	0.9203920631125987	1
naʔaː-ataḥ-ʼi·sim	0.9203920631125987	1
ʔuyiː	0.9203920631125987	1
aɬa	0.9203920631125987	1
naʔaː-ataḥ	0.9203920631125987	2
ʔuːš-w̓in	0.9203920631125987	1
wik-ʽiɬ	0.9203920631125987	3
tukuːk	0.9203920631125987	12
hiḥ	0.9203920631125987	4
c̓ax	0.9203920631125987	4
ƛ̓ax	0.9203920631125987	1
čiː-(kʷ)ituƛ	0.9203920631125987	1
hiɬ-ʼa·	0.9203920631125987	3
ʔaḥʔaːɬ	0.9203920631125987	1
ʔu-t̓iʔiɬ	0.9203920631125987	1
qʷea-ya·tuk	0.9203920631125987	1
ƛ̓iniːḥak	0.9203920631125987	2
č̓u	0.9203920631125987	5
hin-ʔi·ʔatu	0.9203920631125987	1
ʔiq-sa·cu	0.9203920631125987	1
hiḥ-ʼu(ƛ)	0.9203920631125987	3
ʔana-qs	0.9203920631125987	2
wi-ʔiː	0.9203920631125987	1
ʔaqiʔištiːk	0.9203920631125987	1
ḥacxʷinƛ	0.9203920631125987	1
hin-i·ʔatu	0.9203920631125987	4
qukuːk	0.9203920631125987	1
ʔu-(w)aƛ-ƛa·	0.9203920631125987	1
ʔaƛ	0.9203920631125987	1
ḥačxʷinƛ	0.9203920631125987	4
hisa-qḥɬi	0.9203920631125987	1
sayaː	0.9203920631125987	2
kʷaːc̓inuː	0.9203920631125987	1
ḥiɬ	0.9203920631125987	1
ƛaʔuːkʷiʔatḥ-spa	0.9203920631125987	1
hita-ʼaqƛis	0.9203920631125987	1
qiː-(y)u·k̓ʷaːɬ	0.9203920631125987	2
ḥačx-tu·p	0.9203920631125987	1
qawiqa·ɬ	0.9203920631125987	1
m̓uksy̓i-qc̓aƛ	0.9203920631125987	1
t̓i-qs	0.9203920631125987	1
ƛayuːkʷiƛ	0.9203920631125987	1
p̓uːʔi	0.9203920631125987	2
qʷi-sa·ḥi	0.9203920631125987	1
kʷis-sa·ḥi	0.9203920631125987	1
tuč̓a-csiʔiɬ	0.9203920631125987	1
č̓u-y̓i·ḥa	0.9203920631125987	3
wiḥi-ʼu(ƛ)	0.9203920631125987	3
hiš-ca	0.9203920631125987	1
ʔaʔiːḥ	0.9203920631125987	1
qacqas	0.9203920631125987	1
t̓imyis	0.9203920631125987	2
ḥunqis	0.9203920631125987	2
wiḥi-ʼa·s-ʼatḥ	0.9203920631125987	2
waː-ƛa·	0.9203920631125987	1
ʔu-pap	0.9203920631125987	1
ḥačxʷi·-qčik	0.9203920631125987	1
y̓a·q-naq	0.9203920631125987	3
ʔuːkʷiːqstaƛ	0.9203920631125987	1
kakaw̓in	0.9203920631125987	2
ʔimč̓aːqy̓ak	0.9203920631125987	2
dup-ʔu-kʷink	0.9203920631125987	1
ḥan̓aḥtup	0.9203920631125987	1
ʔint	0.9203920631125987	2
ƛ̓iƛk	0.9203920631125987	2
ʔaʔataɬ	0.9203920631125987	1
cis-insʔiː	0.9203920631125987	1
ƛiḥ-ʽsa(ƛ)	0.9203920631125987	1
k̓ʷiny̓uqʷ-ʔis	0.9203920631125987	1
ʼiḥta-ʼa·	0.9203920631125987	1
wiḥi-ʽsan̓ap	0.9203920631125987	1
ʔaya-qs-ƛa·	0.9203920631125987	1
ʕac̓ik-ƛa·	0.9203920631125987	1
dup-tušk-ʼiːḥ	0.9203920631125987	1
ʔu-ʼinɬ	0.9203920631125987	1
hinat	0.9203920631125987	1
wiːqḥap-w̓it̓as-ʔaːš	0.9203920631125987	1
ḥaʔukʷiƛ̓as	0.9203920631125987	1
qaːḥiːta	0.9203920631125987	1
c̓a-ʔiː-ʼa·	0.9203920631125987	1
č̓aniː	0.9203920631125987	2
qʷis-ƛa·	0.9203920631125987	1
ɬači(ƛ)	0.9203920631125987	1
n̓uwiʔi·qsu	0.9203920631125987	1
k̓acḥ-a·ɬ	0.9203920631125987	1
tukʷ-aq-ʔin	0.9203920631125987	1
ta-maɬ-n̓i·	0.9203920631125987	1
wik-n̓i·	0.9203920631125987	1
ta-ʽsa(ƛ)	0.9203920631125987	3
kʷis-ut-quː-ʼa	0.9203920631125987	1
ʕaʕiƛ	0.9203920631125987	1
ʼaqƛ-ʼiḥta	0.9203920631125987	1
hin-(w)aƛ	0.9203920631125987	2
n̓uw̓i·q	0.9203920631125987	4
quːm̓a-ʔi·(ƛ)	0.9203920631125987	1
ʔuːna-wa·	0.9203920631125987	1
ʔuːš-(č)iɬ	0.9203920631125987	1
c̓awa-(č)iɬ	0.9203920631125987	1
kaː-pap	0.9203920631125987	1
ʔuyi-??	0.9203920631125987	1
č̓u-p̓u·qs	0.9203920631125987	1
mux̣ʷ	0.9203920631125987	1
hačɬatuqʷak	0.9203920631125987	1
ʔukʷ-i·qsta-ckʷi·	0.9203920631125987	1
k̓iɬanus	0.9203920631125987	2
hiš-ʼaːqsḥhin	0.9203920631125987	1
tupkaːpiːḥ	0.9203920631125987	1
ƛ̓is-it	0.9203920631125987	1
ʔukʷi-čink	0.9203920631125987	1
ḥacxʷi·	0.9203920631125987	2
hiɬ-ʼa·ḥi	0.9203920631125987	1
ʔu·q-či	0.9203920631125987	2
ʔuːšc̓aɬ	0.9206311259861345	3
sukʷi(ƛ)-ʼi·č	0.9227826918479561	2
ƛiḥ-ʽsaƛ	0.9227826918479561	2
ʔaqaq	0.9240975376524025	3
ʔaːnaḥi	0.9240975376524027	3
nunuːk-qčik	0.9240975376524027	2
č̓iːma	0.9251733205833136	8
hihiq-tu·p	0.9252928520200814	7
wa·ɬ-ʼaqstuƛ	0.9291178579966531	4
haw̓a-awiːqš	0.9303131723643318	3
t̓aːqaːk	0.9306717666746355	3
ʔu-ayi·	0.9322256753526179	2
ʕa·siq-na·k	0.9331819268467607	3
šiːƛuk	0.9331819268467607	3
č̓i-ʔatu	0.9331819268467607	2
n̓iƛkʷaq	0.9331819268467607	3
maɬ	0.9335405211570643	2
t̓apatḥsi	0.9335405211570643	3
mitxʷ	0.9335405211570643	2
ʕaːnis-m̓i·t	0.9336600525938322	19
ƛuːɬ-ḥap	0.9336600525938322	4
huːɬ	0.9336600525938322	6
huyaːɬ	0.9336600525938322	3
ʔumč̓aːp	0.9336600525938323	4
ʔu-waƛ	0.9342577097776715	4
c̓itkʷ-ʽpiƛ	0.934855366961511	2
suw̓a	0.934855366961511	2
ʔuxʷaːpi	0.935572555582118	4
kʷi	0.935572555582118	3
ƛ̓uč̓um-ckʷi·	0.935572555582118	4
hiɬ-aʕaq-ʽiɬ	0.9385608415013147	2
ʔuː	0.9385608415013148	4
hišuk	0.9405928759263688	3
sukʷi(ƛ)-ʼas	0.941310064546976	4
siːḥ-iɬ	0.9426249103514225	4
wik-ḥsa·	0.9432225675352618	4
ƛawa-insʔiː	0.9451350705235477	2
ƛ̓iːxʷ-ʼa·qa	0.9457327277073871	2
n̓amiɬ	0.9464499163279942	4
čaː	0.9464499163279944	3
siq	0.9533827396605308	2
kaːʔa	0.9533827396605308	4
t̓iqʷ-ʽpiƛ	0.9533827396605308	2
c̓iːk-ʔaɬ	0.9533827396605308	3
quʔušin-m̓i·t	0.9533827396605309	13
w̓aqʔuː	0.9533827396605309	4
wik-siɬa	0.9535022710972986	2
yaqʷ-ʼa·ɬčiqḥ	0.9535022710972986	2
naːty̓aqak	0.9536218025340665	2
saya·-ʔiː	0.9536218025340665	2
hiš-suːƛ	0.9536218025340665	2
hinumsinƛ	0.9539803968443701	2
ʔaƛ-qʔičḥ	0.9544585225914417	3
qacc̓a-qʔičḥ	0.9544585225914417	2
ʔu-ksnaʕaːɬ	0.9545780540282095	5
y̓umḥ	0.9548171169017451	2
siq-iːɬ	0.9551757112120487	2
haši·	0.9555343055223523	2
qʷaː-čiːɬ	0.9557733683958881	2
ʔu·qumḥi-qaq	0.9566100884532631	1
ɬiɬiːtapi	0.9566100884532631	2
čiː-n̓i-san̓ap	0.9566100884532631	1
qiːy-ačišt	0.9566100884532631	1
ƛušinqak	0.9566100884532631	1
saya·-šti·p	0.9566100884532631	1
qʷayac̓iːk-štaqmuɬ	0.9566100884532631	1
yaqʷ-wi·-ʼiɬ	0.9566100884532631	1
wik-ʼa·p	0.9566100884532631	1
hamu·t-naq	0.9566100884532631	2
qun-ʼiḥta	0.9566100884532631	2
ƛ̓iːxʷ-p̓ičḥ	0.9566100884532631	1
ʔaqi-ʔuːk	0.9566100884532631	1
t̓aːqukʷi(ƛ)	0.9566100884532631	2
ƛaʔu-c̓iq	0.9566100884532631	2
ʔuːš-aɬa	0.9566100884532631	2
ʔu·q-iːya	0.9566100884532631	1
šiːƛ	0.9566100884532631	2
ƛ̓iːsw-p̓ičḥ	0.9566100884532631	1
picksy̓iq-naq	0.9566100884532631	1
kiɬ-w̓inq-si	0.9566100884532631	1
hin-iːc-su(ƛ)	0.9566100884532631	1
qʷi-ciy̓uk	0.9566100884532631	1
quːɬ	0.9566100884532631	1
ʔu-ʔiː-cqiː	0.9566100884532631	1
qʷaː-maḥsa	0.9566100884532631	1
ʔu-kči-amaɬči	0.9566100884532631	1
č̓iːmaq-iːɬ	0.9566100884532631	1
c̓awa·-čiɬ	0.9566100884532631	1
muwač-m̓it	0.9566100884532631	1
nunuːk-či·p-ʼi·s	0.9566100884532631	1
ƛ̓ik-aʕaq-ʽpiƛ	0.9566100884532631	1
nu-ʕiƛ	0.9566100884532631	1
ʕaq-c̓aqḥ-t̓a·na	0.9566100884532631	1
nat-misa-ʽipiƛ-t̓a·na	0.9566100884532631	1
k̓aš-ḥta·kʷ-ʽiɬ-t̓a·na	0.9566100884532631	1
ʕaq-c̓aqḥ	0.9566100884532631	1
ḥupt	0.9566100884532631	1
kamatq-wa·s	0.9566100884532631	1
a·ʕatu	0.9566100884532631	1
qs	0.9566100884532631	1
hiɬhin-qs	0.9566100884532631	1
ʔu-a·cqin	0.9566100884532631	2
hup-a·cqi	0.9566100884532631	2
qʷayac̓iːk-mu·t	0.9566100884532631	1
taɬ-tqi·-ʽiɬ	0.9566100884532631	1
čat	0.9566100884532631	2
w̓aː-kum-sa-siɬa	0.9566100884532631	1
ʕuq-ʽiɬ	0.9566100884532631	1
ʔu-ḥta·-w̓it̓as	0.9566100884532631	1
ʔinkʷ-iːɬ	0.9566100884532631	2
pu-mi·piƛ	0.9566100884532631	1
wawaː-cst̓aɬ	0.9566100884532631	1
kamatqʷ-wa·s-na·k	0.9566100884532631	1
wik-aɬc̓a	0.9566100884532631	1
n̓aːčuk-ʼin	0.9566100884532631	2
sukʷiƛ-na·k	0.9566100884532631	1
ʔaʔaːtuː-ʼin	0.9566100884532631	1
ʔak̓uɬi	0.9566100884532631	1
ʔučq-c̓u·	0.9566100884532631	4
sukʷiƛ-či·	0.9566100884532631	2
sukʷi(ƛ)-ʼa·s	0.9566100884532631	1
ʔak̓uɬ-š	0.9566100884532631	1
hiɬ-api-ʽiɬ	0.9566100884532631	1
čaːyixʷ-api-ʽiɬ	0.9566100884532631	1
qiːy-api-ʽiɬ	0.9566100884532631	1
kuḥʷ-iqs	0.9566100884532631	4
yaq-či	0.9566100884532631	1
ʔučq	0.9566100884532631	4
wukʷiƛ	0.9566100884532631	1
pu-n̓i-ʽsaƛ	0.9566100884532631	1
haːʕin-yu	0.9566100884532631	1
hupi·-ʼin-ʔak	0.9566100884532631	1
kaps	0.9566100884532631	1
wiškaː	0.9566100884532631	1
huʔa-c̓in̓ap	0.9566100884532631	1
ʔučqmis	0.9566100884532631	1
ʔukʷa	0.9566100884532631	1
n̓ama-cp̓i·-a·čišt	0.9566100884532631	1
qʷayyac̓iːk-mu·t	0.9566100884532631	1
ʔučq-ʔinƛ	0.9566100884532631	1
yac-ʽsaƛ	0.9566100884532631	1
ʔoːmʔa	0.9566100884532631	1
ʔaḥku·-či·p	0.9566100884532631	1
kist̓a	0.9566100884532631	1
ʔu-ma·p	0.9566100884532631	1
ʕač-ʽsaƛ	0.9566100884532631	1
sup̓icmis	0.9566100884532631	1
ʕup-kswi·q-ʼaqƛ-n̓uk	0.9566100884532631	1
ʔiq-sta-ʽsaƛ	0.9566100884532631	1
hist-a·čiƛ	0.9566100884532631	1
tuxʷ-kʷi-ʽsaƛ	0.9566100884532631	1
m̓a-ʔakʷa	0.9566100884532631	1
ʔana-ʼis-iny̓u	0.9566100884532631	3
taːč̓a	0.9566100884532631	2
taːč̓a-ckʷi·	0.9566100884532631	1
muk-iːp	0.9566100884532631	1
yaq-ʼa·ɬčiqḥ	0.9566100884532631	1
hixʷ	0.9567296198900312	2
ḥaːtḥaːkʷaƛ	0.956849151326799	3
t̓aːtn̓a-čiːɬ	0.956849151326799	3
kʷiːsḥin	0.956968682763567	3
ʔiːč̓um	0.956968682763567	5
ʔi·ḥʷ-camis	0.956968682763567	5
naːw̓aḥi	0.9588811857518528	4
hiš-umɬ	0.9599569686827636	4
qʷisḥ-ʼaːḥ	0.9658140090843893	2
yaː-ʼaqƛ-st̓aɬ	0.9660530719579249	2
ʕims	0.9660530719579249	1
ḥaḥumt̓uː	0.9660530719579249	1
ʔuːšc̓aɬuk	0.9660530719579249	1
hita-cpa·	0.9660530719579249	1
ʔuːš-iːc	0.9660530719579249	1
ƛa-qimɬ-ʼas	0.9660530719579249	1
kamatq-ʼiːḥ	0.9660530719579249	1
wiːq-č̓ap	0.9660530719579249	1
hinq	0.9660530719579249	1
siːčpaːx	0.9660530719579249	3
ʔuːš-a·tuk	0.9660530719579249	1
ʔu-a·tuk	0.9660530719579249	1
ʔuːš-tu·p-ayi·	0.9660530719579249	1
haʔum-štu·p	0.9660530719579249	1
ʔinčiɬ-ʔaːɬ	0.9660530719579249	1
ʔuːš-ḥtin-qak	0.9660530719579249	1
ʔunw̓iːƛ-ckʷi·-ʔaːɬ	0.9660530719579249	1
ʔu-č̓ak-ckʷi·	0.9660530719579249	1
ʔuːš-ca-panač	0.9660530719579249	1
tuḥ-dup…st̓uː	0.9660530719579249	2
tuḥ	0.9660530719579249	1
ʔaya-ckʷi·	0.9660530719579249	1
ḥaːḥuːpa-y̓ak-ƛa·	0.9660530719579249	1
č̓iḥ	0.9660530719579249	3
wiːq	0.9660530719579249	2
wiːqḥap	0.9660530719579249	1
ḥaw̓iɬ-aq	0.9660530719579249	1
ʔana-ʼinḥi	0.9660530719579249	2
