lexeme	frequency	dispersion
ʔačaq	0.8724599569686827	2
nani·qsu	0.8728185512789864	10
ɬaːkʷ	0.8730576141525221	2
m̓uč̓ič-tu·p	0.8740138656466651	3
hiɬ-sasa	0.8740138656466652	2
muː-qʔičḥ	0.8748505857040404	6
t̓ašiː	0.8754482428878796	2
n̓aš	0.8762849629452546	7
ƛaḥ-aqsak	0.8764044943820225	4
wiḥi-ʼu·ƛ	0.8765240258187903	2
ƛ̓aqapt	0.8765240258187904	4
m̓a	0.8766435572555582	3
hat̓iːs	0.8766435572555584	3
čukʷaː	0.876882620129094	6
ʔu·q	0.8770021515658619	4
niːḥ-iɬ	0.8770021515658619	2
sukʷink	0.8770021515658619	3
pawaɬ	0.8777193401864691	3
čapxʷ-na·k	0.8778388716232369	2
ʔi·ḥʷ	0.8780779344967727	6
ʔana-ckʷi·	0.8780779344967727	3
ʔu-qḥɬi	0.8786755916806122	7
his-iːʔas	0.8795123117379873	2
čaʔaːɬ-či·	0.8801099689218264	6
qʷaː-ƛa·	0.8819029404733445	3
ḥakum	0.8820224719101124	4
ʔu-ʔiːp	0.8820224719101124	2
ʔu-siːk	0.8833373177145589	3
naʔuːk	0.8833373177145589	2
ʔuyi-ckʷi·	0.8833373177145589	2
ƛaƛuː	0.8834568491513267	3
qiː-t̓an̓a	0.8856084150131485	1
qʷiyu-ckʷi·	0.8856084150131485	1
siːk-c̓inƛ	0.8856084150131485	1
siːk	0.8856084150131485	7
hita-c̓inƛ	0.8856084150131485	2
yuːpi-ckʷi·-matak	0.8856084150131485	1
yuːpi	0.8856084150131485	1
yu-ksa·ʔa	0.8856084150131485	1
ʔu-ʔi·ya-ačišt-ckʷi·	0.8856084150131485	1
t̓ayuː	0.8856084150131485	2
kuːnaː	0.8856084150131485	3
ʔaƛa-ista	0.8856084150131485	1
qacc̓a-ista	0.8856084150131485	1
hin-a·či(ƛ)	0.8856084150131485	6
ʔutwiː-ckʷi·-ʔaːɬ	0.8856084150131485	1
wiʔak-sa	0.8856084150131485	1
hisiː-ckʷi·	0.8856084150131485	1
hiːstiƛ	0.8856084150131485	2
č̓iːnuːk-ʼatḥ	0.8856084150131485	1
čiːnu·k	0.8856084150131485	1
hist-ʼatḥ-ckʷi·	0.8856084150131485	1
captain	0.8856084150131485	1
šip	0.8856084150131485	2
hita-ʼa·qƛ̓as	0.8856084150131485	1
mak-ʼatu	0.8856084150131485	2
hiyiq-stup	0.8856084150131485	3
ƛ̓itḥaq	0.8856084150131485	2
čims-aʔaq	0.8856084150131485	1
qʷi-na·k	0.8856084150131485	2
ʔap	0.8856084150131485	2
ʔu-ʼi·č	0.8856084150131485	1
ʔaya-ims-ckʷi·	0.8856084150131485	1
piskit	0.8856084150131485	1
x̣ax̣aš-k̓uk	0.8856084150131485	3
hin-ačiːɬ	0.8856084150131485	1
ḥaʔu-ayi·	0.8856084150131485	1
naniːqsu	0.8856084150131485	4
ʔanu-wa·	0.8856084150131485	1
kaʔup	0.8856084150131485	4
hicnup-ista	0.8856084150131485	1
hin-a·s	0.8856084150131485	1
hin-(y)i·	0.8856084150131485	1
qʷi-(y)i·	0.8856084150131485	2
ʔani-wa·	0.8856084150131485	1
k̓acḥaq-stup	0.8856084150131485	1
ƛišƛiq-y̓ak	0.8856084150131485	2
qʷa·	0.8856084150131485	1
hita-qs	0.8856084150131485	1
hita-c̓in(ƛ)	0.8856084150131485	3
p̓iš	0.8856084150131485	2
ʔiːqḥ-y̓ak	0.8856084150131485	2
wič-siɬa-ckʷi·	0.8856084150131485	3
ʔunic-u·k̓ʷaːɬ	0.8856084150131485	1
wiːq-siɬa	0.8856084150131485	2
witwaːk	0.8856084150131485	1
ni-ʼatu	0.8856084150131485	3
ni-ʔatu	0.8856084150131485	1
p̓atqʷ-ʼaḥs	0.8856084150131485	1
caq	0.8856084150131485	2
ƛ̓aː	0.8856084150131485	2
ma-ʼuː	0.8856084150131485	1
qiɬcmaʕatḥ	0.8856084150131485	3
ƛ̓aːʔaː-ʼatḥ	0.8856084150131485	1
hiɬ-ʼa·qsta	0.8856084150131485	1
tačkʷa	0.8856084150131485	2
kuːnaː-qčis	0.8856084150131485	1
ʕaːḥuːs	0.8856084150131485	2
x̣unusčiʔatḥ	0.8856084150131485	1
his-aq	0.8856084150131485	1
hinata-ʼas	0.8856084150131485	2
hačɬiː(ƛ)	0.8856084150131485	2
hačɬ-ʼaːʔa	0.8856084150131485	1
k̓uː-čuk	0.8856084150131485	1
huʔa-ca-iːy̓uk	0.8856084150131485	1
ƛ̓iː-pi(ƛ)	0.8856084150131485	3
ʔu-k̓ʷič	0.8856084150131485	1
waː-??	0.8856084150131485	1
pawaɬ-ʼin	0.8856084150131485	2
kinčoːč-ʼatḥ-iːc-ckʷi·	0.8856084150131485	1
kinčoːč-ʼatḥ	0.8856084150131485	2
kʷis-uːq-ʼatḥ	0.8856084150131485	2
qʷa-ʽiɬ	0.8856084150131485	1
ƛ̓iːxʷ-snac-u·ɬ	0.8856084150131485	1
ʔuːšmaq-u·ɬ	0.8856084150131485	1
ʔuːš-ḥy̓ims	0.8856084150131485	1
ḥampi	0.8856084150131485	1
ƛih	0.8856084150131485	2
tuːpši(ƛ)	0.8856084150131485	1
tum-aqstu(ƛ)	0.8856084150131485	1
yu	0.8856084150131485	1
ʔimc̓ak	0.8856084150131485	1
ʔucuːt	0.8856084150131485	1
ʔatḥiː	0.8856084150131485	1
hita-quː-ʼa·	0.8856084150131485	1
yaqʷ-in̓ak	0.8856084150131485	1
dup#	0.8856084150131485	1
y̓imqimy̓uːƛ	0.8856084150131485	2
p̓išaq	0.8856084150131485	1
šiƛ-sti·s	0.8856084150131485	3
ḥaʔiːčḥ	0.8856084150131485	1
ʕaːkʷ-a·št	0.8856084150131485	2
ʔu-kʷiːɬ-ckʷi·	0.8856084150131485	1
ƛ̓uː-kʷiɬ	0.8856084150131485	1
c̓ikt̓aqis	0.8856084150131485	1
muičačiɬḥ	0.8856084150131485	1
wap̓uːqḥ	0.8856084150131485	1
waʔuːs	0.8856084150131485	3
ma-ʼu·	0.8856084150131485	1
waʔu-iːc	0.8856084150131485	1
c̓awa·-iːc	0.8856084150131485	1
hita-sa(ƛ)-na·k	0.8856084150131485	1
hupic̓atḥ	0.8856084150131485	1
načiqs	0.8856084150131485	2
minwaːʔath	0.8856084150131485	7
t̓a-yu·-a·čišt	0.8856084150131485	1
ʔuː-ci·y̓uk	0.8856084150131485	1
hita-c̓u·-sa(ƛ)	0.8856084150131485	1
kaƛḥak	0.8856084150131485	1
x̣ax	0.8856084150131485	1
šaxʷ-kʷa	0.8856084150131485	1
pu-ʼa·qƛ̓i(ƛ)	0.8856084150131485	1
years	0.8856084150131485	1
č	0.8856084150131485	1
ča	0.8856084150131485	2
kamatqʷ-a·qtu·	0.8856084150131485	1
kamatqʷ-ʼiːḥ	0.8856084150131485	1
t̓an̓a-ckʷi·	0.8856084150131485	1
qacc̓a-i·q-p̓it	0.8856084150131485	1
qum̓aː-kʷi	0.8856084150131485	1
pux-w̓isa·	0.8856084150131485	1
puxʷ-ačišt	0.8856084150131485	1
c̓a-ʔuq-ʼaqƛ-ʔis	0.8856084150131485	2
ʔuqƛ-n̓ukʷ	0.8856084150131485	1
ʔuqƛ-n̓uk	0.8856084150131485	1
hita-ʼaqƛ-sa(ƛ)	0.8856084150131485	1
matak	0.8856084150131485	1
ʔuna-ʔiː-ckʷi·	0.8856084150131485	1
y̓aːqn̓aq-ckʷi·	0.8856084150131485	2
y̓aːqn̓aq	0.8856084150131485	1
kamatqʷ-ʼa·qƛ̓i(ƛ)	0.8856084150131485	1
hiɬ-ḥu·-ʼas	0.8856084150131485	1
ʔuna-č-a·qtu·	0.8856084150131485	2
ʔu-ʕi(ƛ)	0.8856084150131485	1
ʔiːč̓im-ckʷi·	0.8856084150131485	1
ʔu-cḥi	0.8856084150131485	1
ḥaʔuk-ʕi(ƛ)	0.8856084150131485	1
k̓aḥ-kʷa	0.8856084150131485	5
ƛ̓aḥ-iqs	0.8856084150131485	1
qʷi-c̓u·	0.8856084150131485	1
hupaqʷ-anim	0.8856084150131485	1
ʔana-i·ƛ	0.8856084150131485	1
huʔa-a·qtu·	0.8856084150131485	2
ɬuːč̓	0.8856084150131485	1
šic-kʷa	0.8856084150131485	1
x̣ic-kʷa	0.8856084150131485	1
tak-sti·s-ckʷi·	0.8856084150131485	1
n̓up-c̓iq-maːɬ	0.8856084150131485	1
yak-quː-ʼa·	0.8856084150131485	1
hapt-kʷa	0.8856084150131485	1
hin-a·n̓uɬ	0.8856084150131485	1
waɬaːk-ckʷi·	0.8856084150131485	1
č̓itaːpi	0.8856084150131485	2
hiɬ-ʽi·s	0.8856084150131485	1
ƛakiš-pi-ʽiɬ	0.8856084150131485	2
nay̓aq	0.8856084150131485	1
ʔu-l-ḥu·ɬ	0.8856084150131485	1
kamatqʷ-ʼa·qƛ̓as	0.8856084150131485	1
maːqtusiːs	0.8856084150131485	1
qi-ʔiː-cuː	0.8856084150131485	1
hita-ʼa·qƛ̓iƛ-cuː	0.8856084150131485	1
hiɬ-n̓i·q-ʔis	0.8856084150131485	1
dup-n̓ač-ma·p	0.8856084150131485	1
kiƛ-kʷa	0.8856084150131485	1
k̓aḥ-yaq-ʔis	0.8856084150131485	3
maʔaƛkac	0.8856084150131485	1
quʔac-iːc	0.8856084150131485	1
ʔaƛa-ʔi·(ƛ)	0.8856084150131485	1
ʔu-a·s	0.8856084150131485	1
ʔu-ʔi·ya-ačišt	0.8856084150131485	1
sikʷi(ƛ)	0.8856084150131485	1
yaq-ckʷi·	0.8856084150131485	2
ʔu-ʼi(ƛ)-ckʷi·	0.8856084150131485	1
mixt	0.8856084150131485	4
yaq-y̓i·ḥa	0.8856084150131485	1
ḥaʔak	0.8856084150131485	2
ʔu-yi	0.8856084150131485	1
tea	0.8856084150131485	2
tea-ʼi·c	0.8856084150131485	1
čamas	0.8856084150131485	1
šuːkʷa·	0.8856084150131485	1
ʔinkʷ-as	0.8856084150131485	1
ʔinkʷ-as-ckʷi·-matak	0.8856084150131485	1
pitiš-ʼatḥ	0.8856084150131485	1
pitiš	0.8856084150131485	5
wicik	0.8856084150131485	1
ʔiːḥʷ-camis	0.8856084150131485	2
ƛ̓iḥmaɬqim	0.8856084150131485	1
ʔuḥ…wa·…ʔi·š	0.8856084150131485	1
sword	0.8856084150131485	1
č̓it̓uːɬ	0.8856084150131485	2
qiː-yu·k̓ʷaːɬ	0.8856084150131485	2
qu-m̓a·	0.8856084150131485	1
n̓ačiqs	0.8856084150131485	1
hisuɬta	0.8856084150131485	1
ʔuqɬaːp-ckʷi·	0.8856084150131485	1
sačk-sit	0.8856084150131485	1
naq-tu·p	0.8856084150131485	1
nam	0.8856084150131485	2
piskit-ckʷi·-matak	0.8856084150131485	1
ḥus-p̓aɬ	0.8856084150131485	2
c̓isq-mis	0.8856084150131485	1
ʔu-ʼi·c-ckʷi·-matak	0.8856084150131485	1
k̓aḥ-yu·	0.8856084150131485	2
n̓usx̣-is	0.8856084150131485	1
hiːʕaḥs	0.8856084150131485	1
qiː-ckʷi·	0.8856084150131485	1
makʷ-ink	0.8856084150131485	1
dup-ʔana-(č)ink	0.8856084150131485	1
makʷ	0.8856084150131485	1
quʔac-a·s	0.8856084150131485	1
c̓awa·k	0.8856084150131485	1
tiːč-maḥsa	0.8856084150131485	1
ḥačat-suːp	0.8856084150131485	1
ʔuːš-mis-na·k-cim	0.8856084150131485	1
ʔuːš-mis-na·k	0.8856084150131485	1
kʷis-ckʷi·	0.8856084150131485	1
ʼatḥ	0.8864451350705236	5
k̓uː-ʔuɬ	0.8864451350705237	2
ɬaqʷ-ayi·	0.8864451350705237	2
ƛukʷatq-caqa	0.8870427922543629	1
ƛuːkʷaːna	0.8870427922543629	8
ƛ̓iːʔiɬ	0.8870427922543629	1
ʔatḥiː-iy̓u	0.8870427922543629	2
ƛuːkʷaːna-w̓it̓as	0.8870427922543629	1
ʔiːḥ-p̓i·t	0.8870427922543629	2
manuːʔisʔatḥ	0.8870427922543629	1
ʔuːš-cpa·	0.8870427922543629	1
suč̓a-p̓it	0.8870427922543629	1
suč̓a-i·q	0.8870427922543629	1
hiš-uːs	0.8870427922543629	1
pi-ʽiɬ	0.8870427922543629	2
w̓a	0.8870427922543629	2
hita-ʔa·tu	0.8870427922543629	1
ɬuːcsamiːḥ	0.8870427922543629	2
nuːtiːc	0.8870427922543629	1
hita-ʼatu	0.8870427922543629	1
ʽpitap	0.8870427922543629	1
t̓i	0.8870427922543629	1
ʔuːštup	0.8870427922543629	2
ƛ̓učum	0.8870427922543629	1
wiƛ̓uk	0.8870427922543629	1
sa-(y)i·ʔiƛ	0.8870427922543629	1
c̓iːqaː	0.8870427922543629	1
y̓imy̓aːx	0.8870427922543629	1
m̓aːsuːɬ	0.8870427922543629	1
hiɬ-tqyaːpaɬ	0.8870427922543629	1
ʔu-kʷa·ɬ	0.8870427922543629	2
sa-ʕaːq-uɬw-ʼaʔ	0.8870427922543629	1
sa-ʕaːq-uɬw-ʼa·ʔa·	0.8870427922543629	1
numap̓at̓u	0.8870427922543629	2
saː-csuḥta	0.8870427922543629	1
hiːɬtqy-a·p̓aɬ	0.8870427922543629	2
hiniːc-c̓i(ƛ)	0.8870427922543629	1
sus-w̓isč-ʼaʔa·	0.8870427922543629	1
hiniːc-c̓i	0.8870427922543629	1
k̓aḥ-api	0.8870427922543629	1
saya-a·č̓a	0.8870427922543629	3
saya-a·č̓a-matak	0.8870427922543629	1
qʷa-(y)a·tukʷ	0.8870427922543629	1
takaːs	0.8870427922543629	2
hita-ḥt-ʼu·ɬ	0.8870427922543629	1
sa-ʕaːq-uɬw-ʼa·ʔa	0.8870427922543629	1
qʷaː-cxkʷi·	0.8870427922543629	1
naʔaː-ct̓aɬ	0.8870427922543629	2
tak-st̓uq-ʼiƛ	0.8870427922543629	1
ƛaʔuː-ʼi(ƛ)	0.8870427922543629	1
č̓ap-yiːq	0.8870427922543629	2
ƛ̓apḥ	0.8870427922543629	1
taːyiː	0.8870427922543629	1
hin-iːc-c̓i	0.8870427922543629	1
qʷayaːc̓ik-sa	0.8870427922543629	1
tak-a·qtu·	0.8870427922543629	1
mačɬiː	0.8870427922543629	1
mačɬaːtʔatḥ	0.8870427922543629	1
maːn̓uːʔisʔatḥ-iːc	0.8870427922543629	1
c̓iːq-y̓ak	0.8870427922543629	1
ʔuːƛ̓aqči	0.8870427922543629	2
hiɬ-ʼatḥ-ckʷi·	0.8870427922543629	1
nuča·ɬʔatḥ	0.8870427922543629	1
nučaːɬʔatḥ	0.8870427922543629	2
ʔiq-ʔiː-ʼas	0.8870427922543629	1
wiːnapi	0.8870427922543629	1
hin-ʔaɬ-ʼaqƛ	0.8870427922543629	1
ʔuyaː	0.8870427922543629	1
wiːq-ʼaqƛ	0.8870427922543629	2
hinaːs	0.8870427922543629	2
hiɬ-sti·s	0.8870427922543629	1
tak-wiːʔa	0.8870427922543629	1
ʔuːʔuːkiniš	0.8870427922543629	1
čiːqƛisʔatḥ	0.8870427922543629	2
č̓aʔuš-ʼi·c	0.8870427922543629	1
dup-ʔaya-ʼaqƛ-api	0.8870427922543629	1
ʔumaːk	0.8870427922543629	1
tuxʷiːḥa	0.8870427922543629	1
dup-č̓iːk-ḥta	0.8870427922543629	1
sa	0.8870427922543629	1
muː-twi·ʔiɬ	0.8870427922543629	1
ḥa-ʼiḥta-ʔis	0.8870427922543629	2
ʔiq-sčiːk	0.8870427922543629	1
huʔa-p̓in	0.8870427922543629	2
ʕuc̓uːsʔatḥ	0.8870427922543629	2
w̓apuːkḥ	0.8870427922543629	1
hita-wiːʔis	0.8870427922543629	1
niːtiːnaʔatḥ	0.8870427922543629	3
tupq-ʼaqstu(ƛ)	0.8870427922543629	1
ƛ̓atḥ-api	0.8870427922543629	1
ƛ̓atḥak	0.8870427922543629	1
kaps-api	0.8870427922543629	1
miɬ-imy̓uːƛ	0.8870427922543629	1
muː-qumɬ	0.8870427922543629	2
ʔunc̓uk-ʔis	0.8870427922543629	1
ʔuːš-saːc̓u	0.8870427922543629	1
ʕaʔuk-aq	0.8870427922543629	1
ḥismis	0.8870427922543629	1
hiɬ-aqsi-ʔis	0.8870427922543629	1
ʔiiːḥ	0.8870427922543629	1
haʔum-caqa	0.8870427922543629	1
dup#-mukʷ	0.8870427922543629	1
k̓uː-č-ʼiːḥ	0.8870427922543629	1
ʔuːq	0.8870427922543629	4
dup#-c̓iːq	0.8870427922543629	1
haɬim̓aː-aksuɬ	0.8870427922543629	2
qʷay-a·tuk	0.8870427922543629	1
ɬisping	0.8870427922543629	1
woɬves	0.8870427922543629	1
huːʕiːʔatḥ	0.8870427922543629	1
qum̓aː-uːs	0.8870427922543629	1
maḥt̓i·	0.8870427922543629	1
qum̓aː-aqƛ̓-ʼas	0.8870427922543629	1
kʷis-ḥi·-ʼin…a·tuk	0.8870427922543629	1
qʷi-ʕin	0.8870427922543629	1
hašiɬ	0.8870427922543629	1
ʕimt-na·k	0.8870427922543629	2
ƛ̓ay̓u	0.8870427922543629	1
his-i·k-ʼa·qƛ̓as	0.8870427922543629	1
ḥimq	0.8870427922543629	3
ʔu-ʔinkʷ	0.8870427922543629	1
našuk	0.8870427922543629	1
ƛ̓ač	0.8870427922543629	1
t̓aḥ-ʔi·(ƛ)	0.8870427922543629	1
ḥa-caqc̓in(ƛ)	0.8870427922543629	1
niːyaː-ʼatḥ	0.8870427922543629	1
saya-ck	0.8870427922543629	1
ʔiːqḥ-y̓akʷ	0.8870427922543629	1
himwic̓aq-y̓akʷ	0.8870427922543629	2
hita-(c)suḥta	0.8870427922543629	1
c̓axʷ	0.8870427922543629	3
katx-kʷisa-as	0.8870427922543629	1
ʕaːʔiː	0.8870427922543629	3
hiɬ-tqyaːp̓iː-ʼas	0.8870427922543629	1
wik-ʔiː	0.8870427922543629	1
wik-matak	0.8870427922543629	1
ʔuna-č̓a	0.8870427922543629	1
m̓a-y̓uk	0.8870427922543629	1
č̓a-ʼiƛ	0.8870427922543629	1
hawiɬ-ču·	0.8870427922543629	1
ʔiq-yuːya	0.8870427922543629	1
c̓uš-imɬ	0.8870427922543629	1
nasq	0.8870427922543629	1
kutḥ-y̓ak	0.8870427922543629	1
ƛ̓ix-ʼaqƛ-ʼa·ʔa	0.8870427922543629	2
ʔaːʔiːktaqyu-ckʷi·	0.8870427922543629	1
ƛ̓učqak	0.8870427922543629	1
ʔiq-m̓a·-k̓uk	0.8870427922543629	1
paƛ-ḥaː	0.8870427922543629	1
dup-ʔiq-m̓a·-c̓u·	0.8870427922543629	1
ʔanat̓uː	0.8870427922543629	1
yaqʷ-čiː-ʽiɬ	0.8870427922543629	1
ʔink-ʽiɬ	0.8870427922543629	1
paƛk	0.8870427922543629	1
hiɬ-cqi·-na·k	0.8870427922543629	1
n̓aːcsa-na·k	0.8870427922543629	1
nuːtx	0.8870427922543629	1
sa-csuḥta	0.8870427922543629	1
kʷis-??	0.8870427922543629	2
hist	0.8870427922543629	1
hiš-taq	0.8870427922543629	1
ʔuʔiːp	0.8870427922543629	1
yimɬ	0.8870427922543629	1
kitxʷ-matak-ckʷi·-ʔaːɬ-uk…čik	0.8870427922543629	1
nak	0.8870427922543629	1
ʕuy̓i-na·k	0.8870427922543629	1
ḥis	0.8870427922543629	1
ʔu-y̓a·	0.8870427922543629	1
tuxʷ-ačišt	0.8870427922543629	2
his-y̓ak	0.8870427922543629	1
ʔiːčim	0.8870427922543629	1
č̓it-iːt-yaq-pi(ƛ)	0.8870427922543629	1
cubicɬe	0.8870427922543629	1
kuːkuḥʷʼisa-ʼuqs	0.8870427922543629	1
ʔaƛa-qs	0.8870427922543629	1
ʕuy̓i-aːƛ	0.8870427922543629	1
ʔaƛakʷaɬ-taqimɬ	0.8870427922543629	1
suč̓a	0.8870427922543629	1
nup̓uː	0.8870427922543629	1
ʔaƛp̓uː	0.8870427922543629	1
ʔaƛakʷaɬ-sa·ḥtak	0.8870427922543629	1
ʔu-ʔinḥ	0.8870427922543629	1
hiːniːcc̓i	0.8870427922543629	1
ḥa-caqc̓u·-saƛ	0.8870427922543629	1
mačɬiʔatḥ	0.8870427922543629	1
kʷis-caqc̓uqʷ-ʔis	0.8870427922543629	1
maːn̓uːʔisʔatḥ	0.8870427922543629	2
t̓uk̓ʷaːʔatḥ	0.8870427922543629	1
yuːɬuʔiɬʔatḥ	0.8870427922543629	1
huːʕiʔatḥ	0.8870427922543629	1
ʔu-(č)iɬ	0.8870427922543629	1
ḥy̓u·-ʔuːy̓aːš…ims	0.8870427922543629	2
ɬuč-ḥa·	0.8870427922543629	1
ʔu-stukḥ	0.8870427922543629	1
wiːy̓imt	0.8870427922543629	1
qʷi-yu·	0.8870427922543629	1
ʔu-ʔiː	0.8870427922543629	1
tič̓im	0.8870427922543629	1
tuxʷ	0.8870427922543629	1
kimy̓aqis	0.8870427922543629	1
p̓ap̓iː	0.8870427922543629	1
ḥan̓uː-ʼas	0.8870427922543629	1
kuw̓iɬa	0.8876404494382023	6
ʔu-kʷink	0.8878795123117381	2
k̓uː	0.8909873296677026	2
kukʷinksi	0.8909873296677027	8
ʕas	0.8911068611044703	3
ḥumapt	0.8911068611044703	2
yac-p̓ič	0.8911068611044703	1
hista-ʼi(ƛ)	0.8911068611044703	4
n̓an̓aːn̓ič	0.8911068611044703	1
ʼas	0.8911068611044703	1
tak-qiːnu(ƛ)	0.8911068611044703	1
qʷi-c-a·pi	0.8911068611044703	1
ḥin-api	0.8911068611044703	1
taːk	0.8911068611044703	2
dup-ciq-inkʷ	0.8911068611044703	1
ḥaːɬ-api	0.8911068611044703	1
dup#-ɬaːkʷ	0.8911068611044703	1
wik-p̓iq	0.8911068611044703	1
ʕačuː	0.8911068611044703	1
n̓ač-iːɬa	0.8911068611044703	1
čama-a·piq-qčik	0.8911068611044703	1
ʔuxʷ	0.8911068611044703	1
qʷi-ʔiː-ʼas	0.8911068611044703	1
ʔuxʷ-ʼi·ƛ	0.8911068611044703	2
quʔac-ʼaqƛ	0.8911068611044703	1
č̓apac-iːɬ-maʕuk	0.8911068611044703	1
ʕiq-ʕaƛ	0.8911068611044703	1
hin-ʔaɬ-ʼaqstup	0.8911068611044703	1
č̓iḥ-su·qƛ-tisim	0.8911068611044703	2
hiɬ-ʼaqƛ	0.8911068611044703	2
č̓iḥ-waḥsuɬ-maḥsa	0.8911068611044703	1
ƛ̓iʔiːkƛ̓ika	0.8911068611044703	1
kukʷiniksi	0.8911068611044703	1
ʔaƛa-c̓as-qi·	0.8911068611044703	1
ƛ̓iḥ	0.8911068611044703	1
ʕiyaːɬ	0.8911068611044703	1
mat-waḥsuɬ	0.8911068611044703	1
hiɬ-qi·	0.8911068611044703	1
č̓apac-maʕuk	0.8911068611044703	1
n̓ač-nmisa	0.8911068611044703	1
č̓iḥ-ʼaqƛ	0.8911068611044703	1
ʔuxʷ-ʔi·(ƛ)	0.8911068611044703	2
ʔuːsa-yaq-ʼas	0.8911068611044703	1
dup#-qʷaː	0.8911068611044703	2
ɬatx̣ʷ	0.8911068611044703	2
čim-ʼitap	0.8911068611044703	1
čim-ʔi·(ƛ)	0.8911068611044703	1
ka-č̓ak	0.8911068611044703	2
n̓up-y̓aɬ	0.8911068611044703	1
qʷaː-ʼas	0.8911068611044703	1
ʔuːna-maḥsa	0.8911068611044703	1
qacc̓a-i·ɬ	0.8911068611044703	1
muː-y̓aɬ	0.8911068611044703	1
suč̓a-i·ɬ	0.8911068611044703	1
n̓upu-i·ɬ	0.8911068611044703	1
ʔaƛpu-i·ɬ	0.8911068611044703	1
c̓awaːkʷaɬ	0.8911068611044703	1
ḥayu-p̓it	0.8911068611044703	2
ʔuːš-cpa·-matak	0.8911068611044703	1
ɬaːḥ	0.8911068611044703	2
čit-ḥta·	0.8911068611044703	1
čim-ʼas	0.8911068611044703	3
ʔuːna-w̓it̓as	0.8911068611044703	1
c̓is-tu·p	0.8911068611044703	2
m̓uksy̓u	0.8911068611044703	1
ʔu-ʼiḥta	0.8911068611044703	1
t̓i-ʕa·ʔat	0.8911068611044703	1
hiš-čut-iɬ	0.8911068611044703	1
qay̓a·xʷ-as	0.8911068611044703	1
ʔuːsa-a·tuk	0.8911068611044703	1
mašiːn	0.8911068611044703	1
č̓apac-iːɬ	0.8911068611044703	10
ʔayi-(š)taq-api	0.8911068611044703	1
p̓inw̓aɬ	0.8911068611044703	2
ʔiːḥ-s	0.8911068611044703	4
č̓apac-sa	0.8911068611044703	1
qacc̓a-p̓it	0.8911068611044703	1
yaqʷ-iɬ-ckʷi·-ʔaːɬ	0.8911068611044703	1
yašmaqac	0.8911068611044703	1
k̓aːkin	0.8911068611044703	3
ʔu-(kʷ)iːɬ	0.8911068611044703	1
ƛ̓icuːɬ	0.8911068611044703	1
ʕaʕaːči	0.8911068611044703	1
siːč̓ak	0.8911068611044703	1
ʔu-č̓akʷ	0.8911068611044703	1
ʕaːs	0.8911068611044703	1
č̓aḥ	0.8911068611044703	4
waː-ʔaːḥ	0.8911068611044703	1
his-taq-iːs	0.8911068611044703	2
hiɬ-yin	0.8911068611044703	11
ƛaː-(q)u·p	0.8911068611044703	2
ƛaː-(q)u·ɬ	0.8911068611044703	1
ƛiča·	0.8911068611044703	10
cik-paɬa	0.8911068611044703	1
ƛiːḥ-cuːt-ʔaːɬ	0.8911068611044703	2
sipuːs	0.8911068611044703	3
čim-caqs	0.8911068611044703	2
ʔu-ca-ḥta·k	0.8911068611044703	2
qac-caqs	0.8911068611044703	3
č̓aḥʷ	0.8911068611044703	8
hiɬ-pi·	0.8911068611044703	1
kʷist-ʼitap	0.8911068611044703	2
kimt-y̓ak	0.8911068611044703	1
kʷatyiːk	0.8911068611044703	2
y̓aːq-s	0.8911068611044703	1
kimt	0.8911068611044703	1
t̓i-ʕa·ʔatu	0.8911068611044703	1
kʷist-ʼi·ƛ	0.8911068611044703	1
his-kʷist-ʼaḥs	0.8911068611044703	2
čit	0.8911068611044703	2
ʔapw̓in-qs	0.8911068611044703	2
his-a·wuɬ	0.8911068611044703	1
ʔuh-ʔaːɬ	0.8911068611044703	1
hiɬ-st̓uːqs	0.8911068611044703	1
dup-tin-ʕin	0.8911068611044703	1
puːkʷ-aɬ	0.8911068611044703	1
suːt	0.8911068611044703	4
qʷit̓a-maḥsa	0.8911068611044703	1
q-ʼaḥs	0.8911068611044703	1
čamaqƛ	0.8911068611044703	4
ʔašx̣	0.8911068611044703	2
hup-y̓ak	0.8911068611044703	1
ʔat̓a	0.8911068611044703	2
hiš-caqs	0.8911068611044703	5
ƛ̓uɬ	0.8911068611044703	1
dup-n̓ač-paɬ	0.8911068611044703	1
yaqʷ-(č)iɬ-čim	0.8911068611044703	1
ƛ̓ačiː	0.8911068611044703	2
cikimin	0.8911068611044703	1
č̓aḥ-y̓ak	0.8911068611044703	1
ʕak-m̓aɬ-st̓uqs-y̓ak	0.8911068611044703	1
ʔu-č̓ak	0.8911068611044703	1
ʔuʔumḥi·	0.8911068611044703	1
qʷit̓a	0.8911068611044703	1
ƛaːm̓aqak	0.8911068611044703	2
ƛaːm̓aq	0.8911068611044703	2
taː-pi·ɬ	0.8911068611044703	2
čiː-ḥt-ʼas-w̓it̓as	0.8911068611044703	1
yaqʷ-uwa-dupː…ʔaːḥi	0.8911068611044703	1
huːʔak-maḥsa	0.8911068611044703	1
waɬ-yaq-pi(ƛ)	0.8911068611044703	2
dup-sakʷ-wa·	0.8911068611044703	2
dup-ʔuːq-wa·	0.8911068611044703	1
čiː-ḥt-ʼas	0.8911068611044703	2
dupː-humt-ʼas	0.8911068611044703	1
ʔuːš-ʔaːɬ	0.8911068611044703	1
saya-čḥʔas	0.8911068611044703	1
hita-csuḥta	0.8911068611044703	1
