item	gloss	aspect	frequency	rel_freq	flexibility	flexibility_broad	definite	ger	inf	mod	pred	precxn	ref	mod_rel	pred_rel	ref_rel	pred_rel_broad	ref_rel_broad	dispersion	dispersion_ref	dispersion_pred	dispersion_mod	dispersion_ref_broad	dispersion_pred_broad	dispersion_norm	dispersion_ref_norm	dispersion_pred_norm	dispersion_mod_norm	language
sound		NA	1150	0.353304239497263	0.268073233540217	0.828051642704973	0	1	5	24	1048	8	54	0.00737330586776898	0.321967689559245	0.0165899382024802	0.00245776862258966	0.00184332646694224	0.679181735359628	0.974496349445541	0.702453097279196	0.992468475277151	0.994403660846362	0.996554208391129	0.679207818729395	0.974533774110098	0.702480074364896	0.992506590145197	English
stick		NA	377	0.115822346339538	0.670498837888023	0.944112277013773	0	7	38	28	182	68	33	0.0086021901790638	0.0559142361639147	0.0101382955681823	0.0208910332920121	0.0138249485020668	0.853016834178958	0.985023586898249	0.921760929773868	0.987051860454041	0.978236766068045	0.969553469524436	0.853049593530903	0.985061415851986	0.921796329181592	0.987089767301818	English
take		NA	6186	1.90046958741745	0.0659304832074803	0.308167271261021	0	265	954	34	4570	77	21	0.010445516646006	1.40400032565434	0.00645164263429785	0.0236560229924255	0.374502493867099	0.341025463908782	0.991423616391473	0.373792627634619	0.985194709038597	0.635822806843519	0.96632303989112	0.341038560688056	0.991461691132644	0.373806982807638	0.985232544564128	English
talk		NA	3308	1.01628732544082	0.247004496934891	0.310891362706353	0	693	389	70	1974	30	58	0.0215054754476595	0.606454407623998	0.017818822513775	0.00921663233471122	0.332413206205251	0.420037658858814	0.975222620073517	0.528040287216597	0.968807843968557	0.671562502295462	0.985522513928634	0.420053790031079	0.975260072629851	0.528060566133632	0.968845050171127	English
thing		NA	10666	3.27682001606766	0.00303741684341969	0.621609745079757	0	3	0	0	4	4	10649	0	0.00122888431129483	3.27159725774466	0.00122888431129483	0.000921663233471122	0.266734959210473	0.266910971152653	0.998067579420488	1	0.998947460587375	0.998788627290138	0.266745202929066	0.266921221630828	0.998105909317143	1	English
think		NA	21082	6.4768347626794	0.0601140672592919	0.276817406659398	0	155	488	58	20089	2	162	0.017818822513775	6.17176423240046	0.0497698146074406	0.000614442155647415	0.197543153040644	0.261626779540769	0.93001196626098	0.266738213545109	0.970040414932786	0.767078803742566	0.999090625609641	0.261636827084271	0.930047682542412	0.266748457388683	0.970077668471146	English
three		NA	2560	0.786485959228691	0.338232782019305	0.0747907321639372	0	0	0	1964	1	32	269	0.603382196845761	0.000307221077823707	0.0826424699345773	0.00983107449035863	0	0.476606343808036	0.897030247451216	0.999124727149277	0.523768876212858	1	0.983176573778373	0.476624647450274	0.897064697099106	0.99916309764475	0.523788991090158	English
time		NA	7523	2.31122416846775	0.0714680913606378	0.784500337875776	0	12	0	93	11	46	7310	0.0285715602376048	0.00337943185606078	2.2457860788913	0.0141321695798905	0.00368665293388449	0.309175405352867	0.313352848680232	0.995618720209155	0.957425303035189	0.996385851240481	0.976592211638454	0.309187278959004	0.313364882717359	0.995656956059553	0.95746207210141	English
transfer		NA	80	0.0245776862258966	0.661528060776115	0.770803667014493	0	2	9	9	49	1	7	0.00276498970041337	0.0150538328133617	0.00215054754476595	0.000307221077823707	0.00337943185606078	0.967672662085999	0.996357894122399	0.978077318328655	0.996500444702509	0.995624864630711	0.999122576601733	0.96770982469292	0.996396158360113	0.978114880517133	0.996538714414751	English
try		NA	3814	1.17174119081962	0.194952895236426	0.443274164856776	0	254	368	109	2764	10	28	0.0334870974827841	0.849159059104727	0.0086021901790638	0.00307221077823707	0.191091510406346	0.406543786806151	0.985662299519044	0.4540322722004	0.951346012347213	0.771982915524769	0.996035311990684	0.406559399758275	0.985700153001971	0.454049708905519	0.951382547943688	English
two		NA	4232	1.30015960134993	0.418719026474607	0.04510198373004	0	0	0	3106	0	27	648	0.954228667720435	0	0.199079258429762	0.0082949691012401	0	0.38303111091377	0.763713427250816	1	0.423984221849479	1	0.984125272466692	0.383045820882513	0.763742756984939	1	0.424000504585982	English
understand		NA	896	0.275270085730042	0.0534278275307367	0.270746052766636	0	56	64	3	752	6	4	0.000921663233471122	0.231030250523428	0.00122888431129483	0.00184332646694224	0.0368665293388449	0.724187731814762	0.998109975929227	0.756241580222335	0.998783097310738	0.951716213745992	0.997536086955852	0.724215543599747	0.998148307454083	0.756270623006826	0.998821454686221	English
want		NA	5053	1.55238810624319	0.0367969187906471	0.613781345290907	0	40	39	23	4899	4	7	0.00706608478994527	1.50507606025834	0.00215054754476595	0.00122888431129483	0.0242704651480729	0.373867933564433	0.997109971320911	0.378923355698021	0.988524985522205	0.962551593939756	0.998629793992906	0.37388229162951	0.99714826444148	0.378937907912083	0.988562948944039	English
watch		NA	2134	0.655609780075791	0.225568787210443	0.245910948796447	0	237	409	40	1329	6	36	0.0122888431129483	0.408296812427707	0.0110599588016535	0.00184332646694224	0.198464816274115	0.730122729105184	0.986464760974319	0.792508851616591	0.979763347603751	0.851134382204164	0.997480172719688	0.730150768818455	0.986502645275064	0.792539287213346	0.979800974542682	English
way		NA	3962	1.21720991033753	0.00449969959827593	0.511859507142915	0	0	0	1	1	3	3730	0.000307221077823707	0.000307221077823707	1.14593462028243	0.000921663233471122	0	0.376456223043129	0.38788841933071	0.999647617423735	0.999385557844351	1	0.998328410115559	0.376470680509158	0.387903315840058	0.999686008000343	0.999423938356794	English
week		NA	1493	0.458681069190795	0.0132926209200193	0	0	0	0	3	0	0	1476	0.000921663233471122	0	0.453458310867792	0	0	0.627419175620883	0.628690505373803	1	0.998793542827384	1	1	0.627443271095635	0.628714649672843	1	0.998831900604017	English
whole		NA	1753	0.538558549424959	0.102369702797122	0	0	0	0	1682	0	0	41	0.516745852899476	0	0.012596064190772	0	0	0.545550373990795	0.979962734083258	1	0.550800474655469	1	1	0.545571325367121	0.98000036867945	1	0.550821627657236	English
woman		NA	1112	0.341629838539963	0.146257750526663	0.335011662564364	0	1	0	38	0	3	969	0.0116744009573009	0	0.297697224411172	0.000921663233471122	0.000307221077823707	0.827464860953784	0.837211231388162	1	0.992930228557119	0.999258982760287	0.999070349018504	0.82749663900495	0.837243383740006	1	0.992968361158389	English
wonder		NA	669	0.20553090106406	0.193883093654243	0.311794717303997	0	13	20	4	589	0	26	0.00122888431129483	0.180953214838164	0.00798774802341639	0	0.0101382955681823	0.792997509973163	0.987991342510025	0.813659663562197	0.998331789547416	0.98605830748836	1	0.793027964336407	0.988029285437774	0.81369091143705	0.998370129590826	English
work		NA	6368	1.95638382358137	0.706848746696856	0.664534081809003	0	255	519	323	3698	37	1381	0.0992324081370575	1.13610354579207	0.42427230847454	0.0113671798794772	0.237789114235549	0.42296663770915	0.64458843747312	0.47492567063086	0.904986658924695	0.763684067990026	0.985116367663752	0.42298288136624	0.644613192318086	0.474943909728341	0.905021414131483	English
worst		NA	152	0.0466976038292035	0.48392506228713	0.110769198500041	0	0	0	111	0	3	32	0.0341015396384315	0	0.00983107449035863	0.000921663233471122	0	0.936713072410471	0.986353546944148	1	0.954655397797531	1	0.999054373522458	0.936749046041918	0.986391426973816	1	0.954692060488007	English
year		NA	6773	2.08080836009997	0.00600110220881568	0.612601619289344	0	0	0	3	2	2	6728	0.000921663233471122	0.000614442155647415	2.0669834115979	0.000614442155647415	0	0.354813500531843	0.355117054728441	0.999160057573228	0.998772344573015	1	0.998995694296593	0.354827126828387	0.355130692682712	0.999198429425534	0.998810701535548	English
ƛ̓aːq	fat	NA	7	0.83672005737509	0	NA	2	0	0	0	0	0	7	0	0	0.83672005737509	0	0	0.829667702605785	0.829667702605785	1	1	1	1	0.835962904974106	0.835962904974106	1	1	Nuuchahnulth
ƛ̓ay̓ix	swift	NA	6	0.71718862060722	0	NA	0	0	0	0	6	0	0	0	0.71718862060722	0	0	0	0.772651207267511	1	0.772651207267511	1	1	1	0.778513790196315	1	0.778513790196315	1	Nuuchahnulth
ƛaʔuː	another	NA	19	2.27109729858953	0.835055451159155	0	3	0	0	2	6	0	11	0.23906287353574	0.71718862060722	1.31484580444657	0	0	0.322149804345911	0.50548757959707	0.614391584986852	0.783648099450155	1	1	0.324594154300602	0.509323026726375	0.619053354209322	0.789594122606287	Nuuchahnulth
ƛaqmis	oil	NA	5	0.59765718383935	0	NA	2	0	0	0	0	0	5	0	0	0.59765718383935	0	0	0.842935692087019	0.842935692087019	1	1	1	1	0.849331566903529	0.849331566903529	1	1	Nuuchahnulth
ƛatw̓a	paddling.steadily	INCEP	4	0.47812574707148	0	NA	0	0	0	0	4	0	0	0	0.47812574707148	0	0	0	0.710016734401148	1	0.710016734401148	1	1	1	0.715404070817777	1	0.715404070817777	1	Nuuchahnulth
ƛawa	hear	INCEP	7	0.83672005737509	0	NA	0	0	0	0	7	0	0	0	0.83672005737509	0	0	0	0.908677982309347	1	0.908677982309347	1	1	1	0.915572684571841	1	0.915572684571841	1	Nuuchahnulth
ƛuɬ	nice	NA	7	0.83672005737509	0.544568447628201	NA	0	0	0	0	5	0	2	0	0.59765718383935	0.23906287353574	0	0	0.63076739182405	0.894812335644274	0.735955056179775	1	1	1	0.63555341442852	0.901601830663616	0.74153920269782	1	Nuuchahnulth
ɬuːcsaːmiːḥ	women	NA	5	0.59765718383935	0	NA	0	0	0	0	0	0	5	0	0	0.59765718383935	0	0	0.613435333492709	0.613435333492709	1	1	1	1	0.618089847043237	0.618089847043237	1	1	Nuuchahnulth
ʔaḥku·	right.here	NA	6	0.71718862060722	0.630929753571458	NA	0	0	0	0	3	0	3	0	0.35859431030361	0.35859431030361	0	0	0.688142481472627	0.880707626105666	0.807434855366962	1	1	1	0.693363844393593	0.887390099963869	0.81356136336264	1	Nuuchahnulth
ʔac	go.out.hunting	MOM	6	0.71718862060722	0	NA	0	0	0	0	6	0	0	0	0.71718862060722	0	0	0	0.614391584986852	1	0.614391584986852	1	1	1	0.619053354209322	1	0.619053354209322	1	Nuuchahnulth
ʔac-yu·	go.out.hunting-done	NA	14	1.67344011475018	0	NA	0	0	0	0	14	0	0	0	1.67344011475018	0	0	0	0.693384788770876	1	0.693384788770876	1	1	1	0.698645928321949	1	0.698645928321949	1	Nuuchahnulth
ʔana	only	NA	12	1.43437724121444	0.410118486306518	0	0	0	0	2	10	0	0	0.23906287353574	1.1953143676787	0	0	0	0.461710096422026	1	0.481568252450394	0.862658379153717	1	1	0.465213376691156	1	0.485222208840178	0.869203902204023	Nuuchahnulth
ʔana-'i·c	only-eat	NA	4	0.47812574707148	0	NA	0	0	0	0	4	0	0	0	0.47812574707148	0	0	0	0.640449438202247	1	0.640449438202247	1	1	1	0.645308924485126	1	0.645308924485126	1	Nuuchahnulth
ʔatḥ	night	GRAD	4	0.47812574707148	0	NA	0	0	0	0	4	0	0	0	0.47812574707148	0	0	0	0.677504183600287	1	0.677504183600287	1	1	1	0.682644827170902	1	0.682644827170902	1	Nuuchahnulth
ʔaya	many	NA	34	4.06406885010758	0.651860046831921	0	0	0	0	6	23	0	2	0.71718862060722	2.74922304566101	0.23906287353574	0	0	0.424428006918761	0.801458283528568	0.495790414618175	0.669256514463304	1	1	0.427648404899717	0.807539443574612	0.49955228335489	0.674334577863423	Nuuchahnulth
ʔiːqḥ	telling	DUR	19	2.27109729858953	0	NA	0	0	0	0	19	0	0	0	2.27109729858953	0	0	0	0.494268782163393	1	0.494268782163393	1	1	1	0.498019105332885	1	0.498019105332885	1	Nuuchahnulth
ʔu-(w)aƛ	it-find	NA	4	0.47812574707148	0	NA	0	0	0	0	4	0	0	0	0.47812574707148	0	0	0	0.788190294047335	1	0.788190294047335	1	1	1	0.794170781645189	1	0.794170781645189	1	Nuuchahnulth
ʔu-ḥta·	it-doing.to	NA	7	0.83672005737509	0	NA	0	0	0	0	7	0	0	0	0.83672005737509	0	0	0	0.775639493186708	1	0.775639493186708	1	1	1	0.781524750090329	1	0.781524750090329	1	Nuuchahnulth
ʔu-ca-ḥta	it-go.to-apart	MOM	11	1.31484580444657	0	NA	0	0	0	0	11	0	0	0	1.31484580444657	0	0	0	0.659031143372525	1	0.659031143372525	1	1	1	0.66403162055336	1	0.66403162055336	1	Nuuchahnulth
ʔu-kɬa·	it-having.as.name	NA	21	2.51016017212527	0	NA	0	0	0	0	21	0	0	0	2.51016017212527	0	0	0	0.542029529956855	1	0.542029529956855	1	1	1	0.546142243480555	1	0.546142243480555	1	Nuuchahnulth
ʔu-na·k	it-having	NA	28	3.34688022950036	0.140246113447194	NA	1	0	0	0	27	0	1	0	3.22734879273249	0.11953143676787	0	0	0.447534237218674	0.887042792254363	0.477957517641955	1	1	1	0.450929956470123	0.893773334939179	0.481584077151944	1	Nuuchahnulth
ʔu-y̓i·ḥa	it-because.of	TEL	7	0.83672005737509	0	NA	0	0	0	0	7	0	0	0	0.83672005737509	0	0	0	0.588811857518528	1	0.588811857518528	1	1	1	0.59327953751656	1	0.59327953751656	1	Nuuchahnulth
ʔuːš	some	DUR	20	2.3906287353574	0.919717323575093	0	0	0	0	3	8	0	9	0.35859431030361	0.95625149414296	1.07578293091083	0	0	0.555713602677504	0.646598666560417	0.603155629930672	0.857159933062395	1	1	0.559930145730459	0.651504810844808	0.607732145007829	0.863663735999036	Nuuchahnulth
ʔuːš-ckʷi·	some-remains.of	NA	5	0.59765718383935	0	NA	0	0	0	0	5	0	0	0	0.59765718383935	0	0	0	0.63411427205355	1	0.63411427205355	1	1	1	0.638925689509816	1	0.638925689509816	1	Nuuchahnulth
ʔuḥ	being.it	NA	28	3.34688022950036	0	NA	0	0	0	0	28	0	0	0	3.34688022950036	0	0	0	0.312327106314675	1	0.312327106314675	1	1	1	0.314696925379811	1	0.314696925379811	1	Nuuchahnulth
ʔucq	foggy	MOM	4	0.47812574707148	0	NA	0	0	0	0	4	0	0	0	0.47812574707148	0	0	0	0.956610088453263	1	0.956610088453263	1	1	1	0.96386848127183	1	0.96386848127183	1	Nuuchahnulth
ʔunic	how.much.time.spent	NA	9	1.07578293091083	0.625299374204301	NA	0	0	0	0	5	0	4	0	0.59765718383935	0.47812574707148	0	0	0.601362658379154	0.794405928759264	0.692565144633039	1	1	1	0.60592556907142	0.800433578224738	0.697820065036734	1	Nuuchahnulth
ʔunw̓iːƛ	there.is.a.reason	NA	13	1.55390867798231	0	NA	0	0	0	0	13	0	0	0	1.55390867798231	0	0	0	0.619880836352269	1	0.619880836352269	1	1	1	0.624584255922327	1	0.624584255922327	1	Nuuchahnulth
ʕaʔuk	lake	NA	4	0.47812574707148	0.511859507142915	NA	1	0	0	0	1	0	3	0	0.11953143676787	0.35859431030361	0	0	0.754841023189099	0.887042792254363	0.867798230934736	1	1	1	0.76056846922799	0.893773334939179	0.874382753221727	1	Nuuchahnulth
ḥaːɬ	there	NA	21	2.51016017212527	0.760902980161762	0	0	0	0	2	14	0	5	0.23906287353574	1.67344011475018	0.59765718383935	0	0	0.506346550095056	0.802892660769782	0.558621631774871	0.758905092039206	1	1	0.510188514765174	0.808984704323738	0.562860239844462	0.764663374683849	Nuuchahnulth
ḥaːḥuːp	instructing	CONT	8	0.95625149414296	0	NA	0	0	0	0	8	0	0	0	0.95625149414296	0	0	0	0.827038010996892	1	0.827038010996892	1	1	1	0.833313260267373	1	0.833313260267373	1	Nuuchahnulth
ḥaːkʷaːƛ	girl	NA	6	0.71718862060722	0	NA	1	0	0	0	0	0	6	0	0	0.71718862060722	0	0	0.721013626583792	0.721013626583792	1	1	1	1	0.726484403227749	0.726484403227749	1	1	Nuuchahnulth
ḥacw̓aḥs	bowl	NA	5	0.59765718383935	0	NA	3	0	0	0	0	0	5	0	0	0.59765718383935	0	0	0.978245278508248	0.978245278508248	1	1	1	1	0.985667830904492	0.985667830904492	1	1	Nuuchahnulth
ḥamip	knowing	NA	7	0.83672005737509	0	NA	0	0	0	0	7	0	0	0	0.83672005737509	0	0	0	0.649653358833373	1	0.649653358833373	1	1	1	0.65458268095869	1	0.65458268095869	1	Nuuchahnulth
ḥaw̓iɬ	chief	NA	35	4.18360028687545	0.417020803232551	NA	21	0	0	0	6	0	29	0	0.71718862060722	3.46641166626823	0	0	0.548516102592125	0.59383629963646	0.649175233086302	1	1	1	0.552678033757162	0.598342103186634	0.654100927375647	1	Nuuchahnulth
ḥuː	over.there	NA	25	2.98828591919675	0.400204770997393	NA	0	0	0	0	21	0	4	0	2.51016017212527	0.47812574707148	0	0	0.489012670332297	0.777671527611762	0.476810901267033	1	1	1	0.492723112128146	0.783572202818259	0.480428760688908	1	Nuuchahnulth
ḥuːɬ	over.there	NA	15	1.79297155151805	0.455485915003595	NA	0	0	0	0	12	0	3	0	1.43437724121444	0.35859431030361	0	0	0.38528169575265	0.887042792254363	0.398238903498287	1	1	1	0.388205066441848	0.893773334939179	0.401260588542294	1	Nuuchahnulth
ḥumiːs	red.cedar	NA	7	0.83672005737509	0.373303960385887	NA	1	0	0	0	1	0	6	0	0.11953143676787	0.71718862060722	0	0	0.85859431030361	0.85859431030361	0.89110686110447	1	1	1	0.865108996748163	0.865108996748163	0.897868240395038	1	Nuuchahnulth
č̓aʔak	water	NA	4	0.47812574707148	0	NA	1	0	0	0	0	0	4	0	0	0.47812574707148	0	0	0.758666029165671	0.758666029165671	1	1	1	1	0.764422497892328	0.764422497892328	1	1	Nuuchahnulth
č̓aḥ	adze	REP	4	0.47812574707148	0	NA	0	0	0	0	3	0	0	0	0.35859431030361	0	0	0	0.89110686110447	1	0.89110686110447	1	1	1	0.897868240395038	1	0.897868240395038	1	Nuuchahnulth
č̓apac	canoe	NA	38	4.54219459717906	0.113097986133275	NA	8	0	0	0	1	0	36	0	0.11953143676787	4.30313172364332	0	0	0.578613938623753	0.575689962015566	0.89110686110447	1	1	1	0.583004240699304	0.580058078070845	0.897868240395038	1	Nuuchahnulth
č̓iːq	sing	CONT	11	1.31484580444657	0.277291725653789	NA	0	0	0	0	10	0	1	0	1.1953143676787	0.11953143676787	0	0	0.7284245756634	0.989600765001195	0.7284245756634	1	1	1	0.733951583764904	0.997109478501746	0.733951583764904	1	Nuuchahnulth
č̓u	move	INCEP	5	0.59765718383935	0	NA	0	0	0	0	5	0	0	0	0.59765718383935	0	0	0	0.920392063112599	1	0.920392063112599	1	1	1	0.927375647356377	1	0.927375647356377	1	Nuuchahnulth
camaqƛ	take.time	TEL	4	0.47812574707148	0	NA	0	0	0	0	4	0	0	0	0.47812574707148	0	0	0	0.89110686110447	1	0.89110686110447	1	1	1	0.897868240395038	1	0.897868240395038	1	Nuuchahnulth
ciq	speak	MOM	16	1.91250298828592	0.212806338612773	NA	1	0	0	0	15	0	1	0	1.79297155151805	0.11953143676787	0	0	0.467054147740856	0.956610088453263	0.499075623555662	1	1	1	0.470597976634951	0.96386848127183	0.502862419205909	1	Nuuchahnulth
haʔukʷ	eat	TEL	4	0.47812574707148	0	NA	0	0	0	0	4	0	0	0	0.47812574707148	0	0	0	0.841501314845805	1	0.841501314845805	1	1	1	0.847886306154402	1	0.847886306154402	1	Nuuchahnulth
hapt	hide	MOM	12	1.43437724121444	0.261089363385788	NA	1	0	0	0	11	0	1	0	1.31484580444657	0.11953143676787	0	0	0.597059526655511	0.956610088453263	0.597059526655511	1	1	1	0.60158978682404	0.96386848127183	0.60158978682404	1	Nuuchahnulth
hiɬ	there	TEL	52	6.21563471192924	0.606472774141669	NA	1	0	0	0	32	0	20	0	3.82500597657184	2.3906287353574	0	0	0.393423932032586	0.512479081998566	0.374193162801817	1	1	1	0.396409082907939	0.516367577983861	0.37703239792846	1	Nuuchahnulth
hiɬ-'a·ʔa	here-on.the.rock	NA	6	0.71718862060722	0.579380164285695	NA	0	0	0	0	4	0	2	0	0.47812574707148	0.23906287353574	0	0	0.627779105904853	0.95398039684437	0.650848673201052	1	1	1	0.632542454534506	0.961218836565097	0.655787064916296	1	Nuuchahnulth
hiʔiːs	there.on.the.ground	NA	10	1.1953143676787	0.295903274289385	NA	0	0	0	0	9	0	1	0	1.07578293091083	0.11953143676787	0	0	0.513793927803012	0.867798230934736	0.502682816691901	1	1	1	0.517692400337228	0.874382753221727	0.506496982349084	1	Nuuchahnulth
hiːhiːq-šaḥap	various-doing	MOM	4	0.47812574707148	0	NA	0	0	0	0	4	0	0	0	0.47812574707148	0	0	0	0.912383456849151	1	0.912383456849151	1	1	1	0.919306274840419	1	0.919306274840419	1	Nuuchahnulth
hiːnip	obtain	NA	4	0.47812574707148	0	NA	0	0	0	0	4	0	0	0	0.47812574707148	0	0	0	0.967487449199139	1	0.967487449199139	1	1	1	0.974828375286041	1	0.974828375286041	1	Nuuchahnulth
hiːtkin	strange	NA	6	0.71718862060722	0.789690082142848	0	0	0	0	1	4	0	1	0.11953143676787	0.47812574707148	0.11953143676787	0	0	0.773487927324886	0.920392063112599	0.853095864212288	0.887042792254363	1	1	0.779356858966639	0.927375647356377	0.859568830543177	0.893773334939179	Nuuchahnulth
hicnup	couple	NA	5	0.59765718383935	0.612601619289344	NA	1	0	0	0	2	0	3	0	0.23906287353574	0.35859431030361	0	0	0.698780779344968	0.862538847716949	0.836241931628018	1	1	1	0.704082861616283	0.869083463808262	0.842587016740937	1	Nuuchahnulth
hin-ʔaɬ	there-aware.of	MOM	5	0.59765718383935	0	NA	0	0	0	0	5	0	0	0	0.59765718383935	0	0	0	0.867320105187665	1	0.867320105187665	1	1	1	0.873900999638685	1	0.873900999638685	1	Nuuchahnulth
hin-in	there-come	NA	9	1.07578293091083	0	NA	0	0	0	0	9	0	0	0	1.07578293091083	0	0	0	0.577097776715276	1	0.577097776715276	1	1	1	0.581476574732025	1	0.581476574732025	1	Nuuchahnulth
hiniːp	take.long	NA	6	0.71718862060722	0	NA	0	0	0	0	6	0	0	0	0.71718862060722	0	0	0	0.820583313411427	1	0.820583313411427	1	1	1	0.826809586896303	1	0.826809586896303	1	Nuuchahnulth
his	beat	TEL	8	0.95625149414296	0	NA	0	0	0	0	8	0	0	0	0.95625149414296	0	0	0	0.642840066937605	1	0.642840066937605	1	1	1	0.647717692400337	1	0.647717692400337	1	Nuuchahnulth
his-i·k	there-going.along	NA	9	1.07578293091083	0.625299374204301	NA	1	0	0	0	5	0	4	0	0.59765718383935	0.47812574707148	0	0	0.743246473822615	0.754841023189099	0.743246473822615	1	1	1	0.748885944839215	0.76056846922799	0.748885944839215	1	Nuuchahnulth
his-taq	there-come.from	MOM	19	2.27109729858953	0.187684092704995	NA	1	0	0	0	18	0	1	0	2.15156586182166	0.11953143676787	0	0	0.431521068988512	0.885608415013148	0.469532764894945	1	1	1	0.434795286421522	0.892328074190052	0.473095400591486	1	Nuuchahnulth
hiš-umɬ	all-in.a.bunch	MOM	4	0.47812574707148	0	NA	0	0	0	0	4	0	0	0	0.47812574707148	0	0	0	0.959956968682764	1	0.959956968682764	1	1	1	0.967240756353125	1	0.967240756353125	1	Nuuchahnulth
huːʔak	long.ago	NA	29	3.46641166626823	0.136531263265096	0	0	0	0	1	28	0	0	0.11953143676787	3.34688022950036	0	0	0	0.420523959870411	1	0.448849083023121	0.867798230934736	1	1	0.423714735430069	1	0.452254778823489	0.874382753221727	Nuuchahnulth
huḥtak	know	MOM	32	3.82500597657184	0	NA	0	0	0	0	32	0	0	0	3.82500597657184	0	0	0	0.355837616543151	1	0.355837616543151	1	1	1	0.358537576779477	1	0.358537576779477	1	Nuuchahnulth
kʷis	different	NA	10	1.1953143676787	0.295903274289385	NA	0	0	0	0	9	0	1	0	1.07578293091083	0.11953143676787	0	0	0.626918479560124	0.920392063112599	0.604696257337902	1	1	1	0.63167529808503	0.927375647356377	0.609284462108743	1	Nuuchahnulth
kʷis-tu·p	different-thing	MOM	8	0.95625149414296	0	NA	0	0	0	0	8	0	0	0	0.95625149414296	0	0	0	0.899354530241454	1	0.899354530241454	1	1	1	0.906178489702517	1	0.906178489702517	1	Nuuchahnulth
k̓ʷac	hit.the.right.spot	MOM	6	0.71718862060722	0	NA	0	0	0	0	6	0	0	0	0.71718862060722	0	0	0	0.560841501314846	1	0.560841501314846	1	1	1	0.565096952908587	1	0.565096952908587	1	Nuuchahnulth
k̓aḥ-kʷa	split-in.pieces	DUR	5	0.59765718383935	0	NA	0	0	0	0	5	0	0	0	0.59765718383935	0	0	0	0.885608415013148	1	0.885608415013148	1	1	1	0.892328074190052	1	0.892328074190052	1	Nuuchahnulth
kamatq	running	DUR	23	2.74922304566101	0	NA	0	0	0	0	23	0	0	0	2.74922304566101	0	0	0	0.79180741926431	1	0.79180741926431	1	1	1	0.797815352229943	1	0.797815352229943	1	Nuuchahnulth
kuːciɬ	filleting.fish	MOM	4	0.47812574707148	0	NA	0	0	0	0	4	0	0	0	0.47812574707148	0	0	0	0.809108295481712	1	0.809108295481712	1	1	1	0.815247500903288	1	0.815247500903288	1	Nuuchahnulth
kuːkuḥʷ'isa	hair.seal	NA	15	1.79297155151805	0.222944918167239	NA	5	0	0	0	1	0	14	0	0.11953143676787	1.67344011475018	0	0	0.830655829149733	0.825893924387828	0.976930432703801	1	1	1	0.836958529045727	0.832160492765094	0.984343008551126	1	Nuuchahnulth
m̓uksy̓i	stone	NA	11	1.31484580444657	0	NA	3	0	0	0	0	0	11	0	0	1.31484580444657	0	0	0.76320822376285	0.76320822376285	1	1	1	1	0.76899915693123	0.76899915693123	1	1	Nuuchahnulth
ma-maɬ-n̓i·	dwell-move-come	NA	6	0.71718862060722	0	NA	0	0	0	0	0	0	6	0	0	0.71718862060722	0	0	0.664355725555821	0.664355725555821	1	1	1	1	0.66939660363724	0.66939660363724	1	1	Nuuchahnulth
maːʔak	gray.whale	NA	12	1.43437724121444	0	NA	0	0	0	0	0	0	12	0	0	1.43437724121444	0	0	0.852498207028448	0.852498207028448	1	1	1	1	0.858966638564374	0.858966638564374	1	1	Nuuchahnulth
maːmaːti	bird	NA	6	0.71718862060722	0.410118486306518	NA	2	0	0	0	1	0	5	0	0.11953143676787	0.59765718383935	0	0	0.708462825723165	0.708462825723165	0.976571838393497	1	1	1	0.713838371672889	0.713838371672889	0.983981693363844	1	Nuuchahnulth
mamaɬn̓i	white.man	NA	16	1.91250298828592	0.212806338612773	NA	0	0	0	0	1	0	15	0	0.11953143676787	1.79297155151805	0	0	0.476258068371982	0.464889632640051	0.885608415013148	1	1	1	0.479871733108515	0.468417038018387	0.892328074190052	1	Nuuchahnulth
muː-ci·ɬ	four-days.long	NA	9	1.07578293091083	0.602180810265668	NA	0	0	0	0	5	0	3	0	0.59765718383935	0.35859431030361	0	0	0.720894095147024	0.754841023189099	0.853095864212288	1	1	1	0.726363964831989	0.76056846922799	0.859568830543177	1	Nuuchahnulth
muː-qʔicḥ	four-year	TEL	6	0.71718862060722	0.612601619289344	NA	0	0	0	0	3	0	2	0	0.35859431030361	0.23906287353574	0	0	0.87485058570404	0.988405450633517	0.886445135070523	1	1	1	0.881488618571601	0.995905094544141	0.893171142960376	1	Nuuchahnulth
n̓aːs	day	NA	7	0.83672005737509	0	NA	1	0	0	0	0	0	7	0	0	0.83672005737509	0	0	0.511116423619412	0.511116423619412	1	1	1	1	0.514994580272191	0.514994580272191	1	1	Nuuchahnulth
n̓up-ci·ɬ	one-days.long	NA	10	1.1953143676787	0.612601619289344	NA	0	0	0	0	3	0	2	0	0.35859431030361	0.23906287353574	0	0	0.610375328711451	0.758905092039206	0.744322256753526	1	1	1	0.615006624111767	0.764663374683849	0.74996989040106	1	Nuuchahnulth
naʔaː	hear	NA	21	2.51016017212527	0	NA	0	0	0	0	21	0	0	0	2.51016017212527	0	0	0	0.532375943444554	1	0.532375943444554	1	1	1	0.536415409232463	1	0.536415409232463	1	Nuuchahnulth
