item	frequency	REF	PRED	MOD	dispersion	dispersionREF	dispersionPRED	dispersionMOD	dispersionNorm	dispersionREFNorm	dispersionPREDNorm	dispersionMODNorm	gloss
kuḥʷ	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	opening
kuḥʷ-iqs	4	0	4	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	open-on.top.of
kʷa	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	sit.down
kʷama	4	4	0	0	0.8911068611044705	0.8911068611044705	1	1	0.897868240395038	0.897868240395038	1	1	
kʷatyiːk	2	1	1	0	0.8911068611044705	0.8911068611044705	0.8911068611044705	1	0.897868240395038	0.897868240395038	0.897868240395038	1	heavy
kʷaʔaɬ	2	0	2	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	put.on.end.piece
kʷaʔuːc	1	1	0	0	0.9158498685154195	0.9158498685154195	1	1	0.9227989883174755	0.9227989883174755	1	1	
kʷaː	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	move.backwards
kʷaːc̓inuː	1	1	0	0	0.9203920631125987	0.9203920631125987	1	1	0.9273756473563773	0.9273756473563773	1	1	
kʷi	4	1	3	0	0.9355725555821182	0.9789624671288549	0.935572555582118	1	0.9426713236179695	0.9863904612790558	0.9426713236179693	1	sharpening
kʷi-ckʷi·	1	1	0	0	0.9789624671288549	0.9789624671288549	1	1	0.9863904612790558	0.9863904612790558	1	1	sharpening-result.of
kʷi-y̓akʷ	1	1	0	0	0.9789624671288549	0.9789624671288549	1	1	0.9863904612790558	0.9863904612790558	1	1	filing-instrument
kʷin̓aɬ	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	long.for
kʷis	25	5	19	1	0.4687353573989959	0.7734879273248866	0.49888647029958344	0.9789624671288549	0.47229194267132363	0.7793568589666388	0.5026718307270042	0.9863904612790558	different
kʷis-aqs	4	3	1	0	0.867798230934736	0.867798230934736	0.867798230934736	1	0.8743827532217272	0.8743827532217272	0.8743827532217272	1	different-on.the.side.of.a.channel
kʷis-aḥi	1	0	1	0	0.9660530719579249	1	0.9660530719579249	1	0.9733831145369144	1	0.9733831145369144	1	different-??
kʷis-ca	9	0	9	0	0.767511355486493	1	0.767511355486493	1	0.7733349391786102	1	0.7733349391786102	1	different-go.to
kʷis-ca-ʔa·p	1	0	1	0	0.9789624671288549	1	0.9789624671288549	1	0.9863904612790558	1	0.9863904612790558	1	different-go.to-??
kʷis-caqc̓uqʷ	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	different-at.the.end
kʷis-caqc̓uː	2	2	0	0	0.7781496533588335	0.7781496533588335	1	1	0.7840539564013008	0.7840539564013008	1	1	different-at.the.end
kʷis-q	4	0	4	0	0.8028926607697824	1	0.8028926607697824	1	0.8089847043237384	1	0.8089847043237384	1	different-year?
kʷis-qʔičḥ	1	0	1	0	0.977049964140569	1	0.977049964140569	1	0.9844634469468867	1	0.9844634469468867	1	different-year
kʷis-siɬa	3	0	3	0	0.6706908917045183	1	0.6706908917045183	1	0.6757798386125498	1	0.6757798386125498	1	different-act.like
kʷis-tu·p	7	0	7	0	0.8993545302414535	1	0.8993545302414535	1	0.9061784897025172	1	0.9061784897025172	1	different-thing
kʷis-tu·p-aq	1	0	1	0	0.9765718383934975	1	0.9765718383934975	1	0.9839816933638444	1	0.9839816933638444	1	different-thing-very
kʷis-ut	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	different-??
kʷis-ut-a·qtu·	2	1	1	0	0.8856084150131484	0.8856084150131484	0.8856084150131484	1	0.8923280741900517	0.8923280741900517	0.8923280741900517	1	different-??-go.across
kʷis-ut-quː-ʼa	1	1	0	0	0.9203920631125987	0.9203920631125987	1	1	0.9273756473563773	0.9273756473563773	1	1	different-side?-at.a.point-on.the.rocks
kʷis-uːq	2	0	0	0	0.8856084150131484	1	1	1	0.8923280741900517	1	1	1	different-??
kʷis-ʼatḥ	4	4	0	0	0.9789624671288549	0.9789624671288549	1	1	0.9863904612790558	0.9863904612790558	1	1	different-come.from
kʷis-ʼatḥ-a	1	0	1	0	0.9906765479321061	1	0.9906765479321061	1	0.9981934240635915	1	0.9981934240635915	1	different-come.from-speak.a.language.of
kʷis-ʼa·tḥ	5	5	0	0	0.9789624671288549	0.9789624671288549	1	1	0.9863904612790558	0.9863904612790558	1	1	different-come.from
kʷis-ḥin	1	0	1	0	0.9906765479321061	1	0.9906765479321061	1	0.9981934240635915	1	0.9981934240635915	1	different-DUR?
kʷis-ḥi·	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	different-DUR?
kʷist	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	different
kʷist-ʼitap	2	0	2	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	different-on.the.ground.MOMCAUS
kʷi·sc-maɬ	1	0	1	0	0.9789624671288549	1	0.9789624671288549	1	0.9863904612790558	1	0.9863904612790558	1	turn.around?-move.about
kʷiːs-ca-a·pi	1	0	1	0	0.9789624671288549	1	0.9789624671288549	1	0.9863904612790558	1	0.9863904612790558	1	different?-go.to-??
kʷiːs-ca-ʔa·p	1	0	1	0	0.9789624671288549	1	0.9789624671288549	1	0.9863904612790558	1	0.9863904612790558	1	different?-go.to-??
kʷiːsaḥi	1	0	1	0	0.9765718383934975	1	0.9765718383934975	1	0.9839816933638444	1	0.9839816933638444	1	good.hunter
kʷiːsqšiƛ	2	0	2	0	0.7881902940473345	1	0.7881902940473345	1	0.7941707816451886	1	0.7941707816451886	1	
kʷiːsḥin	3	0	3	0	0.956968682763567	1	0.956968682763567	1	0.9642297964591113	1	0.9642297964591113	1	different
k̓ac-ʼiƛ	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	pinch-take
k̓acḥ	1	1	0	0	0.9203920631125987	0.9203920631125987	1	1	0.9273756473563773	0.9273756473563773	1	1	blanket
k̓acḥaq	7	7	0	0	0.8441310064546976	0.8441310064546976	1	1	0.8505359508611346	0.8505359508611346	1	1	
k̓ama	3	0	3	0	0.8692326081759503	1	0.8692326081759503	1	0.875828013970854	1	0.875828013970854	1	full
k̓ama-qs	1	0	1	0	0.9782452785082476	1	0.9782452785082476	1	0.9856678309044923	1	0.9856678309044923	1	full-in.a.container
k̓at	1	0	1	0	0.9782452785082476	1	0.9782452785082476	1	0.9856678309044923	1	0.9856678309044923	1	stop.by
k̓atyiːk	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	lightweight
k̓ač	2	0	2	0	0.9782452785082476	1	0.9782452785082476	1	0.9856678309044923	1	0.9856678309044923	1	a.short.time
k̓aš-ḥta·kʷ-ʽiɬ-t̓a·na	1	0	1	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	bent.backward-divided.off-on.the.floor-slightly
k̓aʔaqmis	1	1	0	0	0.9894812335644274	0.9894812335644274	1	1	0.9969890401059858	0.9969890401059858	1	1	
k̓aːkin	3	0	0	0	0.8911068611044705	1	1	1	0.897868240395038	1	1	1	small.canoe
k̓aːsč̓a	2	2	0	0	0.9203920631125987	0.9203920631125987	1	1	0.9273756473563773	0.9273756473563773	1	1	
k̓aːʔin	1	1	0	0	0.9894812335644274	0.9894812335644274	1	1	0.9969890401059858	0.9969890401059858	1	1	
k̓aḥ	4	0	4	0	0.7767152761176189	1	0.7767152761176189	1	0.782608695652174	1	0.782608695652174	1	split
k̓aḥ-api	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	split-up.in.the.air
k̓aḥ-kʷa	5	0	5	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	split-in.pieces
k̓aḥ-yaq	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	split-done
k̓aḥ-yaq-ʔis	2	0	2	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	split-done-on.the.beach
k̓ic	3	0	3	0	0.8429356920870189	1	0.8429356920870189	1	0.8493315669035288	1	0.8493315669035288	1	close.the.eye
k̓ic-aːʔis	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	close.the.eye-??
k̓ic-ca·s	2	0	2	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	wink-at.one.of.a.pair
k̓iɬanus	2	2	0	0	0.9203920631125987	0.9203920631125987	1	1	0.9273756473563773	0.9273756473563773	1	1	
k̓uč	2	0	2	0	0.8460435094429836	1	0.8460435094429836	1	0.8524629651933037	1	0.8524629651933037	1	a.short.time
k̓uː	4	0	4	0	0.6443939756155869	1	0.6443939756155869	1	0.6492833915452246	1	0.6492833915452246	1	short.time
k̓uː-č-ʼiːḥ	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	short.distance-??-persuing
k̓uː-čuk	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	short.distance-??
k̓uː-ʔuɬ	2	0	2	0	0.8864451350705237	1	0.8864451350705237	1	0.8931711429603759	1	0.8931711429603759	1	short.distance-??
k̓uːq	1	0	1	0	0.9765718383934975	1	0.9765718383934975	1	0.9839816933638444	1	0.9839816933638444	1	sneak
k̓ʷa-ḥta	1	0	1	0	0.9661726033946928	1	0.9661726033946928	1	0.973503552932675	1	0.973503552932675	1	get.broken-apart
k̓ʷak̓ʷaƛ	6	6	0	0	0.8060004781257469	0.8060004781257469	1	1	0.8121161026135131	0.8121161026135131	1	1	
k̓ʷač	6	0	6	0	0.5608415013148459	1	0.5608415013148459	1	0.5650969529085874	1	0.5650969529085874	1	hit.the.right.spot
k̓ʷiny̓uqʷ	1	0	0	0	0.9203920631125987	1	1	1	0.9273756473563773	1	1	1	sea.grass
k̓ʷis	4	0	4	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	snow
k̓ʷitx	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	skinny
k̓ʷiːšk̓ʷiːk̓ʷa	1	1	0	0	0.977049964140569	0.977049964140569	1	1	0.9844634469468867	0.9844634469468867	1	1	
ma	4	2	2	0	0.7195792493425771	0.8856084150131484	0.8339708343294286	1	0.7250391424786222	0.8923280741900517	0.8402986872214863	1	dwell
ma-maɬ	6	6	0	0	0.6643557255558212	0.6643557255558212	1	1	0.6693966036372396	0.6693966036372396	1	1	dwell-move
ma-ʔayiɬ	2	2	0	0	0.9765718383934975	0.9765718383934975	1	1	0.9839816933638444	0.9839816933638444	1	1	dwell-in.a.house
mac	1	0	1	0	0.9751374611522831	1	0.9751374611522831	1	0.9825364326147176	1	0.9825364326147176	1	enter
mak	2	0	2	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	trading
makʷ	2	0	2	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	trading
mamaɬn̓i	16	15	1	0	0.4762580683719818	0.46488963264005095	0.8856084150131484	1	0.479871733108515	0.4684170380183869	0.8923280741900517	1	
mamaɬn̓iq	3	0	3	0	0.9906765479321061	1	0.9906765479321061	1	0.9981934240635915	1	0.9981934240635915	1	speak.English
mamums	2	2	0	0	0.9158498685154195	0.9158498685154195	1	1	0.9227989883174755	0.9227989883174755	1	1	
mamuuk	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	
mamuːk	11	0	11	0	0.7533414469823746	1	0.7533414469823746	1	0.7590575148084483	1	0.7590575148084483	1	work
mamuːk-yaq-ʽiɬ	1	0	1	0	0.9819507530480517	1	0.9819507530480517	1	0.9894014211730701	1	0.9894014211730701	1	work-done-on.the.floor
manuːʔisʔatḥ	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	
masčum	1	1	0	0	0.9765718383934975	0.9765718383934975	1	1	0.9839816933638444	0.9839816933638444	1	1	tribesmen
mat	8	0	8	0	0.7246294525460196	1	0.7246294525460196	1	0.7301276646995063	1	0.7301276646995063	1	fly
mat-a·s	2	0	2	0	0.9819507530480517	1	0.9819507530480517	1	0.9894014211730701	1	0.9894014211730701	1	fly-on.a.tree
mat-misa	1	1	0	0	0.9819507530480517	0.9819507530480517	1	1	0.9894014211730701	0.9894014211730701	1	1	fly-on.top
mat-wa·s	1	0	1	0	0.9819507530480517	1	0.9819507530480517	1	0.9894014211730701	1	0.9894014211730701	1	fly-go.out
matak	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	matak
ma·su·ɬ	2	0	2	0	0.9769304327038011	1	0.9769304327038011	1	0.9843430085511261	1	0.9843430085511261	1	howl
ma·su·ɬ-qčik	1	0	1	0	0.9769304327038011	1	0.9769304327038011	1	0.9843430085511261	1	0.9843430085511261	1	howl-doing.while.going
mač	17	0	17	0	0.7942723348005231	1	0.7942723348005231	1	0.8002989706059468	1	0.8002989706059468	1	enter
mačɬaːtʔatḥ	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	
mačɬiʔatḥ	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	
mačɬiː	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	
mašiːn	1	0	0	0	0.8911068611044705	1	1	1	0.897868240395038	1	1	1	
maƛ	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	tied
maƛ-p̓ič-um	1	1	0	0	0.9674874491991394	0.9674874491991394	1	1	0.9748283752860413	0.9748283752860413	1	1	tie-on.the.ankle-thing
maƛ-p̓ič-ḥta	1	1	0	0	0.9674874491991394	0.9674874491991394	1	1	0.9748283752860413	0.9748283752860413	1	1	tie-on.the.ankle-on.the.foot
maƛ-ʼaːs	1	1	0	0	0.9674874491991394	0.9674874491991394	1	1	0.9748283752860413	0.9748283752860413	1	1	tie-at.the.wrist
maƛaːk	3	3	0	0	0.8467606980635908	0.8467606980635908	1	1	0.8531855955678671	0.8531855955678671	1	1	
maɬ	2	0	2	0	0.9335405211570643	1	0.9335405211570643	1	0.9406238708900397	1	0.9406238708900397	1	move
maʔas	5	5	0	0	0.7585464977289027	0.7585464977289027	1	1	0.7643020594965675	0.7643020594965675	1	1	house
maʔaƛkac	1	1	0	0	0.8856084150131484	0.8856084150131484	1	1	0.8923280741900517	0.8923280741900517	1	1	small.boy
maʔiƛqac	4	4	0	0	0.9819507530480517	0.9819507530480517	1	1	0.9894014211730701	0.9894014211730701	1	1	young.boy
maː	6	0	0	0	0.9141764284006694	1	1	1	0.9211128507768277	1	1	1	
maːmaːti	7	6	1	0	0.7084628257231651	0.7084628257231653	0.9765718383934975	1	0.7138383716728892	0.7138383716728894	0.9839816933638444	1	
maːn̓uːʔisʔatḥ	2	2	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	
maːn̓uːʔisʔatḥ-iːc	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	Manhousat-belonging.to
maːqtusiːs	1	1	0	0	0.8856084150131484	0.8856084150131484	1	1	0.8923280741900517	0.8923280741900517	1	1	
maːsuːɬ	9	0	9	0	0.7548410231890988	1	0.7548410231890988	1	0.76056846922799	1	0.76056846922799	1	howl
maːtmaːs	5	5	0	0	0.7029643796318433	0.7029643796318433	1	1	0.7082982054679033	0.7082982054679033	1	1	
maːʔak	12	12	0	0	0.8524982070284485	0.8524982070284485	1	1	0.8589666385643744	0.8589666385643744	1	1	
maːʔuk	3	0	3	0	0.9894812335644274	1	0.9894812335644274	1	0.9969890401059858	1	0.9969890401059858	1	travel
maḥt̓aqas	1	0	1	0	0.9769304327038011	1	0.9769304327038011	1	0.9843430085511261	1	0.9843430085511261	1	addition.on.the.roof
maḥt̓iq	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	house?
maḥt̓i·	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	
maḥt̓iː	12	9	3	0	0.5656028368794328	0.650782266847292	0.7548410231890988	1	0.5698944156730501	0.6557201546964284	0.76056846922799	1	
minwaːʔath	7	7	0	0	0.8856084150131484	0.8856084150131484	1	1	0.8923280741900517	0.8923280741900517	1	1	
mis	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	smell
mis-ma·-ʽis	1	0	1	0	0.9769304327038011	1	0.9769304327038011	1	0.9843430085511261	1	0.9843430085511261	1	smell-going.toward?-on.the.beach
mis-p̓u·qs	1	0	1	0	0.9751374611522831	1	0.9751374611522831	1	0.9825364326147176	1	0.9825364326147176	1	smell-smelling.of
mis-p̓u·qs-y̓i·ḥa	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	smell-smelling.of-extremely
mituːni	3	3	0	0	0.7726512072675112	0.7726512072675112	1	1	0.7785137901963145	0.7785137901963145	1	1	
mitxʷ	2	0	2	0	0.9335405211570643	1	0.9335405211570643	1	0.9406238708900397	1	0.9406238708900397	1	circle.about
mitxʷ-umɬ-ʼi·(ƛ)	1	0	1	0	0.9769304327038011	1	0.9769304327038011	1	0.9843430085511261	1	0.9843430085511261	1	circle.about-all.over-go.for
mixt	4	2	2	0	0.8856084150131484	0.8856084150131484	0.8856084150131484	1	0.8923280741900517	0.8923280741900517	0.8923280741900517	1	aged
mixtuk	1	1	0	0	0.9894812335644274	0.9894812335644274	1	1	0.9969890401059858	0.9969890401059858	1	1	aged
miɬ	3	1	2	0	0.7432464738226154	0.867798230934736	0.8754482428878796	1	0.7488859448392149	0.8743827532217272	0.8820908105504036	1	equal
miɬ-a·s	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	level-on.a.surface
miɬɬ	1	1	0	0	0.9158498685154195	0.9158498685154195	1	1	0.9227989883174755	0.9227989883174755	1	1	mill
muičačiɬḥ	1	1	0	0	0.8856084150131484	0.8856084150131484	1	1	0.8923280741900517	0.8923280741900517	1	1	
muk	3	0	3	0	0.8236911307673919	1	0.8236911307673919	1	0.8299409851860774	1	0.8299409851860774	1	run.on.the.fours
muk-iːp	1	0	1	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	deer-obtain
mustati-iːyas	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	bow-on.the.shoulder?
muwač	46	44	2	0	0.7404868567389745	0.7342490165822702	0.9789624671288549	1	0.7461053888327425	0.7398202183219647	0.9863904612790558	1	deer
mux̣ʷ	1	1	0	0	0.9203920631125987	0.9203920631125987	1	1	0.9273756473563773	0.9273756473563773	1	1	
muš	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	cover
muː	19	6	8	2	0.6039168564490356	0.7432464738226154	0.7207745637102558	0.887042792254363	0.6084991474229353	0.7488859448392149	0.7262435264362279	0.8937733349391788	
muː-p̓it	9	1	8	0	0.7525035195367494	0.9765718383934975	0.762042792254363	1	0.7582132294886723	0.9839816933638444	0.7678248825725642	1	four-times
muː-p̓it-ʕaƛ	1	0	1	0	0.977049964140569	1	0.977049964140569	1	0.9844634469468867	1	0.9844634469468867	1	four-times-make.sound
muː-qʔičḥ	2	0	2	0	0.8864451350705237	1	0.8864451350705237	1	0.8931711429603759	1	0.8931711429603759	1	four-year
muː-twi·ʔiɬ	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	four-in.front?
muː-či·ɬ	4	1	3	0	0.887042792254363	0.887042792254363	0.887042792254363	1	0.8937733349391788	0.8937733349391788	0.8937733349391788	1	four-days.long
muːq	1	0	1	0	0.9660530719579249	1	0.9660530719579249	1	0.9733831145369144	1	0.9733831145369144	1	lay?
muːstati	4	4	0	0	0.867798230934736	0.867798230934736	1	1	0.8743827532217272	0.8743827532217272	1	1	bow
muːčʔaːʔa	1	1	0	0	0.867798230934736	0.867798230934736	1	1	0.8743827532217272	0.8743827532217272	1	1	
muːɬ	7	2	5	0	0.5981353095864214	0.8626583791537175	0.5981353095864214	1	0.6026737323858847	0.8692039022040227	0.6026737323858847	1	tide.is.up
muːɬ-ʔis	1	0	1	0	0.9894812335644274	1	0.9894812335644274	1	0.9969890401059858	1	0.9969890401059858	1	tide.is.up-on.the.beach
muːḥinƛ	8	8	0	0	0.867798230934736	0.867798230934736	1	1	0.8743827532217272	0.8743827532217272	1	1	sawbill
m̓a	4	0	4	0	0.744441788190294	1	0.744441788190294	1	0.7500903287968205	1	0.7500903287968205	1	bite
m̓a-waḥsuɬ	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	bite-go.out
m̓a-y̓uk	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	bite-surrounded.by
m̓a-ʔakʷa	1	0	1	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	bite-apart
m̓a-ʼatu	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	bite-leave.off
m̓a-ʼiƛ	1	0	1	0	0.9896007650011953	1	0.9896007650011953	1	0.9971094785017464	1	0.9971094785017464	1	bite-take
m̓aw̓aː	1	0	1	0	0.9751374611522831	1	0.9751374611522831	1	0.9825364326147176	1	0.9825364326147176	1	delivering
m̓ay̓uk	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	surround
m̓aɬ	2	0	2	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	cold
m̓aː	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	bite
m̓aːm̓i·qsu	2	1	0	0	0.8028926607697825	0.9158498685154195	1	1	0.8089847043237385	0.9227989883174755	1	1	
m̓aːn̓uːʔisʔatḥ	1	1	0	0	0.9158498685154195	0.9158498685154195	1	1	0.9227989883174755	0.9227989883174755	1	1	
m̓aːsuːɬ	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	howl
m̓u	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	burning
m̓u-ʔakʷa	1	0	1	0	0.9884054506335167	1	0.9884054506335167	1	0.9959050945441408	1	0.9959050945441408	1	burning-apart
m̓uksy̓i	12	11	1	0	0.7632082237628496	0.7632082237628496	0.9203920631125987	1	0.7689991569312297	0.7689991569312297	0.9273756473563773	1	
m̓uksy̓u	1	1	0	0	0.8911068611044705	0.8911068611044705	1	1	0.897868240395038	0.897868240395038	1	1	
m̓ukʷ-aqa	1	0	0	1	0.867798230934736	1	1	0.867798230934736	0.8743827532217272	1	1	0.8743827532217272	stone-??
m̓uč	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	covered.with.clothes
m̓uč̓ič	8	2	6	0	0.7279464499163281	0.8740138656466652	0.8423380349031796	1	0.7334698301818621	0.8806455498012767	0.8487293749247261	1	clothed
m̓uč̓ič-tu·p	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	clothed-thing
m̓uč̓ič-ʔac-y̓ak	1	1	0	0	0.9660530719579249	0.9660530719579249	1	1	0.9733831145369144	0.9733831145369144	1	1	clothed-??-instrument
m̓uč̓ič-ʔin	1	1	0	0	0.9660530719579249	0.9660530719579249	1	1	0.9733831145369144	0.9733831145369144	1	1	clothed-costume.for
m̓uːkuːk	2	1	1	0	0.9894812335644274	0.9894812335644274	0.9894812335644274	1	0.9969890401059858	0.9969890401059858	0.9969890401059858	1	rock
nak	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	lick
nam	2	0	0	0	0.8856084150131484	1	1	1	0.8923280741900517	1	1	1	
nani·qsu	10	7	3	0	0.8728185512789863	0.8728185512789863	0.9066459478842936	1	0.8794411658436709	0.8794411658436709	0.913525231843912	1	grandparent
naniːqsu	4	3	1	0	0.8856084150131484	0.8856084150131484	0.8856084150131484	1	0.8923280741900517	0.8923280741900517	0.8923280741900517	1	
naq	13	1	12	0	0.6492304014417332	0.8856084150131484	0.6428201450314767	1	0.654156514327537	0.8923280741900517	0.6476976193343772	1	drink
naq-uːti	2	0	2	0	0.9819507530480517	1	0.9819507530480517	1	0.9894014211730701	1	0.9894014211730701	1	drink-??
naqmiːḥa	3	0	3	0	0.8497489839827875	1	0.8497489839827875	1	0.8561965554618813	1	0.8561965554618813	1	thirsty
nas	6	0	6	0	0.7928520200812813	1	0.7928520200812813	1	0.7988678790798506	1	0.7988678790798506	1	try.in.vain
nasq	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	drumming
nasqʷ	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	beating
nat-misa-ʽipiƛ	1	0	1	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	a.little.further-on.top-on.the.floor
nawa·s	1	0	1	0	0.9894812335644274	1	0.9894812335644274	1	0.9969890401059858	1	0.9969890401059858	1	sitting.idly
nay̓aq	1	1	0	0	0.8856084150131484	0.8856084150131484	1	1	0.8923280741900517	0.8923280741900517	1	1	child
nay̓aq-na·k	2	0	2	0	0.8443700693282333	1	0.8443700693282333	1	0.8507768276526557	1	0.8507768276526557	1	baby-having
nay̓aqak	5	3	2	0	0.823571599330624	0.8573989959359313	0.9661726033946928	1	0.8298205467903168	0.8639046127905577	0.973503552932675	1	baby
nay̓iːk	18	0	18	0	0.5833665365102133	1	0.5833665365102133	1	0.5877928994874677	1	0.5877928994874677	1	
načiqs	2	2	0	0	0.8856084150131484	0.8856084150131484	1	1	0.8923280741900517	0.8923280741900517	1	1	
našaːk	1	0	1	0	0.9782452785082476	1	0.9782452785082476	1	0.9856678309044923	1	0.9856678309044923	1	glad
našuk	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	thicket
naʔa·	19	0	19	0	0.6076663688865961	1	0.6076663688865961	1	0.6122771097320563	1	0.6122771097320563	1	hear
naʔa·-ataḥ	1	0	1	0	0.9907960793688739	1	0.9907960793688739	1	0.9983138624593519	1	0.9983138624593519	1	hear-trying.to.catch
naʔa·-p̓u·qs	1	0	1	0	0.9751374611522831	1	0.9751374611522831	1	0.9825364326147176	1	0.9825364326147176	1	understand-smelling.of
naʔa·-ʼiːk	1	0	1	0	0.9751374611522831	1	0.9751374611522831	1	0.9825364326147176	1	0.9825364326147176	1	hear-always.doing
naʔaː	26	0	26	0	0.5598484709170821	1	0.5598484709170821	1	0.5640963877745766	1	0.5640963877745766	1	hear
