item	frequency	REF	PRED	MOD	dispersion	dispersionREF	dispersionPRED	dispersionMOD	dispersionNorm	dispersionREFNorm	dispersionPREDNorm	dispersionMODNorm	gloss
waːɬak	4	0	4	0	0.8940951470236671	1	0.8940951470236671	1	0.9008792002890521	1	0.9008792002890521	1	
waḥ	2	0	2	0	0.8573989959359312	1	0.8573989959359312	1	0.8639046127905576	1	0.8639046127905576	1	abandon
waḥ-kʷa	2	0	2	0	0.9661726033946928	1	0.9661726033946928	1	0.973503552932675	1	0.973503552932675	1	abandon-apart
wi	2	0	2	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	insufficient
wi-pap	1	0	1	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	not-prefer
wi-ʕaƛ	1	0	1	0	0.9819507530480517	1	0.9819507530480517	1	0.9894014211730701	1	0.9894014211730701	1	not-make.sound
wica	2	2	0	0	0.9896007650011953	0.9896007650011953	1	1	0.9971094785017464	0.9971094785017464	1	1	wealthy
wicik	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	incapable.of
wic̓ik	3	0	3	0	0.8339708343294286	1	0.8339708343294286	1	0.8402986872214863	1	0.8402986872214863	1	
wik	161	1	160	0	0.18624482711002685	0.9203920631125987	0.18403209419077213	1	0.18765798188636454	0.9273756473563773	0.18542845959291818	1	not
wik-(w)aƛ	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	not-come.upon
wik-aɬc̓a	1	0	1	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	not-on.the.roof
wik-cuk	6	0	6	0	0.788548888357638	1	0.788548888357638	1	0.7945320968324702	1	0.7945320968324702	1	not-needing
wik-in̓ak̓uːḥ	1	0	1	0	0.977049964140569	1	0.977049964140569	1	0.9844634469468867	1	0.9844634469468867	1	not-see
wik-iːp	3	0	3	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	not-obtain
wik-iːɬ	1	0	1	0	0.9661726033946928	1	0.9661726033946928	1	0.973503552932675	1	0.973503552932675	1	not-make
wik-maʕuk	2	0	2	0	0.9661726033946928	1	0.9661726033946928	1	0.973503552932675	1	0.973503552932675	1	not-one.skilled.in
wik-maḥsa	3	0	3	0	0.7548410231890988	1	0.7548410231890988	1	0.76056846922799	1	0.76056846922799	1	not-desiring.to
wik-p̓iq	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	not-??
wik-sa	6	0	6	0	0.712407363136505	1	0.712407363136505	1	0.7178128387329882	1	0.7178128387329882	1	not-??
wik-sinḥi	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	not-keeping.so
wik-siɬa	1	0	1	0	0.9769304327038011	1	0.9769304327038011	1	0.9843430085511261	1	0.9843430085511261	1	not-do
wik-stup	4	0	4	0	0.7546019603155629	1	0.7546019603155629	1	0.7603275924364687	1	0.7603275924364687	1	not-thing
wik-st̓iːḥ	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	not-take.direction
wik-sčiːk	1	0	1	0	0.9906765479321061	1	0.9906765479321061	1	0.9981934240635915	1	0.9981934240635915	1	not-go.along
wik-tim	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	not-??
wik-yu·	3	0	3	0	0.693999521874253	1	0.693999521874253	1	0.6992653257858605	1	0.6992653257858605	1	not-done
wik-y̓a·	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	not-troubled.by
wik-ʔa·ta	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	not-lacking
wik-ʔa·ta-im	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	not-lacking-??
wik-ʔaɬ	3	0	3	0	0.9030600047812575	1	0.9030600047812575	1	0.9099120799710948	1	0.9099120799710948	1	not-aware.of
wik-ʔaɬ-ʼaqstup	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	not-aware.of-inside
wik-ʔi·(ƛ)	1	0	1	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	not-invite
wik-ʕaƛ	4	0	4	0	0.89337795840306	1	0.89337795840306	1	0.9001565699144888	1	0.9001565699144888	1	not-make.sound
wik-ʼaqƛ	1	0	1	0	0.9158498685154195	1	0.9158498685154195	1	0.9227989883174755	1	0.9227989883174755	1	not-worth
wik-ʼa·p	1	0	1	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	not-gain
wik-ʼaḥs	3	0	3	0	0.8693521396127182	1	0.8693521396127182	1	0.8759484523666146	1	0.8759484523666146	1	not-in.a.container
wik-ʽis-ʕi(ƛ)	1	0	1	0	0.9769304327038011	1	0.9769304327038011	1	0.9843430085511261	1	0.9843430085511261	1	not-on.the.beach-find
wik-ʽiɬ	1	0	1	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	not-in.the.house
wik-ḥsa·	4	0	4	0	0.9432225675352618	1	0.9432225675352618	1	0.9503793809466459	1	0.9503793809466459	1	not-longing
wikstup	2	0	2	0	0.977049964140569	1	0.977049964140569	1	0.9844634469468867	1	0.9844634469468867	1	nothing
wikstup,	1	0	0	0	0.977049964140569	1	1	1	0.9844634469468867	1	1	1	
wiky̓uː	2	0	2	0	0.967726512072675	1	0.967726512072675	1	0.9750692520775622	1	0.9750692520775622	1	
wik̓i·t	1	0	1	0	0.9896007650011953	1	0.9896007650011953	1	0.9971094785017464	1	0.9971094785017464	1	no.one.present
wik̓iːt	25	0	25	0	0.4380157781496533	1	0.4380157781496533	1	0.4413392749608575	1	0.4413392749608575	1	
wimac	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	obscure
wimaʕin	1	0	1	0	0.9765718383934975	1	0.9765718383934975	1	0.9839816933638444	1	0.9839816933638444	1	unwanted
wim̓aːqstu(ƛ)	1	0	1	0	0.9782452785082476	1	0.9782452785082476	1	0.9856678309044923	1	0.9856678309044923	1	become.unable.to
wim̓aːqƛ	13	0	13	0	0.7732488644513508	1	0.7732488644513508	1	0.7791159821751176	1	0.7791159821751176	1	incapable.of
witq	2	0	1	0	0.977049964140569	1	0.977049964140569	1	0.9844634469468867	1	0.9844634469468867	1	ugly
witq-p̓a·	1	0	1	0	0.977049964140569	1	0.977049964140569	1	0.9844634469468867	1	0.9844634469468867	1	ugly-dislike.because.of.excessive
witqʷ-api	1	0	1	0	0.977049964140569	1	0.977049964140569	1	0.9844634469468867	1	0.9844634469468867	1	ugly-excessively
witqʷ-p̓a·	1	0	1	0	0.977049964140569	1	0.977049964140569	1	0.9844634469468867	1	0.9844634469468867	1	ugly-dislike.because.of.excessive
witwaːk	1	1	0	0	0.8856084150131484	0.8856084150131484	1	1	0.8923280741900517	0.8923280741900517	1	1	warrior
wič	4	0	4	0	0.829906765479321	1	0.829906765479321	1	0.8362037817656268	1	0.8362037817656268	1	mistaken
wič-siɬa	4	0	4	0	0.731651924456132	1	0.731651924456132	1	0.7372034204504397	1	0.7372034204504397	1	mistaken-do
wič-siɬa-ckʷi·	3	0	3	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	improper?-act.like-done
wišk	1	0	0	0	0.9907960793688739	1	1	1	0.9983138624593519	1	1	1	scold
wiškaː	1	0	1	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	scold
wišq	1	0	1	0	0.9751374611522831	1	0.9751374611522831	1	0.9825364326147176	1	0.9825364326147176	1	lazy
wiƛ̓uk	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	extinguished?
wiʔak	3	1	2	0	0.8645708821420034	0.8856084150131484	0.9789624671288549	1	0.8711309165361918	0.8923280741900517	0.9863904612790558	1	brave
wiʔak-sa	1	1	0	0	0.8856084150131484	0.8856084150131484	1	1	0.8923280741900517	0.8923280741900517	1	1	brave-real
wiːkš	1	0	1	0	0.9896007650011953	1	0.9896007650011953	1	0.9971094785017464	1	0.9971094785017464	1	well
wiːmat	1	0	1	0	0.9769304327038011	1	0.9769304327038011	1	0.9843430085511261	1	0.9843430085511261	1	not.showing
wiːmat-ʽis	1	0	1	0	0.9769304327038011	1	0.9769304327038011	1	0.9843430085511261	1	0.9843430085511261	1	not.showing-on.the.beach
wiːna	3	0	3	0	0.8516614869710734	1	0.8516614869710734	1	0.8581235697940504	1	0.8581235697940504	1	
wiːnap	7	0	7	0	0.7223284723882382	1	0.7223284723882382	1	0.7278092255811154	1	0.7278092255811154	1	stopping
wiːnap-ʔi·(ƛ)	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	stopping-on.the.ground
wiːnap-ʼa·ʔa	1	0	1	0	0.9769304327038011	1	0.9769304327038011	1	0.9843430085511261	1	0.9843430085511261	1	remaining-on.the.rock
wiːnapi	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	
wiːq	11	0	11	0	0.715276117618934	1	0.715276117618934	1	0.7207033602312419	1	0.7207033602312419	1	do.harm
wiːq-siɬa	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	do.harm-act.like
wiːq-ʼaqƛ	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	unpleasant-inside
wiːqsiː	4	0	4	0	0.8128137700215157	1	0.8128137700215157	1	0.8189810911718656	1	0.8189810911718656	1	stormy
wiːqḥap	1	0	1	0	0.9660530719579249	1	0.9660530719579249	1	0.9733831145369144	1	0.9733831145369144	1	do.harm
wiːqḥap-w̓it̓as	1	0	1	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	do.harm-about.to
wiːy̓a	20	0	20	0	0.5626464260100407	1	0.5626464260100407	1	0.5669155726845719	1	0.5669155726845719	1	never
wiːy̓aː	2	0	2	0	0.8571599330623955	1	0.8571599330623955	1	0.8636637359990366	1	0.8636637359990366	1	never
wiːy̓imt	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	never
wiːʔak	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	
wiːʔis	1	0	1	0	0.9769304327038011	1	0.9769304327038011	1	0.9843430085511261	1	0.9843430085511261	1	
wiḥ	2	0	1	1	0.977049964140569	1	0.977049964140569	0.977049964140569	0.9844634469468867	1	0.9844634469468867	0.9844634469468867	dry
wiḥ-či	1	0	1	0	0.9769304327038011	1	0.9769304327038011	1	0.9843430085511261	1	0.9843430085511261	1	dry-at
wiḥaː	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	become.shallow
wiḥi	4	0	4	0	0.796916088931389	1	0.796916088931389	1	0.80296278453571	1	0.80296278453571	1	on.dry.land
wiḥi-ʼa·s	2	2	0	0	0.9203920631125987	0.9203920631125987	1	1	0.9273756473563773	0.9273756473563773	1	1	on.dry.land-on.the.ground
wiḥi-ʼu(ƛ)	2	0	2	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	on.dry.land-on.the.rocks
wiḥi-ʼu·ƛ	1	0	1	0	0.9894812335644274	1	0.9894812335644274	1	0.9969890401059858	1	0.9969890401059858	1	on.dry.land-on.the.rocks
woɬves	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	wolves
wukʷiƛ	1	0	1	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	
wyiːy̓a	1	0	1	0	0.9765718383934975	1	0.9765718383934975	1	0.9839816933638444	1	0.9839816933638444	1	never
w̓a	2	0	2	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	surround
w̓ana	1	0	1	0	0.9782452785082476	1	0.9782452785082476	1	0.9856678309044923	1	0.9856678309044923	1	in.the.middle
w̓anus	1	1	0	0	0.9674874491991394	0.9674874491991394	1	1	0.9748283752860413	0.9748283752860413	1	1	
w̓apuːkḥ	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	
w̓aqʔuː	4	0	4	0	0.9533827396605308	1	0.9533827396605308	1	0.9606166445862941	1	0.9606166445862941	1	
w̓ašq	1	0	1	0	0.9769304327038011	1	0.9769304327038011	1	0.9843430085511261	1	0.9843430085511261	1	bunched.together
w̓aː-kum-sa-siɬa	1	0	1	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	ashamed-??-precisely-do
xaːšxiːp	8	3	5	0	0.9819507530480517	0.9819507530480517	0.9819507530480517	1	0.9894014211730701	0.9894014211730701	0.9894014211730701	1	blue.jay
xaːʔamin	1	1	0	0	0.9769304327038011	0.9769304327038011	1	1	0.9843430085511261	0.9843430085511261	1	1	
xʷak	2	0	2	0	0.8652880707626106	1	0.8652880707626106	1	0.8718535469107552	1	0.8718535469107552	1	swollen
xʷak-yu·	1	0	1	0	0.9782452785082476	1	0.9782452785082476	1	0.9856678309044923	1	0.9856678309044923	1	swollen-done
x̣ax	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	flee
x̣ax̣aš	3	0	0	0	0.8856084150131484	1	1	1	0.8923280741900517	1	1	1	sand.dollar
x̣ic-kʷa	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	crushed-dispersed
x̣unusčiʔatḥ	1	1	0	0	0.8856084150131484	0.8856084150131484	1	1	0.8923280741900517	0.8923280741900517	1	1	
yac	11	1	10	0	0.5101493056310173	0.867798230934736	0.5241692565144633	1	0.5140201241610372	0.8743827532217272	0.5281464530892449	1	step
yac-inksta-ʽis	1	0	1	0	0.9674874491991394	1	0.9674874491991394	1	0.9748283752860413	1	0.9748283752860413	1	step-in.between-on.the.beach
yac-insʔiː	1	0	1	0	0.9674874491991394	1	0.9674874491991394	1	0.9748283752860413	1	0.9748283752860413	1	step-approach
yac-ma·s	1	0	1	0	0.9751374611522831	1	0.9751374611522831	1	0.9825364326147176	1	0.9825364326147176	1	step-move
yac-panač	3	0	3	0	0.9533827396605308	1	0.9533827396605308	1	0.9606166445862941	1	0.9606166445862941	1	step-move.about.randomly
yac-p̓ič	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	step-at.the.base.of.a.pole
yac-sit	1	0	1	0	0.9782452785082476	1	0.9782452785082476	1	0.9856678309044923	1	0.9856678309044923	1	step-liquid
yac-ʼaḥs	2	0	2	0	0.9782452785082476	1	0.9782452785082476	1	0.9856678309044923	1	0.9856678309044923	1	step-in.a.container
yack	4	0	4	0	0.8516614869710734	1	0.8516614869710734	1	0.8581235697940504	1	0.8581235697940504	1	kick
yak-quː	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	watching-at.a.point
yaq	28	28	0	0	0.7450394453741334	0.7450394453741334	1	1	0.7506925207756232	0.7506925207756232	1	1	who
yaq-ckʷi·	2	2	0	0	0.8856084150131484	0.8856084150131484	1	1	0.8923280741900517	0.8923280741900517	1	1	who-remains.of
yaq-ink	1	1	0	0	0.9789624671288549	0.9789624671288549	1	1	0.9863904612790558	0.9863904612790558	1	1	who-converse.with
yaq-y̓i·ḥa	1	1	0	0	0.8856084150131484	0.8856084150131484	1	1	0.8923280741900517	0.8923280741900517	1	1	which-on.account.of
yaq-čhi	1	1	0	0	0.9158498685154195	0.9158498685154195	1	1	0.9227989883174755	0.9227989883174755	1	1	who-married.to
yaq-či	1	1	0	0	0.9566100884532632	0.9566100884532632	1	1	0.9638684812718296	0.9638684812718296	1	1	which-in
yaq-či-ʼatḥ	2	2	0	0	0.9707147979918718	0.9707147979918718	1	1	0.9780802119715765	0.9780802119715765	1	1	who-at-residing
yaq-čiːɬ	1	1	0	0	0.9158498685154195	0.9158498685154195	1	1	0.9227989883174755	0.9227989883174755	1	1	who-??
yaq-ʔič	1	1	0	0	0.9660530719579249	0.9660530719579249	1	1	0.9733831145369144	0.9733831145369144	1	1	thing.which-clothed.in
yaq-ʼa·ɬčiqḥ	1	0	0	1	0.9566100884532632	1	1	0.9566100884532632	0.9638684812718296	1	1	0.9638684812718296	who-together.with
yaqʔaƛ	1	1	0	0	0.9158498685154195	0.9158498685154195	1	1	0.9227989883174755	0.9227989883174755	1	1	who
yaqʷ	20	15	5	0	0.4591082954817116	0.5106143915849869	0.7444417881902943	1	0.46259183427676737	0.5144887390099965	0.7500903287968207	1	which
yaqʷ-(č)iɬ	17	17	0	0	0.40981704658913526	0.40981704658913526	1	1	0.41292658217086664	0.41292658217086664	1	1	which-with.ref.to
yaqʷ-(č)iɬ-čim	1	1	0	0	0.8911068611044705	0.8911068611044705	1	1	0.897868240395038	0.897868240395038	1	1	which-with.ref.to-??
yaqʷ-ac	3	3	0	0	0.8516614869710734	0.8516614869710734	1	1	0.8581235697940504	0.8581235697940504	1	1	who-belonging.to
yaqʷ-cḥinƛ	1	1	0	0	0.9661726033946928	0.9661726033946928	1	1	0.973503552932675	0.973503552932675	1	1	he.who-marry.to
yaqʷ-in̓ak	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	which-??
yaqʷ-in̓ak̓uːḥ	1	1	0	0	0.9769304327038011	0.9769304327038011	1	1	0.9843430085511261	0.9843430085511261	1	1	that.which-see
yaqʷ-iɬ	4	4	0	0	0.8625388477169496	0.8625388477169496	1	1	0.8690834638082621	0.8690834638082621	1	1	who-with.ref.to
yaqʷ-iɬ-ckʷi·	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	which-with.ref.to-happened
yaqʷ-iːc-wa·s	1	1	0	0	0.9661726033946928	0.9661726033946928	1	1	0.973503552932675	0.973503552932675	1	1	that.which-belonging.to-go.outdoors
yaqʷ-iːc-wa·s-w̓it̓as	1	1	0	0	0.9661726033946928	0.9661726033946928	1	1	0.973503552932675	0.973503552932675	1	1	that.which-belonging.to-go.outdoors-about.to
yaqʷ-iːɬ	1	1	0	0	0.9789624671288549	0.9789624671288549	1	1	0.9863904612790558	0.9863904612790558	1	1	that.which-make
yaqʷ-siːk	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	which-make
yaqʷ-uwa	1	1	0	0	0.8911068611044705	0.8911068611044705	1	1	0.897868240395038	0.897868240395038	1	1	who-acting.together.with
yaqʷ-wi·	3	3	0	0	0.7622519722687068	0.7622519722687068	1	1	0.7680356497651453	0.7680356497651453	1	1	who-first
yaqʷ-wi·-ʼiɬ	1	1	0	0	0.9566100884532632	0.9566100884532632	1	1	0.9638684812718296	0.9638684812718296	1	1	that.which-first-coming?
yaqʷ-čiː	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	who-??
yaqʷ-ʔič	2	2	0	0	0.8060004781257472	0.8060004781257472	1	1	0.8121161026135133	0.8121161026135133	1	1	which-clothed.in
yaqʷ-ʼa·ɬčiqḥ	2	2	0	0	0.9535022710972986	0.9535022710972986	1	1	0.9607370829820547	0.9607370829820547	1	1	he.who-together.with
yaqʷ-ḥʷʼaɬ	2	2	0	0	0.7534066459478844	0.7534066459478844	1	1	0.7591232084788632	0.7591232084788632	1	1	which-using
yawaː	1	0	1	0	0.977049964140569	1	0.977049964140569	1	0.9844634469468867	1	0.9844634469468867	1	disagree
yaxʷ	3	0	3	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	brush
yaxʷ-maɬ-api	1	0	1	0	0.9789624671288549	1	0.9789624671288549	1	0.9863904612790558	1	0.9863904612790558	1	sweep-move.about-up.in.the.air
yačaː	3	3	0	0	0.8911068611044705	0.8911068611044705	1	1	0.897868240395038	0.897868240395038	1	1	
yašmaqac	1	0	0	0	0.8911068611044705	1	1	1	0.897868240395038	1	1	1	
yaʔa·ya-qḥy̓u·	2	2	0	0	0.9924695194836242	0.9924695194836242	1	1	1	1	1	1	??-related.to
yaː	1	0	1	0	0.9924695194836242	1	0.9924695194836242	1	1	1	1	1	
yaː-ʼaqƛ	1	0	1	0	0.9660530719579249	1	0.9660530719579249	1	0.9733831145369144	1	0.9733831145369144	1	say.harsh.words-inside
yaː-ʼaqƛ-st̓aɬ	1	0	1	0	0.9660530719579249	1	0.9660530719579249	1	0.9733831145369144	1	0.9733831145369144	1	say.harsh.words-inside-reciprocally
yaːc	17	0	17	0	0.7103753287114511	1	0.7103753287114511	1	0.7157653860050585	1	0.7157653860050585	1	walk
yaːqƛ	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	
yaːs-yumɬ-ʽiɬ	1	0	1	0	0.9765718383934975	1	0.9765718383934975	1	0.9839816933638444	1	0.9839816933638444	1	there-all.over-in.the.house
yaːšmaɬ	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	
yaːɬ	7	0	7	0	0.6318431747549605	1	0.6318431747549605	1	0.636637359990365	1	0.636637359990365	1	
yaːɬ-ʽis	1	0	1	0	0.9765718383934975	1	0.9765718383934975	1	0.9839816933638444	1	0.9839816933638444	1	there-on.the.beach
yaːʔaɬ	2	1	1	0	0.9533827396605307	0.9751374611522831	0.9782452785082476	1	0.960616644586294	0.9825364326147176	0.9856678309044923	1	watch
years	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	years
yeː	1	0	1	0	0.9751374611522831	1	0.9751374611522831	1	0.9825364326147176	1	0.9825364326147176	1	
yimɬ	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	on.the.shoulder
yu	2	0	2	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	wind.blowing
yuxt	1	0	1	0	0.9765718383934975	1	0.9765718383934975	1	0.9839816933638444	1	0.9839816933638444	1	prepare.for.departure
yušu	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	hasten
yuːpi	1	1	0	0	0.8856084150131484	0.8856084150131484	1	1	0.8923280741900517	0.8923280741900517	1	1	
yuːpi-ckʷi·	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	breeze-done
yuːɬ-ʼaƛ	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	over.there-??
yuːɬuʔiɬʔatḥ	1	1	0	0	0.887042792254363	0.887042792254363	1	1	0.8937733349391788	0.8937733349391788	1	1	
y̓ak	6	1	5	0	0.6953143676786996	0.8856084150131484	0.8097059526655512	1	0.7005901481392269	0.8923280741900517	0.8158496928820911	1	ine.view
y̓as	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	spread.apart
y̓a·q	3	0	3	0	0.9203920631125987	1	0.9203920631125987	1	0.9273756473563773	1	0.9273756473563773	1	long
y̓aʔisi	1	1	0	0	0.9158498685154195	0.9158498685154195	1	1	0.9227989883174755	0.9227989883174755	1	1	
y̓aːq	2	1	1	0	0.8585943103036099	0.8911068611044705	0.9674874491991394	1	0.8651089967481633	0.897868240395038	0.9748283752860413	1	long
y̓aːqn̓aq	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	
y̓aːqn̓aq-ckʷi·	2	0	2	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	long.winded-done
y̓imqimy̓uːƛ	2	0	2	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	in.trouble
y̓imqƛ	2	0	2	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	
y̓imy̓aːx	1	0	1	0	0.887042792254363	1	0.887042792254363	1	0.8937733349391788	1	0.8937733349391788	1	chant
y̓ukʷi·q	1	1	0	0	0.9158498685154195	0.9158498685154195	1	1	0.9227989883174755	0.9227989883174755	1	1	youngest.sibling
y̓umwa·	1	0	1	0	0.977049964140569	1	0.977049964140569	1	0.9844634469468867	1	0.9844634469468867	1	reject
y̓umḥ	2	0	2	0	0.9548171169017451	1	0.9548171169017451	1	0.9620619053354209	1	0.9620619053354209	1	ashamed
y̓uːkʷiːqsu-sa	1	1	0	0	0.9765718383934975	0.9765718383934975	1	1	0.9839816933638444	0.9839816933638444	1	1	younger.brother-real
y̓uːqʷaː	43	0	43	0	0.4102680283984455	1	0.4102680283984455	1	0.4133809858582916	1	0.4133809858582916	1	
č	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	island
ča	2	2	0	0	0.8856084150131484	0.8856084150131484	1	1	0.8923280741900517	0.8923280741900517	1	1	island
ča-ḥta·k	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	island-out.to.sea
čakup	18	18	0	0	0.7209472202300314	0.7209472202300314	1	1	0.7264174930078818	0.7264174930078818	1	1	husband
čam-a·s	1	0	1	0	0.9789624671288549	1	0.9789624671288549	1	0.9863904612790558	1	0.9863904612790558	1	comfortable-in.chair
čam-p̓u·qs	1	0	1	0	0.9894812335644274	1	0.9894812335644274	1	0.9969890401059858	1	0.9969890401059858	1	good-smelling.of
čama-a·piq	1	0	1	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	proper-up.in.the.air
čamaqƛ	6	0	6	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	take.time
čamas	1	0	1	0	0.8856084150131484	1	0.8856084150131484	1	0.8923280741900517	1	0.8923280741900517	1	
čamaːs	2	0	2	0	0.8911068611044705	1	0.8911068611044705	1	0.897868240395038	1	0.897868240395038	1	smooth
čamiḥta	8	2	5	1	0.4893915849868515	0.7548410231890988	0.6143915849868518	0.9203920631125987	0.4931049018427074	0.76056846922799	0.6190533542093222	0.9273756473563773	proper
čamniḥta	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	
čapxʷ-cuw̓at	7	7	0	0	0.9661726033946928	0.9661726033946928	1	1	0.973503552932675	0.973503552932675	1	1	man-on.side.of
čapxʷ-na·k	2	0	2	0	0.8778388716232369	1	0.8778388716232369	1	0.8844995784656149	1	0.8844995784656149	1	man-having
čaq-ʔatu	1	0	1	0	0.867798230934736	1	0.867798230934736	1	0.8743827532217272	1	0.8743827532217272	1	shove-sinkn.into.water
čat	2	0	2	0	0.9566100884532632	1	0.9566100884532632	1	0.9638684812718296	1	0.9638684812718296	1	push
čat-as-ʼakƛi	2	0	2	0	0.9789624671288549	1	0.9789624671288549	1	0.9863904612790558	1	0.9863904612790558	1	press-on.the.surface?-at.the.rear
čat-cu·t-ʼum	1	0	1	0	0.9789624671288549	1	0.9789624671288549	1	0.9863904612790558	1	0.9863904612790558	1	push-on.the.side-??
