item	gloss	frequency	rel_freq	flexibility	flexibility_broad	ger	inf	mod	pred	precxn	ref	mod_rel	pred_rel	ref_rel	pred_rel_broad	ref_rel_broad	dispersion	dispersion_ref	dispersion_pred	dispersion_mod	dispersion_ref_broad	dispersion_pred_broad	dispersion_norm	dispersion_ref_norm	dispersion_pred_norm	dispersion_mod_norm
three		2560	0.7864859592286908	0.33823278201930473	0.07479073216393718	0	0	1964	1	32	269	0.6033821968457612	0.0003072210778237073	0.08264246993457727	0.009831074490358634	0	0.4766063438080353	0.8970302474512167	0.9991247271492772	0.5237688762128581	1	0.9831765737783733	0.47662464745027366	0.8970646970991069	0.9991630976447498	0.5237889910901574
time		7523	2.31122416846775	0.07146809136063781	0.7845003378757763	12	0	93	11	46	7310	0.028571560237604782	0.0033794318560607804	2.2457860788913004	0.014132169579890537	0.003686652933884488	0.3091754053528672	0.3133528486802316	0.9956187202091559	0.9574253030351896	0.9963858512404811	0.9765922116384547	0.3091872789590036	0.3133648827173592	0.9956569560595538	0.9574620721014104
transfer		80	0.024577686225896588	0.6615280607761148	0.7708036670144929	2	9	9	49	1	7	0.002764989700413366	0.015053832813361659	0.002150547544765951	0.0003072210778237073	0.0033794318560607804	0.9676726620859991	0.996357894122399	0.9780773183286544	0.996500444702509	0.9956248646307115	0.9991225766017331	0.9677098246929194	0.9963961583601129	0.9781148805171329	0.996538714414751
try		3814	1.1717411908196198	0.19495289523642576	0.4432741648567756	254	368	109	2764	10	28	0.0334870974827841	0.8491590591047271	0.008602190179063805	0.0030722107782370734	0.19109151040634595	0.40654378680615116	0.9856622995190439	0.45403227220039927	0.9513460123472135	0.7719829155247692	0.996035311990685	0.4065593997582753	0.985700153001971	0.4540497089055187	0.9513825479436887
two		4232	1.3001596013499295	0.41903319563431823	0.043729373289869644	0	0	3106	0	26	649	0.9542286677204349	0	0.19938647950758606	0.00798774802341639	0	0.3830311109137702	0.7637181829052895	1	0.42398422184947954	1	0.9855513927099504	0.3830458208825136	0.7637475128220488	1	0.42400050458598165
understand		896	0.27527008573004175	0.05342782753073665	0.27074605276663555	56	64	3	752	6	4	0.000921663233471122	0.2310302505234279	0.0012288843112948293	0.001843326466942244	0.03686652933884488	0.724187731814762	0.9981099759292276	0.756241580222335	0.998783097310739	0.9517162137459912	0.9975360869558533	0.7242155435997473	0.9981483074540831	0.7562706230068258	0.9988214546862217
want		5053	1.5523881062431932	0.03679691879064706	0.6137813452909066	40	39	23	4899	4	7	0.007066084789945268	1.5050760602583422	0.002150547544765951	0.0012288843112948293	0.02427046514807288	0.373867933564433	0.9971099713209115	0.3789233556980207	0.988524985522205	0.9625515939397556	0.9986297939929057	0.3738822916295097	0.9971482644414805	0.37893790791208287	0.988562948944039
watch		2134	0.6556097800757914	0.22556878721044307	0.2459109487964465	237	409	40	1329	6	36	0.012288843112948294	0.40829681242770705	0.011059958801653464	0.001843326466942244	0.19846481627411494	0.7301227291051846	0.9864647609743196	0.7925088516165907	0.9797633476037512	0.8511343822041649	0.9974801727196889	0.7301507688184559	0.9865026452750643	0.7925392872133451	0.9798009745426827
way		3962	1.2172099103375285	0.004499699598275931	0.5118595071429148	0	0	1	1	3	3730	0.0003072210778237073	0.0003072210778237073	1.1459346202824283	0.000921663233471122	0	0.376456223043129	0.38788841933070994	0.9996476174237359	0.9993855578443513	1	0.9983284101155597	0.3764706805091584	0.38790331584005794	0.9996860080003438	0.9994239383567944
week		1493	0.45868106919079504	0.013292620920019286	0	0	0	3	0	0	1476	0.000921663233471122	0	0.45345831086779204	0	0	0.6274191756208825	0.6286905053738031	1	0.9987935428273836	1	1	0.6274432710956349	0.6287146496728426	1	0.9988319006040172
whole		1753	0.538558549424959	0.10236970279712188	0	0	0	1682	0	0	41	0.5167458528994757	0	0.012596064190772001	0	0	0.5455503739907952	0.9799627340832587	1	0.5508004746554694	1	1	0.5455713253671214	0.9800003686794504	1	0.5508216276572366
woman		1109	0.34070817530649145	0.1465899944119512	0.3350116625643643	1	0	38	0	3	966	0.011674400957300879	0	0.29677556117770126	0.000921663233471122	0.0003072210778237073	0.827459995594494	0.8372112313881627	1	0.9929302285571192	0.9992589827602865	0.9990703490185043	0.8274917734588105	0.8372433837400068	1	0.9929683611583893
wonder		669	0.2055309010640602	0.1938830936542434	0.31179471730399677	13	20	4	589	0	26	0.0012288843112948293	0.18095321483816362	0.00798774802341639	0	0.010138295568182342	0.7929975099731643	0.987991342510025	0.8136596635621973	0.9983317895474164	0.9860583074883604	1	0.7930279643364078	0.9880292854377741	0.8136909114370507	0.9983701295908264
work		6365	1.9554621603478972	0.7068837590659118	0.6645340818090032	255	519	323	3696	37	1380	0.09923240813705747	1.1354891036364223	0.4239650873967161	0.011367179879477171	0.23778911423554946	0.4230211620985757	0.6447221021722458	0.4748972906572141	0.9049866589246957	0.7636840679900263	0.9851163676637527	0.4230374078496256	0.6447468621504849	0.47491552866478803	0.9050214141314835
worst		152	0.046697603829203516	0.4839250622871303	0.11076919850004079	0	0	111	0	3	32	0.034101539638431516	0	0.009831074490358634	0.000921663233471122	0	0.9367130724104713	0.9863535469441479	1	0.9546553977975308	1	0.9990543735224587	0.9367490460419182	0.9863914269738168	1	0.9546920604880075
year		6773	2.0808083600999696	0.006001102208815682	0.6126016192893443	0	0	3	2	2	6728	0.000921663233471122	0.0006144421556474146	2.066983411597903	0.0006144421556474146	0	0.35481350053184346	0.3551170547284409	0.9991600575732289	0.998772344573015	1	0.9989956942965934	0.35482712682838663	0.3551306926827127	0.9991984294255349	0.9988107015355485
