item	gloss	aspect	frequency	rel_freq	flexibility	flexibility_broad	definite	ger	inf	mod	pred	precxn	ref	mod_rel	pred_rel	ref_rel	pred_rel_broad	ref_rel_broad	dispersion	dispersion_ref	dispersion_pred	dispersion_mod	dispersion_ref_broad	dispersion_pred_broad	dispersion_norm	dispersion_ref_norm	dispersion_pred_norm	dispersion_mod_norm
classroom		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9996509968555892	0.9996509968555892	1	1	1	1	0.9996893875619812	0.9996893875619812	1	1
clatter		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
clay		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
close		NULL	2	0.0006144421556474146	0.6309297535714575	0	0	0	0	1	1	0	0	0.0003072210778237073	0.0003072210778237073	0	0	0	0.9985738797567393	1	0.9985738797567393	0.9985738797567393	1	1	0.9986122290974082	1	0.9986122290974082	0.9986122290974082
closer		NULL	1	0.0003072210778237073	0	0	0	0	0	0	0	1	0	0	0	0	0.0003072210778237073	0	0.9996509968555892	1	1	1	1	0.9996509968555892	0.9996893875619812	1	1	1
clothes		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
coconut		NULL	1	0.0003072210778237073	0	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0	0.9991259560335884	1	1	0.9991259560335884	1	1	0.9991643265762552	1	1	0.9991643265762552
coffee		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
college		NULL	7	0.002150547544765951	0	NaN	0	0	0	0	0	0	7	0	0	0.002150547544765951	0	0	0.9987769528891808	0.9987769528891808	1	1	1	1	0.9988153100286925	0.9988153100286925	1	1
come		NULL	5446	1.67312598982791	0.25490180948840124	0.6002633629537614	0	0	446	263	4528	0	64	0.08079914346763503	1.3910970403857468	0.01966214898071727	0	0.13702060070937347	0.32977048321663144	0.9686358001649761	0.35081738311789	0.8807936134882335	0.8146283316205768	1	0.32978314775839424	0.9686729997603567	0.3508308559471023	0.8808274395826542
comic		NULL	4	0.0012288843112948293	0.5118595071429148	0	0	0	0	1	0	0	3	0.0003072210778237073	0	0.000921663233471122	0	0	0.9991259560335884	0.9991259560335884	1	0.9991259560335884	1	1	0.9991643265762552	0.9991643265762552	1	0.9991643265762552
committee		NULL	2	0.0006144421556474146	0	NaN	0	0	0	0	0	0	2	0	0	0.0006144421556474146	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
company		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9995809504498455	0.9995809504498455	1	1	1	1	0.9996193384661677	0.9996193384661677	1	1
compare		NULL	1	0.0003072210778237073	0	0	0	0	0	0	0	1	0	0	0	0	0.0003072210778237073	0	0.9996509968555892	1	1	1	1	0.9996509968555892	0.9996893875619812	1	1	1
conquer		NULL	2	0.0006144421556474146	0	0	0	0	1	0	1	0	0	0	0.0003072210778237073	0	0	0.0003072210778237073	0.9991259560335884	1	0.9991259560335884	1	0.9991259560335884	1	0.9991643265762552	1	0.9991643265762552	1
consider		NULL	474	0.14562279088843727	0.05822046117973634	0.7396687150591051	0	10	32	4	336	60	0	0.0012288843112948293	0.10322628214876567	0	0.01843326466942244	0.012903285268595709	0.8338075290669533	1	0.8738577904352854	0.9981966122731721	0.9807271001248852	0.9755630210277462	0.8338395507026407	1	0.8738913501655978	0.9982349471252193
continue		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0.9985738797567393	1	0.9985738797567393	1	1	1	0.9986122290974082	1	0.9986122290974082	1
control		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
copyright		NULL	1	0.0003072210778237073	0	0	0	0	0	0	0	1	0	0	0	0	0.0003072210778237073	0	0.9991259560335884	1	1	1	1	0.9991259560335884	0.9991643265762552	1	1	1
corner		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
counselor		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9996509968555892	0.9996509968555892	1	1	1	1	0.9996893875619812	0.9996893875619812	1	1
count		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0.9985738797567393	1	0.9985738797567393	1	1	1	0.9986122290974082	1	0.9986122290974082	1
country		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
couple		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9995809504498455	0.9995809504498455	1	1	1	1	0.9996193384661677	0.9996193384661677	1	1
courage		NULL	2	0.0006144421556474146	0	NaN	0	0	0	0	0	0	2	0	0	0.0006144421556474146	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
cousin		NULL	3	0.000921663233471122	0	NaN	0	0	0	0	0	0	3	0	0	0.000921663233471122	0	0	0.9976998357903308	0.9976998357903308	1	1	1	1	0.9977381515641195	0.9977381515641195	1	1
cover		NULL	6	0.001843326466942244	0	NaN	0	0	0	0	6	0	0	0	0.001843326466942244	0	0	0	0.9985738797567393	1	0.9985738797567393	1	1	1	0.9986122290974082	1	0.9986122290974082	1
cow		NULL	7	0.002150547544765951	0	NaN	0	0	0	0	0	0	7	0	0	0.002150547544765951	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
cowboy		NULL	2	0.0006144421556474146	0	0	0	0	0	2	0	0	0	0.0006144421556474146	0	0	0	0	0.9991259560335884	1	1	0.9991259560335884	1	1	0.9991643265762552	1	1	0.9991643265762552
cristobal		NULL	2	0.0006144421556474146	0	NaN	0	0	0	0	0	0	2	0	0	0.0006144421556474146	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
cultural		NULL	1	0.0003072210778237073	0	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0	0.9991259560335884	1	1	0.9991259560335884	1	1	0.9991643265762552	1	1	0.9991643265762552
cure		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0.9995809504498455	1	0.9995809504498455	1	1	1	0.9996193384661677	1	0.9996193384661677	1
curfew		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9996509968555892	0.9996509968555892	1	1	1	1	0.9996893875619812	0.9996893875619812	1	1
current		NULL	1	0.0003072210778237073	0	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0	0.9991259560335884	1	1	0.9991259560335884	1	1	0.9991643265762552	1	1	0.9991643265762552
curriculum		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9996509968555892	0.9996509968555892	1	1	1	1	0.9996893875619812	0.9996893875619812	1	1
cut		NULL	7	0.002150547544765951	0	0	0	0	0	0	6	1	0	0	0.001843326466942244	0	0.0003072210778237073	0	0.9985738797567393	1	0.9985738797567393	1	1	0.9985738797567393	0.9986122290974082	1	0.9986122290974082	1
d		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9996509968555892	0.9996509968555892	1	1	1	1	0.9996893875619812	0.9996893875619812	1	1
dad		NULL	6	0.001843326466942244	0	NaN	0	0	0	0	0	0	6	0	0	0.001843326466942244	0	0	0.9969317830957716	0.9969317830957716	1	1	1	1	0.9969700693731804	0.9969700693731804	1	1
danger		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
dangerous		NULL	1	0.0003072210778237073	0	0	0	0	0	0	0	1	0	0	0	0	0.0003072210778237073	0	0.9985738797567393	1	1	1	1	0.9985738797567393	0.9986122290974082	1	1	1
dark		NULL	1	0.0003072210778237073	0	0	0	0	0	0	0	1	0	0	0	0	0.0003072210778237073	0	0.9985738797567393	1	1	1	1	0.9985738797567393	0.9986122290974082	1	1	1
date		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0.9991259560335884	1	0.9991259560335884	1	1	1	0.9991643265762552	1	0.9991643265762552	1
daughter		NULL	5	0.0015361053891185367	0	NaN	0	0	0	0	0	0	5	0	0	0.0015361053891185367	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
dave		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
dawn		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
day		NULL	3082	0.9468553618526659	0.3293655911822951	0	0	0	0	343	0	0	2577	0.10537682969353161	0	0.7917087175516938	0	0	0.47849104543811033	0.4910007916700917	1	0.9445339993886305	1	1	0.4785094214606366	0.49101964811828264	1	0.9445702733758138
daybreak		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
deal		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
dear		NULL	1	0.0003072210778237073	0	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0	0.9985738797567393	1	1	0.9985738797567393	1	1	0.9986122290974082	1	1	0.9986122290974082
death		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
decide		NULL	789	0.2423974304029051	0.09724864475712489	0.36549621544901334	0	13	94	10	652	3	3	0.0030722107782370734	0.20030814274105718	0.000921663233471122	0.000921663233471122	0.032872655327136686	0.751877725590494	0.9985880119263215	0.7800432490943494	0.9964454521295788	0.9595979704975595	0.9985671208930287	0.7519066007850336	0.9986263618097239	0.780073205960739	0.9964837197298799
deepest		NULL	1	0.0003072210778237073	0	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0	0.9985738797567393	1	1	0.9985738797567393	1	1	0.9986122290974082	1	1	0.9986122290974082
deny		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0.9985738797567393	1	0.9985738797567393	1	1	1	0.9986122290974082	1	0.9986122290974082	1
department		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
descent		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
description		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
deserve		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0.9985738797567393	1	0.9985738797567393	1	1	1	0.9986122290974082	1	0.9986122290974082	1
destroy		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0.9985738797567393	1	0.9985738797567393	1	1	1	0.9986122290974082	1	0.9986122290974082	1
diagnosed		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0.9995809504498455	1	0.9995809504498455	1	1	1	0.9996193384661677	1	0.9996193384661677	1
die		NULL	7	0.002150547544765951	0	0	0	1	0	0	6	0	0	0	0.001843326466942244	0	0	0.0003072210778237073	0.9976998357903308	1	0.9976998357903308	1	0.9985738797567393	1	0.9977381515641195	1	0.9977381515641195	1
difference		NULL	2	0.0006144421556474146	0	NaN	0	0	0	0	0	0	2	0	0	0.0006144421556474146	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
different		NULL	2130	0.6543808957644967	0.011740786775684872	0.4177364149948525	0	0	0	1705	0	354	3	0.523811937689421	0	0.000921663233471122	0.10875626154959239	0	0.5243736157067149	0.9986089029596125	1	0.5795752724457462	1	0.8562543298970653	0.5243937538084961	0.9986472536453163	1	0.579597530518
difficult		NULL	380	0.11674400957300879	0	0.3757871806728308	0	0	0	54	0	320	0	0.016589938202480194	0	0	0.09831074490358635	0	0.8677407115547381	1	1	0.9776002039947951	1	0.8859294282462131	0.867774036364083	1	1	0.9776377478601225
digest		NULL	2	0.0006144421556474146	0	NaN	0	0	0	0	0	0	2	0	0	0.0006144421556474146	0	0	0.9995809504498455	0.9995809504498455	1	1	1	1	0.9996193384661677	0.9996193384661677	1	1
dinner		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9995809504498455	0.9995809504498455	1	1	1	1	0.9996193384661677	0.9996193384661677	1	1
disappoint		NULL	1	0.0003072210778237073	0	0	0	0	0	0	0	1	0	0	0	0	0.0003072210778237073	0	0.9996509968555892	1	1	1	1	0.9996509968555892	0.9996893875619812	1	1	1
disease		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9995809504498455	0.9995809504498455	1	1	1	1	0.9996193384661677	0.9996193384661677	1	1
disinherit		NULL	1	0.0003072210778237073	0	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0	0.9991259560335884	1	1	0.9991259560335884	1	1	0.9991643265762552	1	1	0.9991643265762552
divid		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0.9985738797567393	1	0.9985738797567393	1	1	1	0.9986122290974082	1	0.9986122290974082	1
doctor		NULL	4	0.0012288843112948293	0	NaN	0	0	0	0	0	0	4	0	0	0.0012288843112948293	0	0	0.9981548302065878	0.9981548302065878	1	1	1	1	0.9981931634540319	0.9981931634540319	1	1
door		NULL	430	0.13210506346419415	0.09268530718604262	0	0	0	0	9	0	0	420	0.002764989700413366	0	0.12903285268595707	0	0	0.8658494585996553	0.8680331860208265	1	0.9964651142785597	1	1	0.8658827107771145	0.8680665220623928	1	0.9965033826339682
doorbell		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9995809504498455	0.9995809504498455	1	1	1	1	0.9996193384661677	0.9996193384661677	1	1
dostoevsky		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
dove		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
down		NULL	3369	1.03502781118807	0.2772917256537885	0.1425842807731924	0	0	0	10	0	264	1	0.0030722107782370734	0	0.0003072210778237073	0.08110636454545873	0	0.45655475107541316	0.9992559105495084	1	0.9951852312683455	1	0.8914683170582962	0.45657228465408767	0.9992942860829626	1	0.9952234504709866
draw		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0.9991259560335884	1	0.9991259560335884	1	1	1	0.9991643265762552	1	0.9991643265762552	1
duck		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
dust		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
earth		NULL	2	0.0006144421556474146	0	NaN	0	0	0	0	0	0	2	0	0	0.0006144421556474146	0	0	0.9995809504498455	0.9995809504498455	1	1	1	1	0.9996193384661677	0.9996193384661677	1	1
eat		NULL	3	0.000921663233471122	0.579380164285695	0	0	0	0	1	2	0	0	0.0003072210778237073	0.0006144421556474146	0	0	0	0.9981548302065877	1	0.9981548302065877	0.9985738797567393	1	1	0.9981931634540318	1	0.9981931634540318	0.9986122290974082
educate		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0.9991259560335884	1	0.9991259560335884	1	1	1	0.9991643265762552	1	0.9991643265762552	1
education		NULL	3	0.000921663233471122	0	NaN	0	0	0	0	0	0	3	0	0	0.000921663233471122	0	0	0.9973508326459231	0.9973508326459231	1	1	1	1	0.9973891350165568	0.9973891350165568	1	1
encounter		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
end		NULL	1368	0.42027843446283164	0.7209470543201175	0.6291507833406458	0	13	17	34	693	0	604	0.01044551664600605	0.21290420693182918	0.18556153100551923	0	0.00921663233471122	0.6135690333442405	0.7807258122378496	0.7664339945788247	0.9870085422820677	0.9836644408499556	1	0.6135925969166117	0.780755795317469	0.766463428793913	0.9870464474662493
ending		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
english		NULL	4	0.0012288843112948293	0.5118595071429148	0	0	0	0	3	0	0	1	0.000921663233471122	0	0.0003072210778237073	0	0	0.998706906483437	0.9991259560335884	1	0.998706906483437	1	1	0.9987452609328789	0.9991643265762552	1	0.9987452609328789
enjoy		NULL	1565	0.480800986794102	0.005086256726158782	0.13770921293612223	0	19	48	1	1485	1	0	0.0003072210778237073	0.45622330056820537	0	0.0003072210778237073	0.020583812214188393	0.6771130951605348	1	0.6858189403749518	0.9993308724924972	0.9696597680173631	0.9997680480862421	0.677139099086017	1	0.6858452786406674	0.9993692509047981
enjoyment		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
envision		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0.9991259560335884	1	0.9991259560335884	1	1	1	0.9991643265762552	1	0.9991643265762552	1
escape		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0.9985738797567393	1	0.9985738797567393	1	1	1	0.9986122290974082	1	0.9986122290974082	1
everybody		NULL	1228	0.3772674835675126	0.30204090706760833	0	0	0	0	0	120	4	1044	0	0.03686652933884488	0.32073880524795045	0.0012288843112948293	0	0.6352374117676941	0.6713840436681912	0.9385920365224407	1	1	0.9978227242214629	0.635261807494844	0.6714098275745523	0.9386280823138312	1
everyone		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
everything		NULL	1971	0.6055327443905272	0	0	0	0	0	0	0	7	1960	0	0	0.6021533125344664	0.002150547544765951	0	0.5177070213967481	0.5197097886246879	1	1	1	0.9966933795393818	0.517726903473911	0.5197297476163428	1	1
everywhere		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9996509968555892	0.9996509968555892	1	1	1	1	0.9996893875619812	0.9996893875619812	1	1
example		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
existent		NULL	1	0.0003072210778237073	0	0	0	0	0	0	0	1	0	0	0	0	0.0003072210778237073	0	0.9991259560335884	1	1	1	1	0.9991259560335884	0.9991643265762552	1	1	1
expensive		NULL	1	0.0003072210778237073	0	0	0	0	0	0	0	1	0	0	0	0	0.0003072210778237073	0	0.9985738797567393	1	1	1	1	0.9985738797567393	0.9986122290974082	1	1	1
experience		NULL	6	0.001843326466942244	0.579380164285695	NaN	0	0	0	0	2	0	4	0	0.0006144421556474146	0.0012288843112948293	0	0	0.9983579033390291	0.9983579033390292	0.998706906483437	1	1	1	0.998396244385316	0.9983962443853162	0.9987452609328789	1
eyebrow		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
face		NULL	1	0.0003072210778237073	0	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0	0.9985738797567393	1	1	0.9985738797567393	1	1	0.9986122290974082	1	1	0.9986122290974082
fact		NULL	4	0.0012288843112948293	0	NaN	0	0	0	0	0	0	4	0	0	0.0012288843112948293	0	0	0.9976998357903308	0.9976998357903308	1	1	1	1	0.9977381515641195	0.9977381515641195	1	1
factual		NULL	1	0.0003072210778237073	0	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0	0.9991259560335884	1	1	0.9991259560335884	1	1	0.9991643265762552	1	1	0.9991643265762552
faint		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0.9985738797567393	1	0.9985738797567393	1	1	1	0.9986122290974082	1	0.9986122290974082	1
fairytales		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
fall		NULL	4	0.0012288843112948293	0	NaN	0	0	0	0	4	0	0	0	0.0012288843112948293	0	0	0	0.9985738797567393	1	0.9985738797567393	1	1	1	0.9986122290974082	1	0.9986122290974082	1
family		NULL	9	0.002764989700413366	0.3175206571427802	0	0	0	0	1	0	0	8	0.0003072210778237073	0	0.0024577686225896586	0	0	0.9969317830957716	0.9969317830957716	1	0.9995809504498455	1	1	0.9969700693731804	0.9969700693731804	1	0.9996193384661677
fan		NULL	217	0.0666669738877445	0.06712361044571101	0	0	0	0	3	0	0	211	0.000921663233471122	0	0.06482364742080225	0	0	0.94172476985301	0.9420332198151448	1	0.9984012215110042	1	1	0.9417609359542346	0.9420693977621154	1	0.998439564220887
far		NULL	3	0.000921663233471122	0	0	0	0	0	0	0	1	2	0	0	0.0006144421556474146	0.0003072210778237073	0	0.9991259560335884	0.9991259560335884	1	1	1	0.9991259560335884	0.9991643265762552	0.9991643265762552	1	1
farm		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
farmer		NULL	2	0.0006144421556474146	0	NaN	0	0	0	0	0	0	2	0	0	0.0006144421556474146	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
fascination		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
fashion		NULL	1	0.0003072210778237073	0	0	0	0	0	1	0	0	0	0.0003072210778237073	0	0	0	0	0.9991259560335884	1	1	0.9991259560335884	1	1	0.9991643265762552	1	1	0.9991643265762552
father		NULL	447	0.13732782178719719	0.03987307771910096	0	0	0	0	3	0	0	401	0.000921663233471122	0	0.12319565220730663	0	0	0.8673867928730842	0.8754928210114626	1	0.998968966062823	1	1	0.8674201040904973	0.8755264435336684	1	0.9990073305764298
fault		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
favor		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
favorite		NULL	17	0.005222758323003025	0.5514206473211181	0	0	0	0	12	0	0	5	0.003686652933884488	0	0.0015361053891185367	0	0	0.9991259560335884	0.9991259560335884	1	0.9991259560335884	1	1	0.9991643265762552	0.9991643265762552	1	0.9991643265762552
fear		NULL	4	0.0012288843112948293	0	NaN	0	0	0	0	0	0	4	0	0	0.0012288843112948293	0	0	0.9976998357903308	0.9976998357903308	1	1	1	1	0.9977381515641195	0.9977381515641195	1	1
feel		NULL	2707	0.8316474576687758	0.13487706628261156	0.20506870741832325	0	146	53	5	2382	5	73	0.0015361053891185367	0.7318006073760709	0.022427138681130634	0.0015361053891185367	0.061136994486917756	0.5292679132412139	0.9705417997317956	0.5493740078408478	0.9974024457869993	0.921642956879985	0.9978291758640975	0.5292882393041337	0.9705790725253923	0.5493951060604272	0.9974407501397897
fell		NULL	2	0.0006144421556474146	0	NaN	0	0	0	0	2	0	0	0	0.0006144421556474146	0	0	0	0.9985738797567393	1	0.9985738797567393	1	1	1	0.9986122290974082	1	0.9986122290974082	1
fellow		NULL	1	0.0003072210778237073	0	NaN	0	0	0	0	0	0	1	0	0	0.0003072210778237073	0	0	0.9985738797567393	0.9985738797567393	1	1	1	1	0.9986122290974082	0.9986122290974082	1	1
fiction		NULL	2	0.0006144421556474146	0	NaN	0	0	0	0	0	0	2	0	0	0.0006144421556474146	0	0	0.9991259560335884	0.9991259560335884	1	1	1	1	0.9991643265762552	0.9991643265762552	1	1
figure		NULL	577	0.17726656190427914	0.37819540473839136	0.2755735825102342	0	9	110	5	384	4	50	0.0015361053891185367	0.11797289388430361	0.015361053891185366	0.0012288843112948293	0.036559308261021176	0.7879627027967594	0.9767857609174843	0.8400980270454397	0.9977096668648225	0.9482713438003544	0.9979130472183407	0.7879929638027166	0.9768232735048504	0.8401302902621005	0.9977479830161649
