ḥaː	4	3	0	7	0.6216097450797567
nunuːk	3	6	0	9	0.579380164285695
ƛawa	0	4	0	4	0
hiɬ-ʼatḥ	4	0	0	4	0
qʷayac̓iːk-štaqumɬ	9	0	0	9	0
wa·	3	73	0	76	0.1513435334723838
nunuːk	4	6	0	10	0.6126016192893443
nunuːk	4	7	0	11	0.5966452229439912
muwač-m̓i·t	20	0	0	20	0
n̓aːcsa	0	4	0	4	0
qʷayac̓iːk-štaqumɬ	10	0	0	10	0
wa·	3	74	0	77	0.14985095465698842
ḥaw̓iɬ	15	3	0	18	0.41011848630651815
qʷayac̓iːk-štaqumɬ	11	0	0	11	0
ʔuḥ	0	10	0	10	0
muwač-m̓i·t	21	0	0	21	0
wa·	3	75	0	78	0.14839050243285176
čaʔaːɬ-či·	0	4	0	4	0
wa·	3	76	0	79	0.14696111445149668
wa·	3	77	0	80	0.14556177549090507
ɬuːcma	6	0	0	6	0
ḥaw̓iɬ	16	3	0	19	0.3970120577425188
wa·	3	78	0	81	0.1441915148462777
mač	0	4	0	4	0
wa·	3	79	0	82	0.1428494038931897
ḥaw̓iɬ	17	3	0	20	0.3847663931726611
mač	0	5	0	5	0
nunuːk	4	8	0	12	0.579380164285695
muwač-m̓i·t	22	0	0	22	0
muwač-m̓i·t	23	0	0	23	0
muwač-m̓i·t	24	0	0	24	0
wawaː	1	13	0	14	0.2342215203652865
čuː	0	19	0	19	0
qʷiyu	8	1	0	9	0.3175206571427802
hiš-umɬ	0	4	0	4	0
ḥumiːs	5	1	0	6	0.41011848630651815
ʔu-ca	0	6	0	6	0
ʔaḥ	17	0	1	18	0.1953001594734786
huːɬ	0	4	0	4	0
ʔinkʷ	7	0	0	7	0
ḥaː	5	3	0	8	0.6021808102656679
ʔinkʷ	8	0	0	8	0
wim̓aːqƛ	0	7	0	7	0
ƛawa	0	5	0	5	0
ḥaː	6	3	0	9	0.579380164285695
wik	0	49	0	49	0
ƛawa	0	6	0	6	0
ʔinkʷ	9	0	0	9	0
wik	0	50	0	50	0
qʷis	5	15	0	20	0.5118595071429148
qʷayac̓iːk-štaqumɬ	12	0	0	12	0
muwač-m̓i·t	25	0	0	25	0
ʔinkʷ	10	0	0	10	0
kamatq	0	4	0	4	0
ʔinkʷ	10	1	0	11	0.2772917256537885
ḥaː	7	3	0	10	0.5560326498763891
ḥumiːs	6	1	0	7	0.37330396038588737
ʔinkʷ	11	1	0	12	0.26108936338578836
hiːnip	0	4	0	4	0
hin-in	0	5	0	5	0
hiɬ-ʼatḥ	5	0	0	5	0
ʔuʔumḥi	0	4	0	4	0
ʔuʔumḥi	0	5	0	5	0
ʔunw̓iːƛ	0	5	0	5	0
ʔinkʷ	12	1	0	13	0.2468472051870251
ʕaːnis-m̓i·t	9	0	0	9	0
ʔuʔumḥi	0	6	0	6	0
